title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"Nhân Viên Chăm Sóc Khách Hàng
        SA (Vận Hành)",Nhân viên,1 năm,2 người,Toàn thời gian,Không yêu cầu,"Chuyên viên hỗ trợ vận hành (SA Agent)Hướng dẫn khách hàng sử dụng, hỗ trợ vận hành các sản phẩm, các công cụ quản trị của công ty.Khảo sát thu thập ý kiến khách hàng để góp phần cải thiện và phát triển sản phẩm.Quan sát, theo dõi nhu cầu kinh doanh của khách hàng để kịp thời cung cấp các gói bổ trợ, dịch vụ bổ sung.Giải quyết các vấn đề, thắc mắc của khách hàng trong quá trình sử dụng, ghi nhận đề xuất của khách hàng và chuyển tới bộ phận liên quan.Phối hợp với các bộ phận liên quan để tìm phương án giải quyết các vấn đề khách hàng gặp phải trong quá trình vận hành.Báo cáo trực tiếp theo ngày, theo tháng cho trưởng nhóm / quản lý đội ngũ.Phối hợp thực hiện các báo cáo dữ liệu theo phân công của trưởng nhóm / quản lý đội ngũ.Phối hợp hỗ trợ thực hiện các công việc liên quan hoặc phát sinh do quản lý trực tiếp phân công.","Có kinh nghiệm CSKH trực tiếp (không tuyển CSKH thuần call center), có kinh nghiệm tư vấn khách, kinh doanh, hoặc làm về giải pháp phần mềm là 1 lợi thếSẵn sàng visit khách hàng trực tiếp tại các doanh nghiệp, hỗ trợ khách bất kì lúc nào khách có vấn đề, sẵn sàng hỗ trợ khách nếu cần ngoài giờ hoặc cuối tuầnTRUNG THỰC, không ngại thử thách các task mới/ multi-task. Sáng tạo, cẩn thận, chịu khó tìm tòi và lắng nghe ý kiến khách hàng.Mindset service, hỗ trợ khách hàng mọi lúc nếu cần.Kỹ năng vi tính văn phòng như word, excel, ppt,...Kỹ năng quản trị thời gianCó kỹ năng tư vấn, thuyết phục, đàm phán khách hàng là 1 lợi thế.Tiếng Anh đọc hiểu. Có kiến thức về lĩnh vực Thương mại điện tử.Biết sử dụng các phần mềm/ công cụ thiết kế hình ảnh là một lợi thế","Lương: Chuyên viên hỗ trợ vận hành (Success Agent): Cơ bản: 9 triệu + commissionBHXH, BHYT theo qui định nhà nước Thưởng quý, thưởng tháng 13, 14 theo hiệu suất công việc.Review tăng lương mỗi 6 tháng hoặc 1 năm.",Công ty TNHH Mediastep Software VN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mediastep-software-vn/156200.html,https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-sa-van-hanh/1479777.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Chăm SóC KháCh HàNg
        OB (Giao DiệN)",Nhân viên,1 năm,2 người,Toàn thời gian,Không yêu cầu,"Chuyên viên Hỗ trợ giao diện (OB Agent)Chăm sóc khách hàng sau bán hàng: hỗ trợ khách thiết lập website/app (tùy chỉnh giao diện, trỏ tên miền...).Tư vấn và đề xuất ý kiến giúp khách hàng thiết lập giao diện, cài đặt cửa hàng online (phương thức vận chuyển, thanh toán, liên hệ...)Khảo sát thu thập ý kiến khách hàng để góp phần cải thiện và phát triển sản phẩm.Phối hợp hỗ trợ thực hiện các công việc liên quan hoặc phát sinh do quản lý trực tiếp phân cô","Có kinh nghiệm CSKH trực tiếp (không tuyển CSKH thuần call center), có kinh nghiệm tư vấn khách, kinh doanh, hoặc làm về giải pháp phần mềm là 1 lợi thếHỗ trợ khách bất kì lúc nào khách có vấn đề, sẵn sàng OT trong công việcBiết sử dụng 1 số phần mềm design như Canva, PhotoshopBiết HTML là 1 điểm cộng. TRUNG THỰC, không ngại thử thách các task mới/ multi-task. Sáng tạo, cẩn thận, chịu khó tìm tòi và lắng nghe ý kiến khách hàng.Mindset service, hỗ trợ khách hàng mọi lúc nếu cần.Tiếng Anh đọc hiểu. Có kiến thức về lĩnh vực Thương mại điện tử.Biết sử dụng các phần mềm/ công cụ thiết kế hình ảnh là một lợi thế","Lương: Chuyên viên hỗ trợ giao diện (OB Agent): Cơ bản: 8 triệu + commissionBHXH, BHYT theo qui định nhà nước Thưởng quý, thưởng tháng 13, 14 theo hiệu suất công việc.Review tăng lương mỗi 6 tháng hoặc 1 năm.",Công ty TNHH Mediastep Software VN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mediastep-software-vn/156200.html,https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-ob-giao-dien/1479806.html?ta_source=ITJobs_LinkDetail
Kinh Doanh Phần Mềm,Nhân viên,2 năm,2 người,Toàn thời gian,Nữ,"Tìm kiếm, xây dựng và mở rộng địa bàn, khách hàng tiềm năng, tập trung vào các dự án CNTT, khách hàng trong khối Nhà nước.Quản lý, khai thác và phát triển tập khách hàng có sẵn của công ty.Tiếp thị và bán các sản phẩm của công ty để đạt KPIs về định mức doanh thu. Phối hợp với các bộ phận liên quan để đạt được sự hài lòng của khách hàng.. Thực hiện các công việc khác có liên quan theo yêu cầu của BGĐ.","Tốt nghiệp trung cấp/cao đẳng trở lên các chuyên ngành liên quan. Kinh nghiệm tối thiểu 2 năm vị trí kinh doanh (Ưu tiên có kn trong lĩnh vực IT và y tế)Kỹ năng giao tiếp tốt; Làm việc theo đội nhóm, có tinh thần hợp tác.Có khả năng tự thúc đẩy, tự vạch định mục tiêu cụ thể và tập trung thực hiện mục tiêu;","Thu nhập: Lương cứng 15.000.000 đồng / tháng trở lên + Lương thưởng KPI (Thỏa thuận theo năng lực ứng viên)Thời gian làm việc: 8h00 – 12h00 và 13h30 – 17h30 (Thứ 2 – Thứ 6)+ thời gian làm việc theo yêu cầu công việcĐảm bảo đầy đủ chế độ BHXH, BHYT, nghỉ phép theo quy định của nhà nước.Hưởng chế độ phúc lợi hàng năm của Công ty cho bản thân và gia đình: du lịch, hiếu hỷ....Thường xuyên được tham gia các lớp đào tạo nâng cao kỹ năng chuyên môn và nghề nghiệp.Công ty tạo mọi điều kiện để nhân viên có cơ hội thăng tiến phát huy tốt nhất khả năng của mình, giúp nhân viên tìm được vị trí công việc phù hợp với năng lực.Môi trường làm việc trẻ trung, hòa đồng và gắn kết.",Công ty Cổ phần Phần mềm Trực tuyến và Thương mại Điện tử,https://www.topcv.vn/cong-ty/cong-ty-co-phan-phan-mem-truc-tuyen-va-thuong-mai-dien-tu/64819.html,https://www.topcv.vn/viec-lam/kinh-doanh-phan-mem/1169729.html?ta_source=ITJobs_LinkDetail
Marketing,,Không yêu cầu kinh nghiệm,,,,"1. Hỗ trợ SEO và tối ưu hóa nội dung:Tham gia vào các hoạt động tối ưu hóa SEO Onpage như viết và tối ưu hóa nội dung chuẩn SEO, đảm bảo từ khóa được sử dụng hiệu quả và cải thiện cấu trúc trang webThực hiện SEO Offpage bao gồm xây dựng liên kết (link building), quản lý các hoạt động social bookmarking, và các chiến dịch tăng cường nhận diện thương hiệu trên các nền tảng trực tuyến khácĐăng bài lên website và các nền tảng liên quan, sau đó theo dõi và phân tích hiệu suất của các bài viết để đề xuất các cải tiến cần thiết.2. Báo cáo và các nhiệm vụ khác:Tham gia cuộc họp hàng tuần để báo cáo tiến độ công việc và cập nhật KPIThực hiện các công việc khác theo yêu cầu của quản lý hoặc team marketing để đảm bảo công việc diễn ra suôn sẻ và hiệu quả.","Là sinh viên năm cuối/mới ra trường chuyên ngành Marketing hoặc các ngành khác có liên quanKỹ năng viết và biên tập nội dung tốtCó kiến thức cơ bản về SEO và các công cụ marketing kỹ thuật sốCó khả năng giao tiếp và làm việc nhóm tốtƯu tiên ứng viên có chứng chỉ tiếng Anh và/hoặc tiếng NhậtThực tập tối thiểu 6 tháng, thời gian làm việc tối thiểu 20 giờ/tuần (ưu tiên có thể làm full-time).","Mức hỗ trợ thỏa thuận theo năng lựcCó cơ hội trở thành nhân viên chính thức sau thời gian thực tập (được đánh giá sau 4-6 tháng)Lộ trình đào tạo rõ ràng, định hướng bởi Mentor giỏi và có nhiều kinh nghiệmMôi trường làm việc năng động, trẻ trung, thân thiện khuyến khích trao đổi phản hồiTham gia các sự kiện của công ty như team building, du lịch hè, các CLB của Công ty: Bóng đá, Gym, Media, ...Được nhận quà Tết, quà sinh nhật công ty, quà chào mừng nhân viên mới ...Làm việc trong môi trường sáng tạo năng động, được trao quyền làm chủ, nhiều thử thách và cơ hội phát triển năng lực cá nhân, đồng nghiệp thân thiện cởi mở.Cơ hội thăng tiến rõ ràng, định kỳ đánh giá công việc hàng tháng quý nămSôi nổi các hoạt động phong trào học tập phát triểnNgày làm việc: Làm việc từ T2-T6; nghỉ T7, CN, Lễ Tết.Thời gian làm việc linh hoạt: 8 tiếng/ngày, có thể bắt đầu trong khoảng 8h30 - 9h00 và kết thúc trong khoảng 17h30 đến 18h00",Newwave Solutions JSC,https://www.topcv.vn/brand/newwavesolutions?id=14514,https://www.topcv.vn/brand/newwavesolutions/tuyen-dung/thuc-tap-sinh-seo-marketing-j1437303.html?ta_source=ITJobs_LinkDetail
"Video Editor
        (VFX, Motion)",Nhân viên,2 năm,3 người,Toàn thời gian,Không yêu cầu,"Thiết kế, chỉnh sửa hình ảnh, hiệu ứng cho video game.Tham gia vào giai đoạn lên plan và trực tiếp chế tác, sản xuất video, ảnh động đa dạng/ghép 2D, 3D hoặc ảnh thật.Tiếp nhận hướng dẫn, chỉ đạo về kỹ thuật trực tiếp từ chuyên gia người Nhật.","Có kinh nghiệm sử dụng công cụ After Effects tối thiểu 2 năm.Có khả năng làm 2D/3D VFX trong video Game trên AE (Kỹ năng chưa hoàn thiện sẽ được training).Có khả năng sáng tạo, tư duy đổi mới; tình thần ham học hỏi, chịu khó, kiên trì.Yêu thích, hứng thú với game anime và văn hóa của Nhật Bản.Kỹ năng giao tiếp, kỹ năng làm việc nhóm, khả năng lắng nghe tốt.","Mức lương thoả thuận theo năng lực UP TO 20.000.000VNĐ/tháng (có thể thỏa thuận cao hơn tùy theo năng lực), review 1 năm 1 lần.Lương tháng 13, thưởng dự án, thưởng cuối năm, thưởng các dịp lễ Tết (02/9, 30/4, 01/5, Trung Thu,...) thưởng dịp đặc biệt (Sinh nhật, Kết hôn, Sinh con,...) kèm các quà Tặng dưới nhiều hình thức khác nhau.Được làm việc trực tiếp và hướng dẫn bởi chuyên gia đến từ Nhật Bản với nhiều năm kinh nghiệm.Có cơ hội được sang Nhật làm việc tại công ty chuyên sản xuất các tựa game hàng đầu thế giới.Trải nghiệm văn hóa đặc thù và môi trường làm việc chuyên nghiệp của Nhật.Đóng BHXH theo quy định, khám sức khỏe định kỳ 1 năm/lần.Tham gia các sự kiện, hoạt động thể thao, giải trí, du lịch hè, teambuilding với công ty 2 lần 1 năm.Cung cấp đầy đủ trang thiết bị làm việc.Khu vực pantry phục vụ đồ ăn vặt, thức uống đầy đủ.",Công ty TNHH D.Ragoon,https://www.topcv.vn/cong-ty/cong-ty-tnhh-d-ragoon/92639.html,https://www.topcv.vn/viec-lam/video-editor-vfx-motion/1479864.html?ta_source=ITJobs_LinkDetail
IOS Developer,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Tham gia phát triển các hệ thống phần mềm trên hệ điều hành IOS , bao gồm: Tham gia phân tích yêu cầu khách hàng và xây dựng tài liệu giải pháp. Phát triển và sửa lỗi các tính năng. Đóng góp vào các hoạt động chia sẻ tri thức và cải tiến liên tục.","Có từ 2 năm kinh nghiệm phát triển ứng dụng iOS trở lên.Sử dụng thành thạo ngôn ngữ Swift, có hiểu biết về Objective-CCó kinh nghiệm làm với Flutter là lợi thế.Có kinh nghiệm làm việc về Web Service (RESTFUL API – JSON)Thành thạo GitNắm chắc kiến thức về MVP/OOP/MVVM.Có khả năng làm việc với Interface Builder và Auto Layout.Hiểu biết về các nguyên tắc thiết kế UI/UX trên iOS.Hiểu biết về các kỹ thuật gỡ lỗi trên Xcode.Nắm được các kỹ thuật tối ưu hóa hiệu suất ứng dụng trên thiết bị di động.Tiếng anh tốt.Kỹ năng giao tiếp, giải quyết vấn đề, kỹ năng làm việc nhóm tốt, luôn sẵn sàng hỗ trợ các thành viên khác trong dự án.Chịu được áp lực cao trong công việc, có khả năng làm việc độc lập, chủ động giải quyết vấn đề để hoàn thành nhiệm vụ.Cam kết, ham học hỏi.","Mức lương (Net) thỏa thuận theo năng lực. Thưởng quý, thưởng cuối năm (1-3 tháng lương). Đánh giá năng suất và xét tăng lương 2 lần/năm. Tài trợ 100% phí thi các chứng chỉ quốc tế; phụ cấp chứng chỉ chuyên môn. Khám sức khoẻ định kỳ; thẻ bảo hiểm chăm sóc sức khoẻ cao cấp, BHXH, nghỉ lễ theo qui định. Được làm việc với các dự án tạo nên xu hướng công nghệ như: fintech, digital transformation. Tham gia vào các dự án hiệu năng cao, số lượng dữ liệu lớn và tập khách hàng lớn. Sử dụng các công nghệ mới nhất như: microservices, spring boot. Được làm việc trên các hệ thống lớn với các bài toán công nghệ phức tạp. Tham gia vào nhóm phát triển Scrum tự chủ, linh hoạt và năng suất cao theo mô hình Agile/Scrum. Môi trường làm việc trẻ, năng động, vui vẻ, hạnh phúc với các hoạt động văn hóa sôi động như retreat, picnic, team building, happy event, BiPlus radio, ... Được làm nhiều, được thử nhiều và được sai, học thực chiến trong công việc Liên tục phát triển năng lực thông qua các hoạt động học tập (company learning hour, team learning hour, club), đào tạo, mentoring, coaching,... Được phản hồi thường xuyên liên tục và huấn luyện để phát triển năng lực và đạt hiệu suất công việc ngày càng cao (CFRs- Conversation - Feedback - Recognition tháng và 6 tháng).",Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-phan-mem-biplus-viet-nam/40269.html,https://www.topcv.vn/viec-lam/ios-developer/1380863.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Hỗ Trợ
        Kỹ Thuật",Nhân viên,1 năm,1 người,Toàn thời gian,Không yêu cầu,"-Tiếp nhận, tư vấn và hỗ trợ khách hàng/đại lý trong quá trình cài đặt, sử dụng dịch vụ chữ ký số NEWTEL-CA ... trực tiếp hoặc thông qua điện thoại, hotline, mail, website, Teamview, Utraview... đảm bảo chất lương và tiến độ mang lại sự hài lòng cho khách hàng- Xây dựng và chia sẻ Cẩm nang hỗ trợ khách hàng cho CBNV Công ty và cập nhật trên website công ty- Báo cáo kết quả thực hiện công việc và các dữ liệu liên quan định kỳ/đột xuất theo quy định của Công ty/yêu cầu của Lãnh đạo phòng.- Các công việc khác theo phân giao của Lãnh đạo phòng/công ty.","- Tốt nghiệp cao đẳng trở lên ưu tiên các chuyên ngành tài chính, kế toán, thuế, công nghệ thông tin, ...- Kỹ năng giao tiếp và chăm sóc khách hàng tốt.- Kỹ năng phối hợp, làm việc nhóm, làm việc độc lập tốt.- Kỹ năng sử dụng các phần mềm: tin học văn phòng, JAVA, ứng dụng thuế điện tử, hải quan điện tử, ... thành thạo.- Nhanh nhẹn, cẩn thận, gọn gàng.- Tuân thủ mọi nội quy, quy định, quy trình của Công ty.- Có thái độ tích cực, tinh thần trách nhiệm cao.- Ưu tiên có hiểu biết và kinh nghiệm về các lĩnh vực: Tài chính-kế toán, bảo hiểm xã hội, Hải quan,...","- Được xem xét tăng thu nhập theo năng lực thực tế hoặc tối thiểu 01 lần/năm- Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến.- Cung cấp trang thiết bị đầy đủ để phục vụ công việc.- Được đóng BHXH, BHYT, BHTN.- Được hưởng các chính sách phúc lợi theo quy định của công ty.- Được đào tạo, nâng cao nghiệp vụ thường xuyên.",Công ty Cổ phần NewCA,https://www.topcv.vn/cong-ty/cong-ty-co-phan-newca/68784.html,https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat/1481735.html?ta_source=ITJobs_LinkDetail
Intern Java Developer,Thực tập sinh,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,"Participate in a professional Java training course.Implement code and conduct unit tests under the guidance of a mentor and training manager.Key topics include JavaCore, Java Spring Boot, Git, Jira, Database and ReactJS/Angular...Apply the learned knowledge to solve real-world project problems.","Final-year students in Computer Science, Information Technology, or related fields.Strong proficiency in Java Core is required. Preference will be given to candidates with experience in ReactJS/Angular.Participate in a 3-month internship program with the opportunity to be converted to a full-time employee upon successful completion.Good at English communication ability.","Competitive salary (upto 3M gross)Learning and Development space for training courses and self-learningRecreation space, team building, sports, esports, unlimited partiesA buzzing space full of globally influential technical founders and business establishing expertsWorking time: Monday to Friday (9:00 AM – 6:00 PM); Lunch time: 12:00 AM – 1:00 PM.Location: 11th Floor, IPH Tower, 241 Xuan Thuy Street, Cau Giay, Hanoi",Công ty TNHH Icetea Software,https://www.topcv.vn/cong-ty/cong-ty-tnhh-icetea-software/183171.html,https://www.topcv.vn/viec-lam/intern-java-developer/1481596.html?ta_source=ITJobs_LinkDetail
PHP Developer,Nhân viên,1 năm,1 người,Toàn thời gian,Không yêu cầu,Building websites or applications using PHP programming languageAnalyzing and understanding system requirementsDesigning technical solutions for system developmentHaving the ability to upgrade and optimize the systemOther tasks as requested by the PM/Leader.,"From 1  year of experience working on PHP language, proficient in using Laravel (Preference will be given to people with experience in Microservices).Have worked/understand API RestFul, Kafka, Elastic Search.Having experience working with one of the database management systems such as MySQL, Maria DB, MongoDB.Having experience with other languages ​​such as Golang, NodeJS or ReactJS/VueJS is a plus.Careful, patient, passionate about programming and willing to learn new technologies.Withstanding work pressure.Having analytical and problem-solving skills.Being able to work independently and in groups.Willing to work at partner company (if required)","Competitive salary range (upto 13,000,000 VND gross)Labor Contract and Social Insurance according to Vietnamese Law12 annual leaves and other holidays as regulated by the State13th month salaryReview performance 2 times per yearAttractive bonus policy (project bonus, holiday and birthday bonus....)Latest equipment and devicesPeriodic health check and premium insurance packageLearning and Development space for training courses and self-learningRecreation space, team building, sports, esports, unlimited partiesA buzzing space full of globally influential technical founders and business establishing expertsWorking time: Monday to Friday (9:00 AM – 6:00 PM); Lunch time: 12:00 PM – 1:00 PM.Location: 11th Floor, IPH Tower, 241 Xuan Thuy Street, Cau Giay, Hanoi",Công ty TNHH Icetea Software,https://www.topcv.vn/cong-ty/cong-ty-tnhh-icetea-software/183171.html,https://www.topcv.vn/viec-lam/php-developer/1481601.html?ta_source=ITJobs_LinkDetail
Kỹ Thuật Bảo Hành - Sửa Chữa,Nhân viên,1 năm,1 người,Toàn thời gian,Nam,"Chúng tôi cần tìm vị trí KỸ THUẬT VIÊN BẢO HÀNH & SỬA CHỮA  nhằm đem lại cho khách hàng những trải nghiệm tốt nhất trong quá trình sử dụng.Mô tả công việc:Xử lý yêu cầu bảo hành, sửa chữa các sản phẩm của Vietmap từ khách hàng, các đại lý trong hệ thống.Kiểm tra chất lượng sản phẩm trước và sau bảo hành.Thực hiện các quy trình và cập nhật các thông tin sửa chữa - bảo hành trên hệ thống.Hỗ trợ các chi nhánh theo sự phân công của quản lý.","Tốt nghiệp từ Cao Đẳng, Đại học các chuyên ngành liên quan đến kỹ thuật.Kinh nghiệm làm việc tối thiểu 01 năm ở vị trí kỹ thuật sửa chữa – bảo hành các thiết bị.Có kiến thức về các sản phẩm Android , điện tử , camera hành trình ....Cẩn trọng, tỉ mỉ, có tinh thần trách nhiệm với công việc.Ưu tiên đã có kinh nghiệm về nội thất ôto , có kiến thức về các sản phẩm nội thất oto","Thu nhập: Lương cứng + KPIĐược hưởng đầy đủ các quyền lợi cơ bản theo quy định của nhà nước: Đóng BHXH, BHYT, BHTNĐược đào tạo nâng cao kỹ năng nghiệp vụ, kỹ năng giải quyết công việcĐược tham gia các chuyến du lịch chung kết hợp với teambuilding tổ chức hàng nămNhân viên viên xuất sắc sẽ được hưởng chế độ đãi ngộ như: Ký hợp đồng chính thức trước thời hạn, thưởng nóng, cân nhắc bổ nhiệm vị trí cao hơn, nâng lương trước hạn..",Công ty Cổ phần Ứng dụng Bản đồ Việt,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ung-dung-ban-do-viet/128888.html,https://www.topcv.vn/viec-lam/ky-thuat-bao-hanh-sua-chua/1481707.html?ta_source=ITJobs_LinkDetail
