title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"2D
        
            Game Artist",Nhân viên,1 năm,2 người,Toàn thời gian,Không yêu cầu,"- Thiết kế UI/UX, concept, items, background Game 2D
- Thiết kế icon, banner, quảng cáo cho Game.
- Tham gia cùng team định hình style art cho Game, đảm bảo chất lượng Game","- Đam mê game và làm game.
- Biết sử dụng các công cụ vẽ (Wacom,Pts,Ai...)
- Khả năng học hỏi nhanh, có hiểu biết đa dạng về UI UX Game 
- Có tính sáng tạo, thẩm mỹ tốt, gout thiết kế đa dạng, nắm bắt nhanh các xu hướng thiết kế mới.
- Có tinh thần tự giác, làm việc độc lập cũng như không ngại việc hỗ trợ đồng nghiệp.
- Kinh nghiệm: Ít nhất 1 năm kinh nghiệm","- Mức lương: Range 500 – 1.500$- Ăn trưa: 35.000 VNĐ/1 ngày công, miễn phí gửi xe,....- Công ty cung cấp đầy đủ trang thiết bị làm việc.- Review lương 2 lần/năm, nhiều cơ hội thăng tiến.- Thưởng lương tháng 13,14,.......- Hưởng đầy đủ các chế độ bảo hiểm BHXH, BHYT, BHTN.....- Happy time hàng ngày với trái cây, đồ ăn vặt miễn phí,...- Có sẵn đồ ăn nhẹ, trà bánh tại pantry của công ty.- Làm việc trong môi trường cực kì thoải mái hiện đại, trẻ trung, năng động, đồng nghiệp thân thiện, đặc biêt sếp tâm lý chịu chơi chịu chi.- Trực tiếp tham gia các dự án Game được phát hành Global.- Du lịch hè, Team building 2-3 lần/năm, Year End Party, tiệc Tân niên, lì xì đầu năm, ...- Chính sách phúc lợi minh bạch theo quy định của công ty:+ Tết Dương lịch: 1.000.000 VNĐ+ Quốc tế Phụ Nữ 8/3: 500.000 VNĐ+ Ngày 30/4-1/5: 1.000.000 VNĐ+ Quốc tế Thiếu nhi (con CBNV): 500.000 VNĐ+ Ngày Quốc khánh 2/9: 500.000 VNĐ+ Trung thu: 500.000 VNĐ+ Sinh nhật nhân viên; 500.000 VNĐ+ Kỉ niệm ngày vào công ty: 100.000 VNĐ.....",Công ty cổ phần Công nghệ NOTA Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-nota-viet-nam/150140.html,https://www.topcv.vn/viec-lam/2d-game-artist/1088965.html?ta_source=ITJobs_LinkDetail
QC Engineer,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Tham gia phân tích làm rõ yêu cầu dự ánLên test plan và test caseTriển khai môi trường test và các module, báo cáo cần testViết và kiểm tra tài liệu hướng dẫn cài đặt, hướng dẫn sử dụngChịu trách nhiệm đảm bảo sản phẩm đến tay khách hàng một cách chỉn chu và không còn lỗi","Có khoảng 2 năm năm kinh nghiệm Manual testCó kinh nghiệm test web, appSử dụng tốt các công cụ testCó khả năng phân tích tốtKỹ năng giải quyết vấn đề và làm việc hiệu quả dưới áp lực.Ham học hỏi và mong muốn liên tục cải thiện kỹ năng.","Mức lương: up to 14.000.000 VNDLương tháng 13 + thưởng theo dự án + thưởng theo hiệu quả công việc + thưởng tết + thưởng thâm niên....Xét tăng lương ít nhất 2 lần/năm (cố định) và theo hiệu quả công việcTham gia vào các dự án đa dạng, phát triển và ứng dụng các công nghệ mới nhất.Cơ hội làm việc và đào tạo ngắn/ dài tại nước ngoài.Công ty đang scale-up rất nhanh, rất nhiều cơ hội phát triển, thăng tiến.Làm việc từ thứ 2 đến thứ 6, OT siêu hiếm, nếu OT nhận 150%, 200%, 300% lương.Các chế độ khác: bảo hiểm, teambuilding thường xuyên, du lịch hàng năm, nghỉ phép, beauty care...Chế độ chăm sóc sức khỏe toàn diện với MOR care.Nhiều hoạt động phong trào phong phú: clb đá bóng hàng tuần cũng nhiều giải bóng trong cả năm, clb thơ, cờ tướng, bi lắc,...",Công ty CP Phần mềm MOR,https://www.topcv.vn/cong-ty/cong-ty-cp-phan-mem-mor/14556.html,https://www.topcv.vn/viec-lam/qc-engineer/1470263.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Admin
        Hệ Thống DMS",Nhân viên,Dưới 1 năm,1 người,Toàn thời gian,Không yêu cầu,"Tham gia xây dựng giải pháp và kiểm tra và vận hành hệ thống.Cùng với đối tác thực hiện việc triển khai dự án, kiểm soát tiến độ dự án, kiểm soát dự án để kiểm soát quy trình vận hành đã thống nhất đã triển khai đúng và đủ.Đào tạo, hướng dẫn, hỗ trợ người dùng trong việc vận hành và khai thác hệ thống phục vụ cho quản lý, quản trị.Phối hợp với đối tác xử lý lỗi phát sinh, tối ưu cấu hình hệ thống, đảm bảo hệ thống hoạt động ổn định đúng chức năng.Phối hợp với nội bộ phòng ban thực hiện, xây dựng các giải pháp mang tính kết nối giữa các hệ thống đang quản lý.Các nhiệm vụ khác theo sự phân công của phòng & Ban lãnh đạo.","Tối thiểu 06 tháng kinh nghiệm trong lĩnh vực tương đương.Có trách nhiệm với công việc, nhiệt tình, trung thực, khách quan, ham học hỏi, nhanh nhẹn, khỏe mạnh.Có khả năng đi công tác khi có công việc phát sinh","Thu nhập 9tr - 11 triệu/tháng + Phụ cấp.Thưởng Lễ, Tết, thưởng hiệu quả công việc.Tham gia BHXH, đi nghỉ mát đầy đủ.Các chế độ khác theo quy định của Luật lao động.",Công ty CP Phân phối và Logistics Hùng Cường,https://www.topcv.vn/cong-ty/cong-ty-cp-phan-phoi-va-logistics-hung-cuong/28829.html,https://www.topcv.vn/viec-lam/nhan-vien-admin-he-thong-dms/1471260.html?ta_source=ITJobs_LinkDetail
"Middle
            Business Analyst
        (SaaS)",Nhân viên,2 năm,2 người,Toàn thời gian,Không yêu cầu,"- Xây dựng kế hoạch phát triển sản phẩm.- Nghiên cứu tính năng cho sản phẩm mới.- Hỗ trợ xây dựng Mockup (bản design đơn giản).- Vẽ user flow, viết specification với các tính năng. - Theo dõi tiến độ dự án hàng ngày, đảm bảo hoàn thành đúng deadline & yêu cầu.- Thống kê, hoàn thiện tài liệu trước khi phát hành sản phẩm.","- Tuổi từ 22 - 27, làm việc full time. - Yêu cầu về kinh nghiệm:  Middle Level: Có 2 - 3 năm kinh nghiệm ở vị trí tương đương mảng e-commerce.- Đọc hiểu Tiếng Anh ở mức tốt.- Có kỹ năng phân tích, xử lý tình huống và ra quyết định.- Kỹ năng tổ chức công việc và quản lý thời gian hiệu quả.- Học ngành thương mại điện tử, kỹ thuật phần mềm là một lợi thế.","1. Lương, thưởng và phụ cấp - Thu nhập theo thỏa thuận, tương xứng với năng lực và hiệu quả làm việc: Từ 12.000.000đ - 18.000.000đ; Review lương 2 lần/năm.- Thưởng nóng, thưởng quý, thưởng lễ Tết, lương tháng 13.- Phụ cấp gửi xe, phụ cấp đi lại theo quy định công ty.- Cung cấp trang thiết bị làm việc đầy đủ, hiện đại (PC / Laptop,...).2. Phúc lợi và đãi ngộ- Được làm việc trong môi trường trẻ trung, thân thiện, nhiệt tình, chuyên nghiệp và có nhiều cơ hội thăng tiến.- Văn phòng làm việc tiện nghi với không gian mở; Pantry luôn đầy ắp trà, cafe, bánh kẹo được refill hàng ngày.- Tham gia các hoạt động thể thao / văn nghệ: CLB chạy bộ, đá bóng, cầu lông, board game, PS5, văn nghệ,... sau giờ làm việc.- Tham gia các hoạt động sự kiện được tổ chức hàng tuần / tháng: Happytime, sinh nhật, tổng kết, dã ngoại, trekking...- Hưởng đầy đủ các chế độ phúc lợi như BHXH, ngày nghỉ phép, du lịch hàng năm, thăm hỏi ốm đau, hiếu hỷ, thai sản, khám sức khỏe định kỳ, ...3. Đào tạo và phát triển- Được Leader training trực tiếp các kiến thức, kỹ năng cần thiết cho công việc.- Được tham gia các khóa học đào tạo về kỹ năng phát triển con người và kỹ năng chuyên môn.- Cơ hội được thể hiện và phát huy năng lực của bản thân, tham gia hoạt động Workshop trao đổi chuyên môn thường xuyên cùng đội nhóm để năng cao kiến thức, năng lực.",Công ty TNHH Mageplaza,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mageplaza/7399.html,https://www.topcv.vn/viec-lam/middle-business-analyst-saas/1432087.html?ta_source=ITJobs_LinkDetail
"Cán Bộ
            Phân Tích Nghiệp Vụ",Nhân viên,1 năm,1 người,Toàn thời gian,Nữ,"Vận hành hệ thống ERP và hỗ trợ người dùng End User sử dụng hệ thống ERPThực hiện UAT, kiểm thử luồng nghiệp vụ tại các thời điểm go liveTrực tiếp làm việc với các phòng ban, nhà cung cấp, khách hàng và các bên liên quan để thu thập, phân tích yêu cầu của dự ánVẽ màn hình mock-up và viết tài liệu đặc tả các yêu cầu nghiệp vụHỗ trợ product owner thực hiện nghiệm thu kết quả dự án.","Tốt nghiệp Cao Đẳng/Đại Học, ưu tiên các chuyên ngành ITCó kiến thức/kinh nghiệm về BA tối thiểu 01 nămTư duy logic tổng hợp, cẩn thận, tỉ mỉ, có lập trường, có trách nhiệm trong công việcƯu tiên Nữ","Thu nhập cạnh tranh từ 9.000.000 đến 15.000.000Đầy đủ các chế độ theo luật Lao động hiện hànhChính sách phúc lợi toàn diện theo quy định của Công ty: Chế độ tham quan, nghỉ mát; Khám sức khỏe định kì hàng nămMôi trường làm việc thân thiện, cởi mở, trẻ trung và tôn trọng cá nhân",Công ty cổ phần dịch vụ công nghệ TSC Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dich-vu-cong-nghe-tsc-viet-nam/21828.html,https://www.topcv.vn/viec-lam/can-bo-phan-tich-nghiep-vu/1322771.html?ta_source=ITJobs_LinkDetail
"Intern
            Developer
        (C Sharp,.Net) - Fulltime",Thực tập sinh,Không yêu cầu kinh nghiệm,5 người,Toàn thời gian,Không yêu cầu,"- Tham gia phát triển các sản phẩm trên nền web, mobile trong lĩnh vực tài chính, ngân hàng sử dụng một trong các ngôn ngữ C sharp ,Net Core, ASP.NET, React JS, javascript, HTML5...- Sử dụng cơ sở dữ liệu MS SQL, Oracle- Tham gia trực tiếp vào việc phân tích, thiết kế hệ thống.- Xây dựng những giải pháp lớn trong lĩnh vực tài chính, Ngân hàng","- Sinh viên năm cuối chuyên ngành CNTT các trường đại học, cao đẳng- Yêu thích lập trình; công nghệ - không yêu cầu kinh nghiệm- Có tìm hiểu về lập trình một trong các ngôn ngữ C sharp, .Net, .Net Core, React JS hoặc React Native- Ưu tiên ứng viên có kinh nghiệm hoặc đã từng tìm hiểu, nghiên cứu về ASP.NET- Có tư duy logic tốt. có tinh thần trách nhiệm, ham học hỏi và nhiệt tình với công việc.- Muốn xây dựng những sản phẩm, giải pháp lớn Made in Vietnam.","- Hỗ trợ lương trong thời gian đào tạo - Lộ trình phát triển rõ ràng từ TTS → Nhân viên chính thức.- Cấp dụng cụ làm việc đầy đủ- Tham gia đầy đủ các hoạt động team building của công ty- Thời gian làm việc linh động- Đào tạo, tranning và nâng cao trình độ nghề nghiệp.",CTCP Phần mềm SOFTMART,https://www.topcv.vn/cong-ty/ctcp-phan-mem-softmart/90655.html,https://www.topcv.vn/viec-lam/intern-developer-c-sharp-net-fulltime/913991.html?ta_source=ITJobs_LinkDetail
DevOps Engineer,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Your responsibilities will include, but are not limited to:Cooperate with the team members to build, design, and delivery functional systems that improve customer experience.Supporting the entire application lifecycle, from concept to design, test, release, documentation, and support.Deploying product updates, patching, identifying production issues, and implementing integrations that meet customer needs.Implement CICD pipeline using GitLab CI, Bamboo CI, SAST and DAST tools.Building automation processes for testing and deployment on cloud or on-premises environments using infrastructure as code (Terraform, AWS CloudFormation).Performing root cause anaysis for production errors and investigating and resolving technical issues.Developing scripts to automate visualization and designing procedures for system troubleshooting and maintenance.Perform rotating on-call duties as part of production Level 2 technical supportResearching new technologies.","Here at STYL Solutions, we encourage our employees to take initiative, propose ideas and provide them with the opportunity to dive into multiple projects. We are looking for candidates who possess the following:2+ years of developing and operating highly available, large-scale systems.Well-Knowledge in software development processGood knowledge of one of programing languages: Python, NodeJS, C#, Java,...Familiarity with AWS ecosystem or Azure, from infrastructure creation to service deployment.Standard Linux/Windows OS knowledges.Knowledge on Docker, K8sExperienced in Network Lan or Cloud.Bachelor’s degree in computer science, Information Technology, or equivalent majors/ experiencePreferred qualificationsWork experience as a DevOps Engineer or similar software engineering roleProblem-solving attitudeExperience in cross-platform testing & deployment tools.English communication skills","STYL Solutions will give you the favorable conditions you need to tackle difficult problems and learn cutting-edge technologies:An international working environment with friendly and passionate colleaguesOnsite opportunity to Japan, and Singapore for training and supporting customerMeaningful work with experienced & strong technical veteransFlat structure, simple processes & transparencyIn addition to providing you with professional growth, STYL Solutions is also committed to taking care of our employees, personally. As a full-time employee, you are automatically enrolled in our benefits program, which includes:Attractive compensation, regular assessments, and salary reviewsPerformance bonus19 paid days off per year1 WFH day per week (.)100% salary & full social insurance during the probation periodPremium health care insurance (PTI)Free lunch, snacks, coffee, and teaSpecial celebration on 8/3, 1/6, Xmas, Tet holiday...Outing/team-building activities (trip, sport, dinner...)(.) Only apply to full-time employees meeting work conscientiousness criteria and maintaining remote productivity.Important Note:By submitting an application, or sending your CV to us:a) you acknowledge that you have read, understood, and agreed to STYL's Candidate Privacy Notice (It can be easily found on our website), and consent to the collection, use, and/or disclosure of your personal data by us for the purposes set out in the Notice; and(b) in the event that we have received your job application or personal data from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorized by you to disclose your personal data to us for the purposes set out in the the Notice.",VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,https://www.topcv.vn/cong-ty/van-phong-dai-dien-styl-solutions-pte-ltd-tai-thanh-pho-ho-chi-minh/95267.html,https://www.topcv.vn/viec-lam/devops-engineer/1471224.html?ta_source=ITJobs_LinkDetail
Product Manager,Trưởng/Phó phòng,1 năm,2 người,Toàn thời gian,Không yêu cầu,"- Xây dựng roadmap cho sản phẩm.- Quản lý team BA, UI/UX để đảm bảo xây dựng được đầy đủ Product Requirement Document, Mockup... cho quá trình phát triển sản phẩm. - Làm việc cùng team development để tạo, quản lý và triển khai sản phẩm.- Giám sát và đánh giá chất lượng sản phẩm qua từng bước triển khai.","- Có ít nhất 1 năm kinh nghiệm làm PO/PM hoặc 2 năm làm Senior BA của công ty product. - Đã làm 3 năm trong ngành sản xuất phần mềm (trong đó ít nhất 1 năm làm tại công ty product).- Yêu cầu Tiếng Anh đọc hiểu khá (ứng viên có khả năng giao tiếp bằng Tiếng Anh là một lợi thế).- Có kỹ năng phân tích, xử lý tình huống và ra quyết định.- Có kỹ năng tổ chức và quản lý thời gian.","1. Lương, thưởng và phụ cấp - Thu nhập theo thỏa thuận, tương xứng với năng lực và hiệu quả làm việc: Up to 2000$; Review lương 2 lần/năm.- Thưởng nóng, thưởng quý, thưởng lễ Tết, lương tháng 13.- Phụ cấp gửi xe, phụ cấp đi lại theo quy định công ty.- Cung cấp trang thiết bị làm việc đầy đủ, hiện đại (PC / Laptop,...).2. Phúc lợi và đãi ngộ- Cơ hội làm việc trong công ty top1 thế giới về lĩnh vực extension cho Magento và hàng đầu thế giới cho Shopify apps.- Giải quyết các bài toán thử thách và hóc búa.- Môi trường làm việc hiệu suất cao, tập trung vào kết quả công việc.- Phong cách làm việc đơn giản, trẻ trung, không gò bó về thời gian.- Được làm việc trong môi trường trẻ trung, thân thiện, nhiệt tình, chuyên nghiệp và có nhiều cơ hội thăng tiến.- Văn phòng làm việc tiện nghi với không gian mở; Pantry luôn đầy ắp trà, cafe, bánh kẹo được refill hàng ngày.- Tham gia các hoạt động thể thao / văn nghệ: CLB chạy bộ, đá bóng, cầu lông, board game, PS5, văn nghệ,... sau giờ làm việc.- Tham gia các hoạt động sự kiện được tổ chức hàng tuần / tháng: Happytime, sinh nhật, tổng kết, dã ngoại, trekking...- Hưởng đầy đủ các chế độ phúc lợi như BHXH, ngày nghỉ phép, du lịch hàng năm, thăm hỏi ốm đau, hiếu hỷ, thai sản, khám sức khỏe định kỳ, ...3. Đào tạo và phát triển- Được Leader training trực tiếp các kiến thức, kỹ năng cần thiết cho công việc.- Được tham gia các khóa học đào tạo về kỹ năng phát triển con người và kỹ năng chuyên môn.- Cơ hội được thể hiện và phát huy năng lực của bản thân, tham gia hoạt động Workshop trao đổi chuyên môn thường xuyên cùng đội nhóm để năng cao kiến thức, năng lực.",Công ty TNHH Mageplaza,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mageplaza/7399.html,https://www.topcv.vn/viec-lam/product-manager/1431789.html?ta_source=ITJobs_LinkDetail
Quản Trị Website,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Quản lý Website của Công tyTham gia xây dựng và triển khai các chiến lược phát triển nội dung, hình ảnh cho WebsiteThường xuyên cập nhật nội dung trên WebsiteKiểm tra và sửa các lỗi của WebsiteQuản lý bài đã đăng trên Website theo chuẩn SEO về nội dung và hình ảnhTối ưu Website cho các công cụ tìm kiếmQuảng bá Website để gia tăng lượng người truy cậpThực hiện sao lưu/backup/quản lý hệ thống cơ sở dữ liệu WebsiteCác nhiệm vụ khác theo chỉ đạo từ quản lý trực tiếp.","- Giới tính (không yêu cầu)- Tốt nghiệp CĐ, ĐH các chuyên ngành liên quan- Sử dụng thành thạo các công cụ quản trị Website như: Google Webmaster Tool, Google Analytics, Google Tag Manager, ...- Có kiến thức các mã HTML- Hiểu biết về Marketing online, mạng xã hội (SEO/ SEM/ Social Media/ Forum Seeding/ Email Marketing, ...)- Khả năng xử lý đồ họa cơ bản- Có tinh thần học hỏi, cầu thị và luôn cập nhật các xu thế mới- Cẩn thận, chỉn chu; nhiệt tình, trách nhiệm trong công việc","CƠ HỘI VÀ THỬ THÁCH- Môi trường làm việc cởi mở và năng động, khuyến khích trao đổi ý tưởng, trao quyền, cho phép bạn làm việc, sáng tạo theo cách riêng. Tài năng và thành tích của từng nhân viên được trân trọng, nhân viên xuất sắc được khen thưởng hàng năm.- Cơ hội phát triển năng lực, được đào tạo nâng cao chuyên mônphục vụ công việcCHÍNH SÁCH ĐÃI NGỘ HẤP DẪN. WORK-LIFE BALANCE- Review lương từ 1-2 lần/năm. Chính sách thưởng tháng lương 13. Thưởng dự án theo tỷ lệ và mức độ đóng góp- Thưởng Lễ Tết, Sinh nhật công ty, ...- Tham gia BHXH đầy đủ theo quy định- Phụ cấp ăn trưa",CÔNG TY CỔ PHẦN BIZTECH,https://www.topcv.vn/cong-ty/cong-ty-co-phan-biztech/30465.html,https://www.topcv.vn/viec-lam/quan-tri-website/1470801.html?ta_source=ITJobs_LinkDetail
"Content Marketing
        (Ielts Từ 6.0, Nghỉ Thứ 7, CN)",Nhân viên,1 năm,1 người,Toàn thời gian,Không yêu cầu,"- Viếtemail cho khách hàng theo từng campaign cho kênh email marketing- Viết blog về lĩnh vực e-commerce- Chịu trách nhiệm triển khai nội dung cho Social Media bao gồm: Facebook, Linkedin, Twitter, Pinterest, Email, Blog- Phát triển thương hiệu trên Shopify community và các nền tảng khác như: Reddit, Quora- Tối ưu website blog theo chuẩn SEO","- Ưu tiên những ứng viên có bằng cấp về Marketing, Báo chí, Ngôn ngữ anh và  những ngành có liên quan- Tiếng anh ielts viết từ 6.0 trở lên - Có ít nhất 1 năm kinh nghiệm Content thực chiến trên các kênh Digital- Có kiến thức về SEO- Sử dụng thành thạo các công cụ và nền tảng tiếp như: Google Analytics, Google Search ...- Ưu tiên tốt nghiệp cao đẳng, đại học chuyên ngành Báo chí, Marketing, PR hoặc các chuyên ngành liên quan. - Ưu tiên ứng viên đã làm trong lĩnh vực thương mại điện tử (Shopify, POD, Dropshipping...)- Có kiến thức về các kênh triển khai content marketing- Có kinh nghiệm trong việc viết content về sản phẩm(SAAS) là một lợi thế","- Lương thỏa thuận từ:  9-15M- Đóng bảo hiểm theo quy định, review lương 6 tháng/lần, đi du lịch cùng cty và các hoạt động vui chơi khác.- Thưởng quý, thưởng lương tháng thứ 13 và thưởng hiệu quả công việc năm, các chế độ và thưởng các ngày lễ tết theo quy định.- Được khuyến khích đưa ra các ý tưởng và đề xuất cải thiện sản phẩm và cùng thảo luận với đội ngũ phát triển sản phẩm.- Môi trường trẻ và năng động, lộ trình thăng tiến rõ ràng.- Công ty làm việc với văn hoá OKR, luôn có mục tiêu rõ ràng trong công việc, được check-in ghi nhận và feedback đưa giải pháp liên tục giúp bạn nhanh chóng nâng cao trình độ.",CÔNG TY CỔ PHẦN DỊCH VỤ VÀ PHÁT TRIỂN CÔNG NGHỆ BEAE VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dich-vu-va-phat-trien-cong-nghe-beae-viet-nam/74636.html,https://www.topcv.vn/viec-lam/content-marketing-ielts-tu-6-0-nghi-thu-7-cn/1471195.html?ta_source=ITJobs_LinkDetail
