title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
Officer Software Engineering - Techcombank,Nhân viên,3 năm,1 người,Toàn thời gian,Không yêu cầu,"• Junior/Middle Software Engineering will assist in the design and development of server-side applications by developing and maintaining functional and stable applications to meet customer needs.• Junior/Middle Software Engineering will also be involved in troubleshooting and debugging backend systems to support functionality of applications.II. Key Accountabilities:
A. Software Development
• Responsible for ensuring that the bank's digital platforms work well by managing back end site databases, performance issues, security and that the server, application and database communicate with each other.• Responsible for collaborating with business tribes to understand the needs and technical requirements before building a web application.• Responsible for the server-side web application logic and integration with front-end codes
• Collaborate with Front End Developers to design more functional and cohesive codes to enhance user experience.• Responsible for driving the application lifecycle with a key focus in coding and debugging of web applications based on feedback from testers and users.• Compile and analyze data, process and codes to troubleshoot problems and identify areas for improvement.
B. Software Documentation
• Work closely with tribe and squad members to translate business requirements into technical design documents.• Review and implement technical requirement documents by coding flowcharts, layouts, diagrams, charts, code comments and guides for the program.","A. Domain Expertise• 3-4 years of relevant experience in Java
• Experience in working with SQL, microservices and AWS is a big plus
• Database: Experience with Oracle, Microsoft SQL Server, PostgreSQL preferred
• Operating system: Priority to have experience in Linux, Redhat environment
• Priority is given to having experience in CI/CD, logging platforms, monitoring platforms
• Priority is given to those who are willing to do a variety of jobs in both programming languages and different
platforms and frameworks (Spring, Backbase, Jira, JiraSM, Power Platform, Power BI ...)
• Experience in Banking, Finance or Insurance is preferable
B. Agile/Digital Experience
• Understands Agile principles, practices and Scrum methodologies.
• Experience working in Agile teams to support digital transformation projects.
C. Qualifications
• Bachelor's degree in computer science, software engineering or information technology
• Good at English is a big plus
D. Personal Attributes
• Passionate about technology and excited about the impact of emerging / disruptive technologies
• Ownership mindset with a focus on getting things fixed, not simply discovered
• A self-starter who thrives in an environment that fosters entrepreneurial thinking and innovation
• Believes in the non-hierarchical culture of collaboration,transparency and trust across the team","- Attractive salary package based on your skills and experience
- 13th month salary + performance bonus
- 12 - 15 paid leaves + 1 birthday leave
- 100% salary in probation time
- Advanced health insurance for you and supporting your family
- Preferential loan policy for Techcombank’s employees
- Training support
- Teambuilding
- Clear career path development
- Dynamic and challenging working environment",NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,https://www.topcv.vn/cong-ty/ngan-hang-thuong-mai-co-phan-ky-thuong-viet-nam/16716.html,https://www.topcv.vn/viec-lam/officer-software-engineering-techcombank/1483214.html?ta_source=ITJobs_LinkDetail
"Thực Tập Sinh Kinh Doanh
        Fulltime",Thực tập sinh,Không yêu cầu kinh nghiệm,5 người,Toàn thời gian,Không yêu cầu,"Khai thác thông tin KH thông qua data công ty cung cấpThiết lập cuộc gọi, tư vấn, giới thiệu khách hàng sản phầm dịch vụ thiết kế Website, Hosting, Tên miền , Dịch vụ Marketing của công tyBáo giá, lên hợp đồng cho KHXây dựng, duy trì mối quan hệ tốt với KHChăm sóc KH trong quá trình sử dụng sản phẩm để đạt hiệu quả sử dụng tốt nhất và tư vấn nâng cấp sản phẩm","Yêu cầu sinh viên năm cuối làm việc fulltime ( vướng tối đa 1 buổi học/ tuần )Sử dụng tốt Tin học văn phòng.Có kỹ năng giao tiếp và đàm phán tốt.Giọng nói dễ nghe, tự tin","Được hưởng lương cơ bản + hoa hồng như chính sách lương chính thức ( LCB max 11tr + hh max 35%)Được làm việc trong môi trường chuyên nghiệp và thân thiện.Được hỗ trợ, đào tạo kỹ năng công việcĐược đào tạo kĩ năng giao tiếp, CSKHĐược đào tạo : Edit Video, Maketing ADS Google, Facebook.",CÔNG TY TNHH TMDV CÔNG NGHỆ VPS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tmdv-cong-nghe-vps/167658.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-fulltime/1483217.html?ta_source=ITJobs_LinkDetail
Junior Tester/QC Có Kinh Nghiệm Odoo,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Tiếp nhận yêu cầu nghiệp vụ từ BA/ Functional ConsultantThực hiện lên chiến lược và viết kịch bản kiểm thửThực hiện kiểm thử và đảm bảo chất lượng phần mềm/hệ thốngPhối hợp với team phát triển kiểm tra lỗi phát sinh và kiểm thử lại các lỗi đã được sửaViết báo cáo cho leader, thực hiện/hỗ trợ nghiệm thu nội bộViết tài liệu hướng dẫn sử dụng theo yêu cầuThực hiện các công việc khác theo yêu cầu của quản lý","Có từ 2 năm kinh nghiệm ở vị trí Tester trở lên, đã có kinh nghiệm test dự án OdooCó kỹ năng viết tài liệu, viết test case, lập test planCó kinh nghiệm kiểm thử APICó hiểu biết về database để query dữ liệu kiểm tra báo cáo và thống kêNắm quy trình triển khai dự án Agile, ScrumCó kinh nghiệm triển khai, kiểm thử các dự án về Thương mại, Bán lẻ, Sản xuất là lợi thếCó hiểu biết hoặc kinh nghiệm về automation test là lợi thế","Bạn sẽ đượcMức lương cạnh tranh theo năng lựcReview performance theo lộ trình công tyĐược tư vấn, định hướng về career-path rõ ràngTham gia các chương trình đào tạo nội bộ nâng cao năng lực tại công tyCó cơ hội tham gia lớp học tiếng Anh/ tiếng Nhật do công ty tổ chứcMôi trường làm việc cởi mở, trẻ trung, thân thiện, nhiều cơ hội thăng tiến trong công việc, cùng học hỏi với đồng nghiệp trẻ trung thân thiệnThời gian làm việc: 8 tiếng/ngày từ thứ 2 - thứ 6, checkin linh hoạt, không làm việc cuối tuầnCùng với chế độHưởng đầy đủ các chế độ BHXH, BHYT, BHTN cho CBNV theo quy định của Pháp luậtNhiều hoạt động được tổ chức trong năm: New Year Party, Company trip,...Tham gia nhiều hoạt động tập thể sáng tạo, hoạt động thiện nguyện, các giải phong trào nội bộ,..Có cơ hội training nội bộ nâng cao kỹ năng chuyên môn và kỹ năng mềmKhám sức khỏe định kỳ 1 lần/ năm tại các bệnh viện quốc tế12 ngày nghỉ phép nguyên lương/ năm và 1 ngày nghỉ phép trong tháng sinh nhậtCó cơ hội học và thi các chứng chỉ chuyên môn do công ty tài trợ",CÔNG TY CỔ PHẦN AHT TECH,https://www.topcv.vn/cong-ty/cong-ty-co-phan-aht-tech/130894.html,https://www.topcv.vn/viec-lam/junior-tester-qc-co-kinh-nghiem-odoo/1363912.html?ta_source=ITJobs_LinkDetail
"Thực Tập Sinh
        
            Sale
        
            IT",Thực tập sinh,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,"Tham gia tìm kiếm, khai thác khách hàng tiềm năng về các mảng: Staffing, dự án nhận việc, product Công ty (thị trường Châu Âu, Châu Á, Đông Nam Á: Singapore, Thái Lan, Nhật Bản, Mỹ, Đức, Úc, Hàn Quốc,...)Hỗ trợ team Sale IT trong việc phát triển thị trường kinh doanhTư vấn, giới thiệu đến khách hàng các sản phẩm, dịch vụ của công ty, thuyết trình, đàm phán với khách hàng Chuẩn bị và gửi danh mục sản phẩm, telesales, gặp gỡ trực tiếp, lắng nghe nhu cầu, liên hệ nội bộ, chuẩn bị báo giá, đề án , hợp đồng v.v.... dưới sự hướng dẫn của quản lý  Tham gia đón tiếp khách và giới thiệu về công ty khi khách hàng đến thăm Công tyCác công việc phát sinh khác theo tính chất công việc khi được yêu cầu","Sinh viên năm cuối hoặc mới tốt nghiệp Đại học chuyên ngành Kinh tế, Ngoại Ngữ, MarketingCó định hướng lâu dài theo ngành kinh doanh, tư vấn khách hàng. Đặc biệt là thị trường ITCó thể làm fulltime Có 1 trong 2 ngoại ngữ: Anh, NhậtThành thạo kỹ năng tin học văn phỏng: Powerpoint, canva, officeNhanh nhẹn, hoạt bát, nhiệt tình, ham học hỏiLợi thế (Không yêu cầu):Có kinh nghiệm sale tư vấn (ngành nghề bất kì)Có hiểu biết về Marketing","Hỗ trợ thực tập 2-4tr/tháng + thưởng BonusĐược đào tạo quy trình sales bài bản. Có mentor hướng dẫn trực tiếp trong công việcCơ hội làm việc và tiếp xúc với các khách hàng lớn trong và ngoài nướcThực tập 2-4 tháng được xét lên thử việc (85% lương chính thức), sau 02 tháng thử việc được đánh giá lên chính thức (Lương 7-9tr+bonus)Môi trường trẻ trung, năng động, văn phòng hạng A, không khí làm việc thoải mái, cởi mởCơ hội phát triển và được định hướng nghề nghiệp rõ ràng, ổn định, lâu dàiĐược tham gia vào các hoạt động phong trào của ITS GLOBAL",Công ty cổ phần ITS GLOBAL,https://www.topcv.vn/cong-ty/cong-ty-co-phan-its-global/44864.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-sale-it/1483064.html?ta_source=ITJobs_LinkDetail
"Chuyên Viên IT
        -
            IT Support
        / Helpdesk",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Xử lý các vấn đề liên quan đến phần cứng, phần mềm, mạng máy tính, hệ thống mạng, bảo mật thông tin.Quản lý và bảo trì máy chủ, máy trạm và thiết bị mạng. Theo dõi hiệu suất hệ thống và đảm bảo an ninh cho cơ sở hạ tầng CNTTCung cấp hỗ trợ kỹ thuật, bao gồm khắc phục sự cố phần cứng và phần mềm, giải quyết sự cố mạng và giải đáp các thắc mắc liên quan đến CNTT.Cài đặt, cấu hình, bảo trì, sửa chữa các thiết bị máy tính, máy chủ, thiết bị mạng.Hỗ trợ khách hàng sử dụng các phần mềm, ứng dụng, dịch vụ của công ty.Thực hiện các công việc khác theo yêu cầu của cấp trên.","Thành thạo giao tiếp tiếng Anh/TrungCó kiến thức cơ bản về máy tính, mạng máy tính, hệ thống mạng.Nắm vững các kỹ năng xử lý sự cố, khắc phục lỗi phần cứng, phần mềm.Có tinh thần trách nhiệm cao, nhiệt tình, năng động, ham học hỏi.Ưu tiên ứng viên có kiến thức về Helpdesk, System Admin, AI, Networking, Lập Trình Web.","Được đào tạo chuyên nghiệp về kỹ năng hỗ trợ khách hàng, kỹ năng xử lý sự cố, kiến thức về phần cứng, phần mềm, mạng máy tính.Được làm việc trong môi trường đa quốc gia, năng động, chuyên nghiệp, có cơ hội phát triển bản thân.Được hưởng đầy đủ các chế độ theo luật lao động: BHXH, BHYT, BHTN, lương tháng 13, thưởng lễ tết, du lịch, teambuilding,...",CÔNG TY TNHH CHINA LEGAL BUREAU (VIETNAM),https://www.topcv.vn/cong-ty/cong-ty-tnhh-china-legal-bureau-vietnam/156319.html,https://www.topcv.vn/viec-lam/chuyen-vien-it-it-support-helpdesk/1481039.html?ta_source=ITJobs_LinkDetail
"Lập Trình .Net
        (Đi Làm Ngay)",Nhân viên,5 năm,1 người,Toàn thời gian,Không yêu cầu,"• Đọc tài liệu và phân tích yêu cầu từ khách hàng: specs, design• Viết tài liệu chi tiết về dự án• Tư vấn khách hàng• Thiết kế hệ thống• Coding• Thực hiện unit test theo nhu cầu dự án• Báo cáo hàng ngày với teamleader hoặc PM dự án• Hỗ trợ team cùng phát triển• Cập nhật tiến độ công việc hàng ngày vào tool quản lý dự án• Thực hiện đúng quy trình phát triển phần mềm","• Tốt nghiệp Đại học/Cao Đẳng chuyên ngành CNTT.• Yêu cầu trình độ đọc hiểu tiếng Anh.• Có từ 5 năm làm việc ở vị trí tương đương• Có khả năng quản lý team, quản lý công nghệ• Có khả năng đọc hiểu các tài liệu specs, design• Có khả năng tạo các tài liệu mô tả yêu cầu• Có khả năng giao tiếp, làm việc nhóm, khả năng giao tiếp với khách hàng.• Có kiến thức về 3 trong các cơ sở dữ liệu SQL như Mysql, SQL Server, Postgresql, Oracle• Ưu tiên có kiến thức về Nosql như MongoDB• Ưu tiên đã từng làm việc với memcached hoặc redis• Hiểu về js. Có thể sử dụng 1 trong các open source hoặc framework sau: angular, reactjs, vuejs...• Có hiểu biết về scss và sass• Hiểu biết về .NetCore, WebAPI, SignalR• Hiểu biết về các phương thức Authenticate như Oauth2.0, Basic Authentication, Session Authentication...• Ưu tiên biết về winform, Window Universal• Sử dụng thành thạo các công cụ quản lý source code như SVN, git, gitlab• Ưu tiên đã từng làm việc với các API như facebookAPI, googleAPI• Ưu tiên đã từng làm việc với môi trường amazon như EC2, Elastic Search, S3.","• Lương upto 28 tr• Xét tăng lương 1 năm 2 lần (định kỳ vào tháng 06 và tháng 12)• Đóng BHXH, BHYT, BHTN theo quy định nhà nước khi ký HĐLĐ chính thức với Công ty• Được tham gia các khóa học tiếng Anh, tiếng Nhật tại Công ty (công ty hỗ trợ).• Được khám sức khỏe định kỳ 1 năm 1 lần vào tháng 5• Hưởng đầy đủ chính sách phúc lợi của Công ty: thưởng các dịp Lễ, Tết, lương tháng 13, thưởng kinh doanh, du lịch, teambuilding, thâm niên,...• Môi trường chuyên nghiệp, năng động, trẻ trung, cởi mở",Công ty TNHH phần mềm 2NF,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phan-mem-2nf/27737.html,https://www.topcv.vn/viec-lam/lap-trinh-net-di-lam-ngay/1428258.html?ta_source=ITJobs_LinkDetail
Java Developer,Nhân viên,3 năm,3 người,Toàn thời gian,Không yêu cầu,"Tham gia phát triển các dự án phần mềm trong và ngoài Viettel về Quản trị doanh nghiệp (ERP, bán lẻ, phân phối, CRM..), Viễn thông.Xây dựng các hệ thống phần mềm cho các thị trường nước ngoài mà Viettel đầu tư.Chịu trách nhiệm phân tích yêu cầu nghiệp vụ, đề xuất giải pháp, thiết kế và nâng cấp các ứng dụng.Có khả năng áp dụng các kiến thức về công nghệ, quy trình, công cụ theo các phương pháp phát triển phầm mềm phổ biến (Waterfall, Agile/Scrum).Tham gia review thiết kế, review code, tối ưu hệ thống đáp ứng lưu lượng truy cập cao.Cải thiện và nâng cao hiệu suất các ứng dụng và hệ thống hiện có.Nghiên cứu áp dụng công nghệ mới nâng cao chất lượng, tối ưu nguồn lực phát triển.","Ứng viên có từ 3 năm kinh nghiệm trở lên.Thành thạo Java Core, các framework Java như Spring, Struts, Hibernate, EE ... và một số design pattern thông dụng.Tư duy về thiết kế hướng đối tượng và nắm vững kiến thức về cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng ...Thành thạo SQL, PLSQL, có kiến thức về các hệ quản trị cơ sở dữ liệu Oracle/MySQL, noSQL, có khả năng tối ưu CSDL.Có kinh nghiệm về FE Angular, ReactJS là lợi thế.Có bằng cử nhân từ Cao đẳng trở lên các ngành CNTT hoặc các ngành liên quan.","1. Chế độ lương, thưởng, thu nhập:Thu nhập cạnh tranh, thỏa thuận theo năng lựcPhúc lợi: Lương tháng 13, thưởng Bonus, Hỗ trợ ăn trưa, điện thoại, nghỉ mátThưởng ngày lễ và các ngày chỉ có ở Viettel như Ngày Sáng Tạo - 1/6, 22/12, quà Tết Dương, Tết Âm tri ân Gia đình, người sinh thành.Nghỉ phép năm: 16 ngày/nămĐược đóng đầy đủ về các chế độ bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và các gói bảo hiểm sức khỏe khác.Bảo hiểm Pijico đóng free khi lên nhân viên chính thứcHàng năm CBNV được tham gia khám sức khỏe định kỳ tại các bệnh viện lớn2. Môi trường làm việcĐược làm việc trong Tập đoàn toàn cầu, tiên phong thực hiện sứ mệnh kiến tạo xã hội số.Môi trường mở, trẻ trung, năng động, trân trọng, yêu thương, tương hỗ & lắng nghe mỗi người từ những ý tưởng nhỏ nhất.Không gian làm việc xanh, mở, hiện đại.3. Cơ hội phát triển bản thânCó cơ hội thử sức trong lĩnh vực công nghệ tiên tiến, hiện đại nhất.Được thử sức với các dự án hấp dẫn, thử thách đủ lớn trong và ngoài nước để trưởng thành.Được trao quyền sáng tạo với đam mê của tuổi trẻ.Cơ hội học hỏi từ các chuyên gia hàng đầu, lãnh đạo và đồng nghiệp ưu tú.Cơ hội được đào tạo, trau dồi kĩ năng, chuyên môn để phát triển toàn diện.4. Địa điểm làm việcViettel Software Service : Tầng 4 & 5, Tòa nhà Thành Công, 80 Dịch Vọng Hậu, Cầu Giấy, Hà Nội.Thời gian làm việc: Từ thứ 2 đến thứ 6, nghỉ T7 & CN.",Viettel Software,https://www.topcv.vn/cong-ty/viettel-software/153463.html,https://www.topcv.vn/viec-lam/java-developer/1480919.html?ta_source=ITJobs_LinkDetail
Graphic Designer,Nhân viên,4 năm,2 người,Toàn thời gian,Không yêu cầu,"- Thiết kế các hạng mục công việc, dự án:+ Thiết kế ấn phẩm sự kiện và truyền thông: Thiết kế Concept; Keyvisual; Logo & Branding phục vụ công việc quảng bá sản phẩm, thương hiệu của khách hàng và công ty+ Chuẩn bị hình ảnh minh họa hoặc các bản phác thảo, format chương trình truyền hình, sự kiện, các bản trình bày ý tưởng...- Bảo đảm thời gian và tiến độ các công việc được giao.- Thiết kế, chỉnh sửa các tài liệu theo yêu cầu của Công ty- Chuẩn bị và hoàn thành các báo cáo theo yêu cầu của Ban Giám đốc và Công ty theo đúng nội dung, chất lượng và thời hạn yêu cầu- Các công việc phát sinh khác theo sự phân công của Ban Giám đốc và Công ty.- Cam kết bảo mật thông tin.","- Tốt nghiệp đại học chuyên ngành Thiết kế đồ họa, mỹ thuật công nghiệp- Kinh nghiệm tối thiểu 3 năm ở vị trí tương đương. Ưu tiên các ứng viên có kinh nghiệm làm việc ở agency sự kiện.- Phần mềm: Thành thạo [Ps] Photoshop, [Ai] Illustrator, [iD] Indesign, [Ae] After Effect, [Pr] Premiere. Ưu tiên biết thêm: Figma, có khả năng làm ảnh bằng các công cụ A.I như Midjourney; Stable Difusion.- Hướng tới khách hàng, kỹ năng tổ chức công việc, làm việc nhóm và độc lập.- Kiến thức về marketing, truyền thông, thương hiệu","- Lương: Thỏa thuận theo năng lực (đảm bảo cạnh tranh so với thị trường và phù hợp với năng lực).- Thưởng cuối năm theo hiệu quả công việc, thưởng cho nhân viên có thành tích xuất sắc theo Quý, năm, thưởng các ngày lễ tết.- Môi trường làm việc chuyên nghiệp, sáng tạo, nhân văn và hiện đại. Đồng nghiệp thân thiện, gắn kết và trẻ trung.- Chế độ phúc lợi và các hoạt động tập thể sáng tạo và đa dạng: Các sự kiện nội bộ, du lịch team building hàng năm, nghe nhạc, các CLB bóng đá, cầu lông, ngày phép tăng theo thâm niên lên tới 20 ngày/năm.- Đóng BHXH, BHYT, BHTN theo quy định; Khám sức khỏe định kỳ hàng năm.- Thời gian làm việc: 08h00 sáng đến 17h00 chiều, nghỉ chiều Thứ Bảy và Chủ nhật.",Công ty TNHH Phát triển thể thao đại chúng,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-the-thao-dai-chung/136880.html,https://www.topcv.vn/viec-lam/graphic-designer/1482815.html?ta_source=ITJobs_LinkDetail
"Senior
            Net Developer",Trưởng nhóm,5 năm,1 người,Toàn thời gian,Không yêu cầu,"Drive the architectural strategy for product development, ensuring alignment with industry best practices and long-term scalability.Lead the design process for new features and systems, translating high-level requirements into detailed technical specifications.Innovate and propose new feature ideas, assessing their feasibility and potential impact on the product roadmap.Develop prototypes and conduct exploratory work with emerging technologies to keep the product at the technological forefront.Maintain hands-on involvement with product development, contributing to coding, testing, and deployment to ensure architectural consistency.Collaborate with Product Management and other departments to synchronize on technical requirements and feature designs.Provide technical leadership across teams, mentor team members, and participate in company‘s architectural decision-making","A minimum of 5 years‘ experience in software development, with a substantial portfolio demonstrating architectural and technical design expertise.A Bachelor’s degree in computer science, engineering, or a related technical discipline, or equivalent professional experience.Proven technical engineering experience, including the creation of structured, well-tested code in C# and other relevant technologies.Having experience working at product companies.Extensive experience with web and API development in .NET, and a solid understanding of TypeScript and JavaScript frameworks such as React or Angular.Demonstrated capability in SDK design and development, with a strong background in building scalable APIs, frameworks, and libraries for integration with various systems.A track record of technical innovation and leadership, as evidenced by previous projects, community involvement, or thought leadership such as published articles or speaking engagements at technical events.Excellent command of English with the ability to articulate complex technical concepts clearly and effectively.Must be adept at designing and implementing solutions to complex problems independently and with minimal guidance.","Attractive salaryReview performance according to the company ruleBe consulted and oriented on a clear career pathParticipate in internal training programs to improve skillsOpportunities to join the language classes such as: English, Japanese, ...Working in a friendly, dynamic and professional environment, chances to challenge yourself and fast growing in the careerWorking hours: From Monday to Friday (8 hours/day), flexible check-in, no weekend workingSocial Insurance according to Labor LawJoin in various annual company trip, New Year Party, internal movement awards and a lot of charity eventsHave a chance for internal training programs to improve professional skills and soft skillsAnnual premium health check13 days of annual leave per yearOpportunities to obtain professional certificates",CÔNG TY CỔ PHẦN HR - VJC,https://www.topcv.vn/cong-ty/cong-ty-co-phan-hr-vjc/192504.html,https://www.topcv.vn/viec-lam/senior-net-developer/1482944.html?ta_source=ITJobs_LinkDetail
"Kỹ Thuật Viên
        
            IT
        ( CP66)",Nhân viên,1 năm,1 người,Toàn thời gian,Nam,"1.Cài đặt, lắp ráp, kiểm tra các trang thiết bị ICT·Thực hiện công việc cài đặt và lắp ráp máy PC cho khách hàng.·Cài đặt phần mềm cho máy PC, laptop, máy in.·Tư vấn về kỹ thuật cho KH về cách sử dụng·Tư vấn, nâng cấp laptop cho khách hàng.2.Tiếp nhận bảo hành·Xác nhận lỗi phần cứng của sản phẩm, gửi bảo hành linh kiện cho khách.·Lắp đặt và kiểm tra lại các sản phẩm sau khi được bảo hành về từ đại lý.·Sử dụng phần mềm bảo hành để thực hiện các nghiệp vụ trong quy trình công việc.·Thông báo đầy đủ thông tin cho khách hàng về quá trình bảo hành.3.Hỗ trợ công tác khác tại cửa hàng·Hỗ trợ sale tư vấn kỹ thuật·Hỗ trợ kho kiểm tra trang thiết bị nhập kho·Xử lý các lỗi phát sinh tại cửa hàng như điện, mạng, camera·Hỗ trợ quản lý triển khai thị trường ..","Cơ bản: Tuổi: 18 – 30 ; Giới tính: NamTrình độ chuyên môn: Tốt nghiệp Trung Cấp trở lên chuyên ngành CNTT, Điện - Điện tử, Điện tử - Viễn ThôngKinh nghiệm: 1 năm trở lên. Ưu tiên có kinh nghiệm lắp ráp phần cứng PC,laptop, thiết bị văn phòng... Thành thạo Office và các công cụ chuyên môn cài đặt kỹ thuật phần mềmKỹ năng: Lắp đặt phần cứng, cài đặt phần mềm, xử lý lỗi kỹ thuật, giải quyết vấn đề, khảo sát, thi côngKiến thức: Phần cứng PC-Laptop, Camera, Thiết bị văn phòng, hệ thống mạng, phần mềm.Tính cách: Trung thực, chủ động, nhiệt tình, chịu áp lực, kiên trì","Thu nhập hấp dẫn : Lương Cơ bản + Phụ Cấp Cơm Trưa + Thưởng CSKH + Thưởng KPI hàng thángLương tháng 13Phép 12 ngày/nămĐược đóng đầy đủ BHXH, BHYT và BHTN theo quy địnhBảo hiểm chăm sóc sức khỏe sau khi thử việc thành côngMôi trường làm việc chuyên nghiệp, hòa đồng, vui vẻ, được đào tạo bài bản trong quá trình làm việc",CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ PHONG VŨ,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thuong-mai-dich-vu-phong-vu/132492.html,https://www.topcv.vn/viec-lam/ky-thuat-vien-it-cp66/1447629.html?ta_source=ITJobs_LinkDetail
