title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"Team Leader
        Cho Phần Mềm
            Quản Lý Sản Xuất",Quản lý / Giám sát,3 năm,1 người,Toàn thời gian,Nam,"Tiếp nhận và xây dựng giải pháp về phần mềm quản lý trong các nhà máy sản xuấtLên báo giá và thực hiện dự án, phân công task cho teamBàn giao, hướng dẫn đào tạo cho Khách hàngQuản lý phần mềm, xây dựng quy trình& lưu trữ dữ liệuNhận feedback từ Khách hàng & đưa ra plan xử lý","Có từ 3 năm kinh nghiệm trở lên làm việc với các PHP Framework (FuelPHP, Laravel, CI,...) hoặc NodeJS và hệ sinh thái JS (ExpressJS, EJS Template) trong đó có từ 1 năm làm leaderĐã từng tham gia và phát triển các dự án product.Am hiểu về kỹ thuật và công nghệ đặc biệt về hệ thống MES, hệ thống kho thông minh (WMS) là một lợi thếSử dụng thành thạo hệ quản trị cơ sở dữ liệu: MySQL . Thành thạo ít nhất 1 library/framework để phát triển front-end : Bootstrap, Angular2, VueJS, ReactJS,v.v...Có tư duy lập trình và khả năng giải quyết vấn đề tốt. Nắm được và có khả năng xây dựng các quy trình quản lý các phần mềm, biết cách chia task cho team.Có thể đi công tác ngắn ngày (Công ty có oto di chuyển)Chủ động - Thực hiện tốt 5S – Liên lạc, báo cáo, thảo luậnHòa đồng, nhiệt huyết và có trách nhiệm trong công việc","Thu nhập: 18.000.000 - 35.000.000 đồng/ tháng Thưởng dự án sẽ tổng hợp tính toán và trả 6 tháng 1 lần)Mức lương có thể thương lượng theo năng lực và kinh nghiệm thực tế.Hưởng các chế độ phúc lợi, bảo hiểm theo quy định của Nhà nướcLiên hoan, sinh nhật cho CBCNV, khám sức khỏe định kỳDu lịch 1 lần/ năm, party 2 lần/ năm.Phụ cấp công tác cho CBCNV đi công tác theo quy định của công ty.Chính sách Life Care:+ Tổ chức các giải thể thao: đá bóng, đánh cầu, đá cầu,..+ Trà, cafe, ngũ cốc,.. hàng ngày+ Bữa phụ bao gồm mỳ và sữa đối với CBCNV tăng ca từ 2h trở lên tại Công ty",CÔNG TY DV&TM Giải Pháp Kỹ Thuật Công Nghiệp Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-dvtm-giai-phap-ky-thuat-cong-nghiep-viet-nam/70557.html,https://www.topcv.vn/viec-lam/team-leader-cho-phan-mem-quan-ly-san-xuat/1480906.html?ta_source=ITJobs_LinkDetail
"Giáo Viên
        Dạy ICT - CNTT ( Part-Time)",Nhân viên,Không yêu cầu kinh nghiệm,3 người,Bán thời gian,Không yêu cầu,"Tham gia giảng dạy các lớp học môn ICT học sinh hệ CambridgeDạy lập trình Python và ứng dụng Microbit, cho các bạn cấp 2, cấp 3  (các kiến thức đơn giản)Soạn giáo án, kế hoạch giảng dạy môn ICT-  Chương trình Hệ Cambridge .Giảng giải rõ ràng nội dung bài học, giao bài tập và chấm chữa bài tập cho học viên.Đọc và nghiên cứu học liệu được cung cấp, qua đó phát triển phương pháp dạy phù hợp theo đặc thù của giáo trình và học viên từng lớpĐề xuất các ý tưởng, ý kiến đóng góp về chương trình học và phương pháp giáo dục giúp cho sự phát triển của trung tâm.Các công việc khác theo yêu cầu của cấp quản lý.","Là sinh viên đang học hoặc đã tốt nghiệp chuyên ngành Computer science/IT/ Công nghệ thông tinKhông yêu cầu kinh nghiệmTiếng Anh Ielts 6.0 trở lên hoặc trình độ tương đương.Tác phong, trang phục phù hợp với môi trường giáo dục","Mức thu nhập: 350.000 - 800.000 VNĐ/1.5 tiếngThời gian làm việc:  Part-time được đăng ký lớp dạy. Hoặc có thể dạy online.Địa điểm giảng dạy :  Park 9, KĐT Times City, Minh Khai, Hai Bà Trưng, Hà NộiĐược đào tạo các kỹ năng giảng dạy, giám sát và quản lý lớp học, nâng cao nghiệp vụ trong môi trường chuyên nghiệpĐược đánh giá tăng lương, thưởng theo năng lực.Được đăng ký các lớp học theo lịch phù hợp với lịch cá nhân.Được hỗ trợ các phụ cấp cơ bản: ăn tối, đi lại,Môi trường làm việc năng động và chuyên nghiệp",Công ty Cổ phần Giáo dục & Đào tạo Monad Edu Group,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giao-duc-dao-tao-monad-edu-group/151979.html,https://www.topcv.vn/viec-lam/giao-vien-day-ict-cntt-part-time/1151605.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Kiểm Thử Phần Mềm
        (Manual Tester)",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"- Phối hợp với Deverlopment team Leader và PM để hiểu rõ về chức năng của sản phẩm- Xây dựng kế hoạch test (lập kế hoạch, kịch bản, script)- Chuẩn bị test (tạo dữ liệu, thiết lập môi trường)- Tiến hành test Mobile app, Web Aplication, Rest API, S/W, Tool nội bộ- Viết báo cáo test (phân biệt, ghi nhận lỗi S/W, phân tích kết quả, phân biệt giữa vấn đề và cải thiện)- Phối hợp với team dev để test và recheck các bug trước/trong/sau khi golve sản phẩm","- Ít nhất 2 năm kinh nghiệm kiểm thử về Web, Mobile- Tốt nghiệp chuyên ngành liên quan đến công nghệ thông tin, máy tính- Có khả năng làm việc dựa trên data- Có khả năng xây dựng kế hoạch kiểm thử- Có khả năng sử dụng test framework tự động- Có kiến thức cơ bản về cơ sở dữ liệu (my SQL, Oracle..)","Thu nhập:  Thỏa thuận (8-15M)Thưởng cuối năm, thưởng lễ tết, sinh nhật, hiếu, hỷ...Phúc lợi:Phụ cấp ăn trưaChương trình quà, thưởng sinh nhật, 20/10, 8/3, trung thu, Quốc Khánh....hiếu, hỷ cho nhân viên.Cung cấp thiết bị làm việc: laptop, máy tính, tài liệu.....Đánh giá năng xuất công việc để cân nhắc thăng chức và điều chỉnh lương định kỳ, hoặc trước hạn khi kết quả làm việc xuất sắc;Tham gia các hoạt động sinh nhật, du lịch, teambuilding,... của Công ty;Hưởng BHXH, BHYT, BHTN, nghỉ phép năm (12 - 14 ngày), nghỉ Lễ theo quy định;Môi trường làm việc Fintech năng động và sáng tạo, đồng nghiệp hòa đồng, thân thiện và luôn sẵn sàng giúp đỡ, hỗ trợ lẫn nhau.",Công ty cổ phần Finy,https://www.topcv.vn/cong-ty/cong-ty-co-phan-finy/164200.html,https://www.topcv.vn/viec-lam/nhan-vien-kiem-thu-phan-mem-manual-tester/1479035.html?ta_source=ITJobs_LinkDetail
Senior Business Analyst,Trưởng nhóm,4 năm,4 người,Toàn thời gian,Không yêu cầu,"Phân tích yêu cầu từ đội ngũ Phát triển sản phẩmTham gia phân tích thiết kế luồng nghiệp vụ, đặc biệt là các luồng nghiệp vụ tài chính cho sản phẩm Viettel Money.Xây dựng tài liệu phân tích, tài liệu đặc tả nghiệp vụ cho các tính năng, sản phẩm mới của hệ sinh thái tài chính số Viettel Money và các sản phẩm của Viettel DigitalPhối hợp với đội phát triển để xây dựng hệ thống, thực hiện nghiệm thu sản phẩm trước/sau khi triển khai","Tốt nghiệp đại học loại Khá, Giỏi chuyên ngành CNTT, kỹ sư phần mềm, kinh tế, tài chính, ngân hàng, hoặc tương đươngTiếng Anh tương đương Toeic 650+Có ít nhất 04 năm kinh nghiệm ở vị trí phân tích nghiệp vụCó kiến thức về hệ cơ sở dữ liệu Oracle, MS SQL là lợi thếYêu cầu ứng viên có kinh nghiệm phân tích nghiệp vụ trong các lĩnh vực tài chính, ngân hàng, phần mềm, Fintech, thương mại điện tửKhả năng giao tiếp và làm việc nhóm tốt, tính cách cẩn thận tỉ mỉ, tình thần chủ động trong công việcCó kỹ năng quản lý, điều phối công việc, lập kế hoạch triển khai công việc","Mức lương thu hút và cạnh tranh, ứng viên thỏa thuận khi tham gia phỏng vấnChính sách thưởng hấp dẫn: thưởng theo tháng, thưởng quý, thưởng năm, ngày lễ Tết, ... theo quy định chung của Tập đoàn ViettelĐóng BHXH, BHYT, BHTN theo quy định Nhà nước; khám sức khỏe định kỳ hàng nămCơ hội tiếp xúc với các dự án lớn, mới mẻ & tham gia xây dựng những sản phẩm lớn và có chỗ đứng trên thị trường Fintech Việt NamCơ hội thăng tiến rõ ràng với nhiều cấp bậcCơ hội ứng tuyển thử sức đi học tập và làm việc tại nước ngoài theo các khóa ngắn hạn, dài hạnCông việc luôn thay đổi, thách thức, không thỏa hiệp với sự lỗi thời.Lãnh đạo trẻ trung, biết lắng nghe và sẵn sàng tạo cơ hội để cá nhân phát triển bản thân. Đồng nghiệp thân thiện và nhiệt tình.Nghỉ dưỡng 3 ngày nguyên lương trong năm, hỗ trợ nghỉ dưỡng lên đến 9 triệu/ ngườiTham gia các hoạt động thể thao văn hóa, team building, Ngày hội Sáng tạo, giải bóng đá, Viettel’s Got Talent, event quý, event năm, event ngày nghỉ lễ tết,...Được thư giãn, khơi nguồn sáng tạo với Happy Time mỗi ngàyThưởng thức bữa trưa được phục vụ ngay tại VDS, được chọn lọc bởi các chuyên gia dinh dưỡng.",Viettel Digital,https://www.topcv.vn/cong-ty/viettel-digital/25269.html,https://www.topcv.vn/viec-lam/senior-business-analyst/1390042.html?ta_source=ITJobs_LinkDetail
"Java
        
            Team Leader",Trưởng nhóm,Trên 5 năm,4 người,Toàn thời gian,Không yêu cầu,"Tham gia phát triển các dự án Ngân hàng số (Viettel Pay, Mobile Money, ví cá nhân, ví doanh nghiệp, ...). Cung cấp sản phẩm ứng dụng thanh toán và chuyển tiền với số lượng giao dịch rất lớn, đòi hỏi hiệu năng xử lý caoXây dựng các hệ thống Tài chính điện tử cho các thị trường nước ngoài mà Viettel đầu tưTham gia làm rõ nghiệp vụ, thiết kế giải pháp, phát triển nâng cấp hệ thống theo yêu cầuTham gia review thiết kế, review code, tối ưu hệ thống đáp ứng lưu lượng truy cập caoNghiên cứu áp dụng công nghệ mới nâng cao chất lượng, tối ưu nguồn lực phát triểnTổ chức, triển khai phân công nhiệm vụ cho các thành viên trong nhómĐào tạo nâng cao các kiến thức, kỹ năng cho các thành viên trong nhóm","Ít nhất 05 năm kinh nghiệm phát triển các sản phẩm/dự án xây dựng bằng ngôn ngữ Java, trong đó có ít nhất 1 năm kinh nghiệm quản lý teamTốt nghiệp đại học loại Khá trở lên, chuyên ngành Công nghệ thông tin, Kỹ sư phần mềm. Đặc biệt ưu tiên các trường Học viện Công nghệ Bưu chính Viễn thông, Đại học Bách khoa Hà Nội, ...Tiếng Anh tương đương 650+ TOEICThành thạo Java Core, các framework Java như EE, Spring, Struts, Hibernate ... và một số design pattern thông dụngTư duy về thiết kế hướng đối tượng và nắm vững kiến thức về cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng ...Thành thạo SQL, PL/SQL, có kiến thức về các hệ quản trị cơ sở dữ liệu Oracle/MySQL, noSQL, có khả năng tối ưu CSDLƯu tiên có hiểu biết về nghiệp vụ tài chính, có kinh nghiệm về microservices, ham học hỏi tìm tòi sáng tạo cái mới","Mức lương thu hút và cạnh tranh, ứng viên thỏa thuận khi tham gia phỏng vấnChính sách thưởng hấp dẫn: thưởng theo tháng, thưởng quý, thưởng năm, ngày lễ Tết, ... theo quy định chung của Tập đoàn ViettelĐóng BHXH, BHYT, BHTN theo quy định Nhà nước; khám sức khỏe định kỳ hàng nămCơ hội tiếp xúc với các dự án lớn, mới mẻ & tham gia xây dựng những sản phẩm lớn và có chỗ đứng trên thị trường Fintech Việt NamCơ hội thăng tiến rõ ràng với nhiều cấp bậcCơ hội ứng tuyển thử sức đi học tập và làm việc tại nước ngoài theo các khóa ngắn hạn, dài hạnCông việc luôn thay đổi, thách thức, không thỏa hiệp với sự lỗi thời.Lãnh đạo trẻ trung, biết lắng nghe và sẵn sàng tạo cơ hội để cá nhân phát triển bản thân. Đồng nghiệp thân thiện và nhiệt tình.Nghỉ dưỡng 3 ngày nguyên lương trong năm, hỗ trợ nghỉ dưỡng lên đến 9 triệu/ ngườiTham gia các hoạt động thể thao văn hóa, team building, Ngày hội Sáng tạo, giải bóng đá, Viettel’s Got Talent, event quý, event năm, event ngày nghỉ lễ tết,...Được thư giãn, khơi nguồn sáng tạo với Happy Time mỗi ngàyThưởng thức bữa trưa được phục vụ ngay tại VDS, được chọn lọc bởi các chuyên gia dinh dưỡng.",Viettel Digital,https://www.topcv.vn/cong-ty/viettel-digital/25269.html,https://www.topcv.vn/viec-lam/java-team-leader/1403519.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Hành Chính Nhân Sự Tổng Hợp
        (Admin) [Lâm Đồng] - Thu Nhập Upto 8Tr+++",Nhân viên,1 năm,1 người,Toàn thời gian,Nữ,"Lễ tân, văn thư lưu trữ, hành chính văn phòng: Tiếp đón khách, lưu trữ tài liệu, công cụ dụng cụ, kiểm soát và báo cáo chi phí;Quản lý quan hệ lao động: Hồ sơ cá nhân, Hợp đồng lao động, thỏa thuận bảo mật, biên bản bàn giao công việc, bộ thanh lý;Quản lý hợp đồng kinh tế của Công ty, quản lý sổ quỹ, quản lý công nợ, và giám sát việc thực thi đúng quy định tại chi nhánh;Quản lý thiết bị văn phòng / tài sản / thiết bị phần cứng;Phụ trách tuyển dụng nhân sự;Xây dựng văn hóa công ty tại chi nhánh;Thực hiện các công việc theo yêu cầu được giao","Giới tính: Nữ, Hòa đồng, giao tiếp tốtMức kinh nghiệm: từ 1 năm kinh nghiệm trở lên trong mảng nhân sự, tuyển dụng, kế toán...Sử dụng thành thạo Microsoft word, Excel, EmailCó khả năng kết nối mọi người, chủ động trong công việc","Thu nhập từ 6 - 8 triệu/tháng (offer theo năng lực)Chế độ BHXH, BHYT theo luật Lao động, ngoài ra được tham gia chương trình bảo hiểm Sapo CareĐược tham gia các khoá đào tạo từ các chuyên gia hàng đầu về thương mại điện tử, marketing online, phầm mềm ...Được làm việc trong môi trường chuyên nghiệp, trẻ trung, năng động.",Công ty cổ phần Công nghệ Sapo,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-sapo/11698.html,https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-nhan-su-tong-hop-admin-lam-dong-thu-nhap-upto-8tr/1480795.html?ta_source=ITJobs_LinkDetail
SQL Developer,Nhân viên,1 năm,3 người,Toàn thời gian,Không yêu cầu,"Tham gia vào quá trình phát triển các sản phẩm hệ thống giao dịch Chứng khoán của FSS bao gồm phát triển tính năng mới, nâng cấp tính năng, phát hiện và sửa chữa lỗi trên hệ thống Cơ sở dữ liệu OracleSử dụng công nghệ C#, VB.NETKhắc phục sự cố, kiểm tra, bảo trì phần mềm, cơ sở dữ liệu cốt lõi để đảm bảo tối ưu hóa và đảm bảo chức năngLàm việc với trưởng nhóm, cán bộ quản lý để thống nhất về giải pháp và hoàn thành các nhiệm vụ được giao. Đề xuất giải pháp thay thế nếu thấy phù hợpLàm các công việc được giao từ trưởng nhóm","Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính, Toán tin,... hoặc các ngành học liên quan tới kỹ thuậtNắm vững kiến thức về một trong các hệ Cơ sở dữ liệu: SQL server, MySQL, Oracle..Nắm vững kiến thức các ngôn ngữ lập trình: C#, .NETĐã hoàn thành một bài tập ứng dụng, đồ án hoặc tham gia dự án thực tế là một lợi thếCó thể tiếp cận công nghệ cũ và mới","Được đào làm việc trong mảng Fintech Được đào tạo về kỹ năng lập trình từ đầu Thưởng các ngày lễ đặc biệt(sinh nhật, 2/9, 8/3, 20/10, khai xuân...) Xem xét và đánh giá năng lực, tăng lương 2 lần/ năm Tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo Luật quy địnhKhám sức khỏe định kỳ hàng năm, hưởng gói bảo hiểm sức khỏe FSS care Du lịch 2 lần/ năm và các chương trình teambuilding kết nối hàng tháng Tham gia các khóa đào tạo về nghiệp vụ, kỹ năng và chuyên môn",Công ty Cổ phần Giải pháp phần mềm Tài Chính,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-phan-mem-tai-chinh/16179.html,https://www.topcv.vn/viec-lam/sql-developer/1310535.html?ta_source=ITJobs_LinkDetail
Frontend Developer,Nhân viên,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,"Phát triển các chức năng của sản phẩm hệ thống giao dịch chứng khoán.Phát triển, maintain Web trên nền tảng ReactJSPhát triển, maintain API Backend: NodeJS, JavaNghiên cứu các công nghệ mới và đề xuất giải pháp ứng dụng vào dự án.Thực hiện các nhiệm vụ khác do cấp trên giao.","Chuyên ngành: CNTT, khoa học máy tính, toán tin ứng dụng hoặc lĩnh vực kỹ thuật liên quan.Kinh nghiệm: từ 0 - 2 nămCó nền tảng vững chắc về HTML, CSS, Javascript, BootstrapNắm vững công nghệ ReactJS, React-hook, Class ComponentsCó hiểu biết về RestAPI, Nodejs là lợi thếCó khả năng thiết kế giao diện theo Design: Figma, Photoshop,...Hiểu biết Database: Oracle/SQL Server/Postgres","Cơ hội phát triển trong ngành Fintech Thưởng các ngày lễ đặc biệt (sinh nhật, 2/9, 8/3, 20/10, khai xuân...)Xem xét và đánh giá năng lực, tăng lương 2 lần/ năm Tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo Luật quy địnhKhám sức khỏe định kỳ hàng năm, hưởng gói bảo hiểm sức khỏe FSS care Du lịch 2 lần/ năm và các chương trình teambuilding kết nối hàng tháng Tham gia các khóa đào tạo về nghiệp vụ, kỹ năng và chuyên mônCơ hội hưởng các chính sách Cán bộ nguồn (hỗ trợ mua nhà, mua xe, bảo hiểm FSS care dành cho người thân,...)",Công ty Cổ phần Giải pháp phần mềm Tài Chính,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giai-phap-phan-mem-tai-chinh/16179.html,https://www.topcv.vn/viec-lam/frontend-developer/1348306.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên Android
        - Part Time",Nhân viên,Không yêu cầu kinh nghiệm,1 người,Bán thời gian,Không yêu cầu,"Tham gia vào quy trình phát triển phần mềm trong các dự án thực tế của công ty.Làm việc remote tại nhà, tham gia các dự án phát triển ứng dụng Android của công tyLàm việc trực tiếp với leader nhiều kinh nghiệm, leader sẽ giao công việc theo tuần. Leader sẽ hướng dẫn đào tạo về quy trình làm việc, chuyên môn lập trình Android kotlin.Chủ động hoàn thành các công việc được giao.","Sinh viên năm cuối ngành Công nghệ thông tin, Khoa học máy tính, Toán-Tin,...Ưu tiên làm việc được từ 3 ngày/ 1 tuần trở lên.Kỹ năng: Làm việc nhóm, tư duy logic, khả năng học hỏi cao.Có kiến thức cơ bản vê lập trình Android Kotlin, ưu tiên các bạn đã có kinh nghiệm đi thực tập ở các công ty về Kotlin.","Lương từ 5 triệu/ tháng trở lên (phụ thuộc vào số giờ làm được trong tháng).Được đào tạo kiến thức, kỹ năng trong kiểm thử phần mềm.Được tham gia dự án thực tế của công ty.Cơ hội lên nhân viên chính thức sau 3-6 tháng thực tập.Môi trường trẻ trung năng động.",CÔNG TY TNHH TAKI DIGITAL,https://www.topcv.vn/cong-ty/cong-ty-tnhh-taki-digital/193965.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-android-part-time/1479032.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên
        - Junior
            Full Stack Developer",Nhân viên,Dưới 1 năm,2 người,Toàn thời gian,Không yêu cầu,- Develop and maintain full stack web applications- Collaborate with the team to define and implement system architecture- Write high-quality code following best practices- Execute unit and integration testing- Participate in deployment and monitoring activities of applications- Contribute to team growth through knowledge sharing and mentoring,"- Experience in backend development with Java, Spring Boot, JPA, microservices, and SQL/NoSQL databases- Proficiency in Git for version control- Familiarity with Kubernetes for container orchestration- Experience with cloud providers such as GCP, AWS, or Azure- Knowledge of frontend frameworks like Angular or React- Ability to work in a team and communicate effectively- English speaking is a MUST, any other European language is a plus - Degree in Computer Science, Computer Engineering, or equivalent- High school diploma holder will also be evaluated, if have the right experience - experience from 6 months to 5/6 years","- Salary and allowance from 8mil -15 mil and can be negotiated-Candidates have opportunity to work on exciting and innovative projects, in an international context- Dynamic and collaborative work environment- Continuous training and opportunities for professional growth- Company benefits and health insurance",CÔNG TY TNHH TRUYỀN THÔNG BOOM MEDIA,https://www.topcv.vn/cong-ty/cong-ty-tnhh-truyen-thong-boom-media/192523.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-junior-full-stack-developer/1480235.html?ta_source=ITJobs_LinkDetail
