title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
Product Owner,Nhân viên,1 năm,2 người,Toàn thời gian,Không yêu cầu,"PYS Travel is a travel company with over 14 years of experience and a well-invested technology system, aiming to revolutionize the tourism industry. With a website and CRM system, directly supporting the optimization of user experience and smooth internal operation processes, PYS Travel is committed to bringing happy experiences to customers.Work with internal and external customers to analyze the needs and build a product roadmap in alignment with company strategy.Define and prioritize requirements for the product, maintain & manage the product backlog.Combine data, market research, and industry best practices to understand the problems, identify the opportunities and propose action plans to create values for users and achieve business objectives.Work directly with designer to deliver new product features and enhancements.Work closely with the IT team throughout the development process, refine the process, identify areas for improvement, and support the sprint.Be responsible for the overall success of the product measured by user satisfaction and product goals achieved.","At least 1 year of working experience as a Business Analyst, or Product Owner/Product Manager.Well organized, great attention to detail with a can-do attitude.Experience Scrum and Agile Software Development Methodology.Have User Experience (UX) mindset.Able to use mockup software (i.e. Balsamiq, Axure RP, Adobe XD, Figma) to design UX/UI, layout and navigation flows. Working experience with a design system is a plus.Have experience in writing product documentation.Strong ability to communicate across teams and bring everyone on our journey.Sharp analytical and problem-solving skills.Have the ability to connect with both internal partners and external prospects/customers, and synthesize their feedback.Highly effective cross-functional team management.Self-driven, love challenges, have an entrepreneurial spirit and get things done.Have experience in working in a fast-paced, deadline-driven environment with limited resources.Strong ownership spirit, quick-study mentality and a customer-first mindset.Positive attitude, open to feedback, comfortable with ambiguity.","Competitive salary + KPI-based quarterly bonuses.Clear career progression with opportunities to advance to key positions based on capabilities.Special discounted tours for employees and their family members.Comprehensive periodic health check-up policies.Participation in social insurance, health insurance, and unemployment insurance according to Vietnamese labor law after the probationary period.Vibrant and dynamic working environment with a friendly and supportive team, ready to share knowledge and assist each other.Training and sharing of negotiation, communication, work management, interpersonal skills, and software technology knowledge.Other perks to be discussed during the interview.",Công ty TNHH Du Lịch PYS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-du-lich-pys/14764.html,https://www.topcv.vn/viec-lam/product-owner/1462775.html?ta_source=ITJobs_LinkDetail
"Junior
            Game Tester",Nhân viên,1 năm,1 người,Toàn thời gian,Không yêu cầu,"Participate in testing the Company's Mobile game products on the web as well as on mobile devices (Android, iOS).Research and design to write test cases for games as well as website systems (game app, marketplace...).Update data on game errors accurately and completely.Manage lists of errors, error handling status, and continuously update the product quality to direct manager/superior.Have clear user views on gameplay, interface, user experience and contribute ideas to the project.Support the operation of other game products of the Company.Perform other duties as requested by the Board of Directors.","At least 1 year of experience in the game industry (mobile game)Know how to write test cases.Experience in testing web applications, mobile games.Experience working with Unity is a plus.Understanding of services on the internet or applications on smartphones.﻿Priority is given to those who have working experience in Blockchain and Cryptocurrency projects.Love games, play a variety of games.Be observant, meticulous and careful.","Attractive salary based on ability. Super huge bonus package including KPI bonus, quarterly bonus, bonuses on special ceremonies, seniority, projects especially BCOIN bonus.Year-end bonus according to business activities (in 2021: Bonus up to nearly 8 months' salary).Lunch stipend: 50,000 VND/day.Social insurance is paid 100% by the company.15 days of annual leave, refund of remaining unused leave.Free parking at the building.Monthly parties, team building activities, annual travel, and many other interesting events to boost connection and engagement among employees.Many entertainment areas to relieve stress: Ps4 game machine, Foosball tables, or you can relax in the romantic gardens at Senspark Farm Club.Willing to facilitate, discover the potential to enhance the value of each employee.",CÔNG TY TNHH SENSPARK,https://www.topcv.vn/cong-ty/cong-ty-tnhh-senspark/18702.html,https://www.topcv.vn/viec-lam/junior-game-tester/636324.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên
        Dev",Nhân viên,1 năm,5 người,Toàn thời gian,Không yêu cầu,"Lập trình trong các dự án gia công phần mềm cho khách hàng Nhật Bản sử dụng ngôn ngữ chính là Java hoặc C sharp hoặc Javascript.Tham gia các giai đoạn phát triển phần mềm khác tìm hiểu yêu cầu, phân tích, thiết kế, nghiên cứu công nghệ khi được phân công.Tham gia quản lý hay đào tạo nhóm nếu có khả năng phù hợp.","Có kinh nghiệm lập trình Web bằng Java hoặc C sharp từ 6 tháng trở lên.Hoặc có khả năng phát triển WebApp với một trong số các nền tảng, công cụ sau: Angular/AngularJs, ReactJs, VueJs.Lập trình thành thạo web-service: SOAP, RESFUL, MVC APICó kiến thức để tạo giao diện phần frontend bằng HTML, CSS, Javascript, Jquery, Ajax.Có kiến thức về Database và thành thạo viết các câu lệnh SQL.Sử dụng tốt các công cụ quản lý source bằng Git, SVN.","Thưởng 3 lần/năm (thưởng 2/9, thưởng kinh doanh, thưởng Tết) Xét tăng lương 2 lần/năm theo năng lực và hiệu quả công việcTham gia bảo hiểm xã hội trên 100% lương GrossCó chương trình trao đổi nhân sự Nhật-Việt, Việt-Nhật hàng nămKhám sức khỏe định kỳ 1 năm/1 lầnNgày phép: 12 ngày/năm. Thâm niên mỗi năm cộng thêm 1 ngày phépTrợ cấp ngoại ngữ hàng tháng (tiếng Nhật từ N4 trở lên)Trợ cấp chức vụ hàng tháng từ Team leader trở lênTrợ cấp gia đình (vợ/chồng/con) hàng thángChế độ du lịch hàng năm và tham gia các hoạt động teambuilding, đội bóng đá, party liên hoan Công ty thường xuyênLàm việc 5 ngày/ tuần (nghỉ thứ 7 và Chủ nhật), làm ở nhà một lần/tuần",Công ty TNHH City Ascom Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-tnhh-city-ascom-viet-nam/70023.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-dev/1041306.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên
        Nhật (Hỗ Trợ Thủ Tục Visa Nhanh )",Nhân viên,1 năm,5 người,Toàn thời gian,Không yêu cầu,"Phát triển ứng dụng kinh doanh cho các ngành khác nhau như tài chính, truyền thông, sản xuất, phân phối, chăm sóc y tế và vận tảiPhát triển các phần mềm ứng dụng nội bộLập trình trong các dự án gia công phần mềm cho khách hàng Nhật Bản sử dụng ngôn ngữ chính là Java hoặc C#...Tham gia các giai đoạn phát triển phần mềm khác tìm hiểu yêu cầu, phân tích, thiết kế, nghiên cứu công nghệ khi được phân công","Trình độ tiếng Nhật: N3, giao tiếp tốt, có thể làm việc trực tiếp với khách hàngCó trên hai năm kinh nghiệm trong ngành lập trìnhThông thạo một số ngôn ngữ lập trình như C#, Java, Javascript, PLSQLCó thể ở Nhật trên ba năm, có khả năng chịu được áp lựcTuyển thẳng sang Nhật làm sau khi làm thủ tục xin visa","Thời gian làm việc: 08:45-17:30, nghỉ 60 phút(Làm bảy tiếng 45 phút)Tăng ca trung bình 11 tiếng/thángTổng ngày nghỉ 123 ngày/nămNghỉ thứ bảy, chủ nhật, các ngày nghỉ lễ của NhậtMức lương: 400-600 Vạn  yên/nămTrợ cấp chức vụ 14,000-70,000 yênTrợ cấp chủ hộ gia đình 8,000-100,000 yênTrợ cấp nếu có người phụ thuộc 20,000 yênTrợ cấp con nhỏ 1 con 10,000 yên; 2 con 15,000 yênTrợ cấp độc thân phải nuôi dưỡng ông bà, bố mẹ 7,000 yênHỗ trợ vé máy bay sang NhậtHỗ trợ làm thủ tục xin visaCấp cho nhân viên máy tính, Mirosoft365 để có thể làm ở nhàCác chế độ bảo hiểm theo quy định của luật lao động Nhật Bản",Công ty TNHH City Ascom Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-tnhh-city-ascom-viet-nam/70023.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-nhat-ho-tro-thu-tuc-visa-nhanh/1057216.html?ta_source=ITJobs_LinkDetail
"Middle
            Unity Developer",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Sử dụng Unity để phát triển Mobile Game, phát hành trên Google Play và App Store định hướng thị trường Âu, Bắc Mỹ.­Tham gia các dự án về game code bằng Unity và các phần mềm lập trình khác. ­Phối hợp với các thành viên trong team để hoàn thiện và tối ưu game: animation, UI, UX...Đóng góp ý tưởng nội dung công việc.Các công việc khác được phân công của ban giám đốc","Có kinh nghiệm lập trình Unity từ 2 năm trở lên. ­Yêu thích làm gameCó kiến thức chuyên sâu về lập trình(C#, Java.....)­Có kinh nghiệm build game và xử lý các lỗi build logic trên android và iosAm hiểu với các khía cạnh trong phát triển game bao gồm UI, animation, sounds, level design...Có kinh nghiệm trong việc tích hợp Firebase Analytics, FCM ...Đã từng làm ít nhất 2- 3 game code bằng Unity cho cá nhân hoặc công ty. Gửi kèm sản phẩm trong cv ứng tuyển.Có kinh nghiệm về hyper casual/casual game/puzzle game.","Mức lương hấp dẫn từ 20.000.000 - 35.000.000 VNĐXét tăng lương 2 lần/ năm.Thưởng dự án theo doanh thu, thưởng Tết, cuối năm và các phúc lợi hấp dẫn.Tham gia các hoạt động vui chơi giải trí, du lịch, team building, ăn uống cùng các thành viên trong công ty.Được trải nghiệm từ đầu quá trình khai phá và trở thành co-founder của hệ sinh thái game mobile hàng triệu download/thángTrải nghiệm dự án thách thức lớnCó kiến thức nền tảng để xây dựng sản phẩm khởi nghiệp trong tương lai",Apero Technologies Group,https://www.topcv.vn/cong-ty/apero-technologies-group/118024.html,https://www.topcv.vn/viec-lam/middle-unity-developer/1462511.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Designer
        &
            Editor",Nhân viên,1 năm,2 người,Toàn thời gian,Không yêu cầu,"- Lên ý tưởng và thiết kế các tư liệu truyền thông: banner, standee, tài liệu, ấn phẩm, Landing page....theo kế hoạch và nội dung chương trình.- Chụp hình sản phẩm, chỉnh sửa và sản xuất video theo yêu cầu.- Phối hợp với các thành viên khác trong team MKT, đảm bảo chiến dịch MKT đúng tiến độ và hiệu quả.- Báo cáo công việc hàng tuần và giải quyết các phát sinh, yêu cầu khác liên quan đến thiết kế (nếu có).","- Nam/Nữ: trên 20 tuổi. - Sức khoẻ tốt, chịu áp lực, không ngừng cầu tiến và mục tiêu sự nghiệp rõ ràng.- Trung thực, nhanh nhẹn, nhiệt tình, thân thiện, ứng xử và truyền đạt tốt.- Sử dụng thành thạo các phần mềm đồ họa, chỉnh sửa Video.- Có thẩm mỹ tốt, khả năng nắm bắt xu hướng cao.- Phong cách thiết kế đơn giản, thu hút. Tính tỉ mỉ, chau chuốt trong thiết kế hình ảnh.- Năng động, sáng tạo, có tinh thần làm việc cá nhân và theo nhóm.- Tác phong gọn gàng, sạch sẽ, chỉnh chu và chuyên nghiệp. Đặc biệt tính kỷ luật cao.- Sở thích & đam mê sản phẩm IT công nghệ (Laptop / PC Gaming / Gaming Gear và Games). Có kinh nghiệm thiết kế, chụp ảnh và làm video trong ngành là một lợi thế.","- Chế độ lương, thưởng hấp dẫn (tuỳ theo năng lực và thoả thuận). Upto: 7 - 9 triệu++ / tháng.- Thưởng tháng 13 + thưởng cuối năm (nếu có).- Được đào tạo và hướng dẫn trong quá trình làm việc.- Được đánh giá, theo dõi và lộ trình thăng tiến đi cùng chính sách đãi ngộ phù hợp.- Được tiếp xúc và trải nghiệm các sp công nghệ IT mới nhất hiện nay.- Được tham gia Team buiding, Du lịch và nghỉ mát thường niên của công ty.- Được tham gia chế độ Bảo hiểm đầy đủ và chính sách của luật lao động.- Được cử đào tạo và nâng cao chuyên môn khi gắn bó lâu dài với cty.- Được làm việc trong một môi trường tập thể trẻ trung, năng động, thân thiện, đoàn kết và hoà đồng.",CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-dv-tin-hoc-xuan-an/23940.html,https://www.topcv.vn/viec-lam/nhan-vien-designer-editor/828672.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Nữ
            HCNS
        
            C&B
        Kiêm
            Trợ Lý Giám Đốc",Trưởng nhóm,2 năm,1 người,Toàn thời gian,Nữ,"1. HÀNH CHÁNH NHÂN SỰ1.1 - Kế hoạch chiến lượcXây dựng toàn bộ biểu mẫu, thống nhất về hồ sơ, thủ tục sử dụng trong nội bộ Công tyPhối hợp với Trưởng các bộ phận, phòng ban xây dựng bản mô tả công việc cho từng vị trí nhân viên.Tham mưu cho BGĐ trong việc quản lý lao động, tiền lương, chế độ chính sách, tuyển dụng, đào tạo cho người lao động theo quy định của Pháp luật và quy chế, quy định của Công ty.. 1.2 - Tuyển dụngPhân tích và lập kế hoạch tuyển dụng, thực hiện tìm kiếm ứng viên, sàng lọc, tổ chức phỏng vấn và đánh giá năng lực ứng viên.Triển khai quy trình thử việc, hội nhập, gắn kết ứng viên thử việc và ký hợp đồng lao động. 1.3 - Đào tạoĐào tạo nội quy, quy chế cho nhân viên mớiHướng dẫn cách thức làm việc, nghiệp vụ cho nhân viên mới về công tác tại phòng Nhân sự.Xác định nhu cầu đào tạo và xây dựng kế hoạch đào tạo nhân viên theo nhu cầu của Công ty và trình BGĐ phê duyệt.Đánh giá hiệu quả sau đào tạo và báo cáo về BGĐ. 1.4 - Quản lý nhân sựSoạn thảo hợp đồng/phụ lục Hợp đồng lao động và cập nhật thông tin Nhân sự.Theo dõi ngày công, chấm công, quản lý ngày phép, ngày nghỉ.Quản lý và cập nhật hồ sơ nhân sự, quá trình làm việc của nhân viên.Cập nhật, điều chỉnh cơ cấu tổ chức phù hợp với mục tiêu của Công ty.Cập nhật điều chỉnh MTCV theo cơ cấu tổ chức.Soạn thảo, quản lý, cập nhật Nội quy lao động, các tiêu chuẩn trách nhiệm xã hội đăng ký với cơ quan chức năng và ban hành nội bộ.Làm việc với các cơ quan chức năng về lao động, báo cáo lao động theo quy định.Xử lý các vấn đề liên quan đến Quan hệ Lao động (vi phạm nội quy, các quy định, kỷ luật lao động).Thực hiện và ban hành các quyết định thuyên chuyển, thăng chức, sa thải...trong Công ty.Lương, Thưởng, Chế độ chính sáchSoạn thảo và ban hành các quyết định liên quan đến lương, thưởng, chế độ chính sách.Thực hiện công tác tính lương, thưởng, nghiệp vụ BHXH,...Tham mưu cho BGĐ trong công tác khen thưởng cuối năm, khen thưởng đột xuất cho nhân viên trong Công ty. 1.5 - Quản lý hiệu quả Công việcĐề xuất và tổ chức các hoạt động đánh giá hiệu quả làm việc và đề xuất với BGĐ thực hiện khen thưởng, kỷ luật. 1.6 - Văn hóa Doanh nghiệpTổ chức và thực hiện các hoạt động truyền thông giá trị, chuẩn mực hành vi văn hóa, quy tắc ứng xửTìm hiểu, nắm bắt tâm tư, nguyện vọng của người lao động để có những giải pháp giải tỏa kịp thời những vướng mắc của họ.Giải quyết các tranh chấp lao động. 2 - TRỢ LÝ GIÁM ĐỐCTham gia các buổi họp của các bộ phận. Ghi chép lại các nội dung chính trong buổi họp.Theo dõi và báo cáo tiến độ theo kế hoạch triển khai của các bộ phận cho Giám đốcĐánh giá mức độ hiệu quả làm việc của các bộ phận cho Giám đốcCác công việc khác do Giám đốc yêu cầu","1. Trình độ học vấn/bằng cấp Cao đẳng chuyên ngành nhân sự hoặc liên quanKiến thức Tuyển dụng, pháp lý lao động, tính lương thưởng, nghiệp vụ BHXH, thuế TNCN, nghiệp vụ hành chính – văn thư, truyền thông văn hóa trong doanh nghiệp.Kinh nghiệm làm việc Ít nhất 1 năm ở vị trí tương đươngKinh nghiệm ngành Dịch vụ, thương mại điện tửTrình độ ngoại ngữ/Tin học Sơ cấp trở lên, vi tính văn phòng sử dụng thành thạo MS Office.Kỹ năng Tổ chức – điều phối – quản lý dự án, giải quyết vấn đề, phỏng vấn, đào tạo nội bộ, giao tiếp – thuyết trình,...Thái độ Cầu thị, chính trực, tích cực, quyết liệt nhưng khéo léo. 2 - TIÊU CHÍ ỨNG VIÊN:Nữ: 1986 - 1992. Ngoại hình dễ nhìn, Cá tính quyết đoán, Có kinh nghiệm tối thiểu 2 năm trong HCNS và trợ lý giám đốc.Am hiểu quy định, luật lao động và làm việc cơ quan bảo hiểm.Sức khoẻ tốt, giọng nói dễ nghe và chịu áp lực.Trung thực, nhanh nhẹn, nhiệt tình, thân thiện, ứng xử và truyền đạt tốt.Biết lắng nghe, luôn điền tĩnh và đưa ra cách giải quyết hài hoà cấp trên và tập thể nhân viên. Tác phong gọn gàng, sạch sẽ, chỉn chu, gương mẫu và tính kỷ luật cao.Không ngừng cầu tiến và mục tiêu sự nghiệp rõ ràng.Từng trải qua vị trí tương ứng trong ngành hoặc kinh nghiệm là 1 lợi thế. Thời gian và địa điểm làm việc:- Địa điểm: 399 Xô Viết Nghệ Tĩnh, P24, Bình Thạnh, Tp.HCM- Thời gian thử việc: Thứ 2 - Thứ 7 (từ 08:00 - 17:00), nghỉ trưa 60 phút. Nghỉ 2 ngày thứ 7 trong tháng.","Mức lương gross 12.000.000 VND + Lương tháng 13.Thưởng hiệu suất Thưởng % theo kết quả kinh doanh quý, năm và kết quả hoàn thành công việc theo kế hoạch.Chế độ chính sáchBHXH, BHTN, BHYT.Nghỉ phép: 12 ngày/năm.Được nghỉ 2 ngày thứ 7 trong tháng.Tham gia các hoạt động, sự kiện, du lịch cùng Công ty.Review lương hàng năm theo tình hình kinh doanh cty.",CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-dv-tin-hoc-xuan-an/23940.html,https://www.topcv.vn/viec-lam/nhan-vien-nu-hcns-cb-kiem-tro-ly-giam-doc/1289032.html?ta_source=ITJobs_LinkDetail
"Cộng Tác Viên Sale
        
            Marketing Online",Nhân viên,2 năm,10 người,Bán thời gian,Không yêu cầu,"- Tìm kiếm khách hàng tiêu dùng / mua sắm sản phẩm laptop chính hãng- Tư duy và kiến thức tốt về kinh doanh online- Mạnh về Marketing truyền thông và Xây kênh, build kênh Marketing.- Kỹ năng giải quyết vấn đề, kinh nghiệm quản lý team, đào tạo hướng dẫn các thành viên...(nếu có)- Thời gian làm việc tự do.- Hoàn thành Target được giao (thoả thuận) Ứng viên quan tâm vui lòng inbox để trao đổi JD. Xin cảm ơn",- Nam/nữ: trên 22 tuổi++- Kinh nghiệm: trên 2 năm vị trí sale online / marketing online- 1 tuần có mặt cty 1 lần,"- Thu nhập từ: 20 - 50 TRIỆU++ (tuỳ thuộc vào hiệu quả kinh doanh)- Thời gian và địa điểm làm việc tự do trong ngày.- Được đào tạo, hướng dẫn và các kiến thức cơ bản về sản phẩm máy tính.- Được trải nghiệm các sản phẩm máy tính tại showroom.",CÔNG TY TNHH TM-DV TIN HỌC XUÂN ÂN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-dv-tin-hoc-xuan-an/23940.html,https://www.topcv.vn/viec-lam/cong-tac-vien-sale-marketing-online/1400034.html?ta_source=ITJobs_LinkDetail
"Business Analyst
        -
            Tiếng Trung
        Cơ Bản (HSK4)",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Tham gia dự án công nghệ TMĐT trên đa nền tảng Web, App (Android, IOS)Phân tích thị trường, đối thủ, tìm hiểu xu hướng mới và đề xuất các ý tưởng cho sản phẩm. Phân tích yêu cầu tính năng sản phẩm, phân tích hành vi, nhu cầu của người dùngPhối hợp chặt chẽ với Product Owner để hiểu tầm nhìn, mức độ ưu tiên của sản phẩm, làm rõ và quản lý product backlogTiếp nhận yêu cầu mới, yêu cầu cải tiến phát sinh từ các bên liên quan như các bộ phận kinh doanh, marketing, vận hành, trưởng bộ phận và BLĐ Công ty,...Vẽ userflow, wireframe, mockup và tài liệu yêu cầuLàm việc với đội thiết kế để lựa chọn ra giải pháp UI/UX phù hợpDiễn giải cho đội phát triển các yêu cầu về sản phẩm.Nghiệm thu sản phẩm đảm bảo sản phẩm được lập trình theo đúng yêu cầu về logic nghiệp vụ và giao diện theo đúng thiết kế trước khi golive.Xây dựng tài liệu hướng dẫn, đào tào sản phẩm cho các đối tượng sử dụng.","Có ít nhất 2 năm kinh nghiệm tại vị trí Business Analyst hoặc Product OwnerBiết tiếng trung tìm hiểu được các phần mềm tiếng trungCó tư duy logic và kỹ năng giải quyết vấn đề tốtCó khả năng viết các tài liệu mô tả giao diện, tính năng sản phẩm, hướng dẫn sử dụng rõ ràng, mạch lạc, dễ hiểuKhả năng giao tiếp hiệu quả với nhóm nội bộ và khách hàng bên ngoài để thu thập và trao đổi các yêu cầu nghiệp vụ/chức năngCó kỹ năng vẽ flowchart, wireframe, mockup và documentation toolsHiểu biết tốt về UI/UX (web và mobile app)Đã từng tham gia phát triển các sản phẩm công nghệ liên quan đến TMĐT hoặc sản phẩm có lượng người dùng lớn là một lợi thế.Kỹ năng giao tiếp tốt, cởi mở, thân thiệnKỹ năng làm việc nhóm hiệu quả","Lương: Up to 1200$Đảm bảo quyền lợi về chế độ lương thưởng và các chính sách khích lệ nhân sự.Thưởng các dịp lễ tết, thưởng lương tháng 13, 20/10, 08/03, voucher mua sắm mỹ phẩm hàng tháng trên App Hebela.Môi trường làm việc 9x trẻ trung, năng động, khuyến khích sáng tạo, đổi mới và tạo không gian phát triển cho mỗi cá nhân.Hỗ trợ và đào tạo tối đa giúp nhân sự nắm vững kiến thức, phát triển và hoàn thiện các kỹ năng đáp ứng công việc.6 tháng Xét tăng lương định kỳ và tạo các cơ hội thăng tiến cho nhân sự.Đảm bảo đầy đủ các chế độ phúc lợi theo quy định, team building, du lịch hàng năm, các chương trình teabreak, sinh nhật hàng tháng và các sự kiện đặc biệt trong năm.",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-cong-nghe-hebela/105832.html,https://www.topcv.vn/viec-lam/business-analyst-tieng-trung-co-ban-hsk4/1426384.html?ta_source=ITJobs_LinkDetail
"Odoo Developer
        (Python)",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Tham gia phát triển các ứng dụng của Odoo ERP cho dự án TMĐT
Nâng cấp và phát triển các tính năng mới của dự án
Quản lý và maintain các ứng dụng đảm bảo chất lượng
Hỗ trợ các bộ phận liên quan, sửa lỗi trong quá trình triển khai
Thực hiện công việc theo mô hình Agile Scrum, lập kế hoạch, thực hiện, kiểm soát và báo cáo công việc theo từng Sprint","Tốt nghiệp đại học chuyên ngành CNTT, Toán tin hoặc hiểu biết tương đương
Ít nhất 2 năm kinh nghiệm phát triển phần mềm
Có kiến thức tốt về lập trình, Data Structures, Algorithm
Nắm rõ về ngôn ngữ lập trình Python
Có kinh nghiệm lập trình Odoo là một lợi thế
Có kiến thức về sự vận hành và hoạt động của một số module cơ bản như Sale, Kế toán, Kho, Sản xuất,... là một lợi thế
Kỹ năng phân tích tình huống và xử lý vấn đề
Khả năng tự học hỏi và tính tự giác cao
Kỹ năng giao tiếp tốt, cởi mở, thân thiện
Kỹ năng làm việc nhóm hiệu quả","Lương: Up to 1200$Thưởng dự án, thưởng theo hiệu quả kinh doanhMôi trường làm việc 9x trẻ trung, năng động, khuyến khích sáng tạo, đổi mới và tạo không gian phát triển cho mỗi cá nhân;Hỗ trợ và đào tạo tối đa giúp nhân sự nắm vững kiến thức, phát triển và hoàn thiện các kỹ năng đáp ứng công việc;6 tháng/lần xét tăng lương định kỳ và tạo các cơ hội thăng tiến cho nhân sự;Đảm bảo đầy đủ các chế độ phúc lợi (BHXH, BHYT, BHTN), các hoạt động teambuilding, du lịch hàng năm và các chương trình văn hóa sôi động của Công ty.",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HEBELA,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-cong-nghe-hebela/60737.html,https://www.topcv.vn/viec-lam/odoo-developer-python/504170.html?ta_source=ITJobs_LinkDetail
