title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"Nhân Viên Lập Trình
            IT
        Developer-Java,
            C,
        
            NodeJS",Nhân viên,1 năm,1 người,Toàn thời gian,Nam,- Phát triển hệ sinh thái Chuyển đổi số cho doanh nghiệp- Triển khai Dự án chuyển đổi số cho khách hàng- Nghiên cứu & phát triển công nghệ,"- Tốt nghiệp Đại học trở lên chuyên ngành CNTT- Thành thạo React, Redux, Webpack, Semantic UI / Bootstrap CSS- Thành thạo 1 trong các ngôn ngữ lập trình: NodeJS (ưu tiên), Java, C#, C++,..- Có kinh nghiệm làm việc với MongoDB (ưu tiên), Redis, Elastic Search- Có kinh nghiệm sử dụng giải pháp ảo hóa (VMware), container hóa (Docker / Docker Compose / Docker Swarm)- Có kinh nghiệm triển khai phần mềm theo kiến trúc micro-services (là một lợi thế)- Kỹ năng giao tiếp, làm việc nhóm tốt;- Thành thạo 1 trong các Hệ quản trị Cơ sở dữ liệu: MySQL, Oracle, SQL Server,... (là một lợi thế)","- Đóng BHXH, lương tháng 13, tham gia du lịch hàng năm.....- Ứng viên được làm việc trong môi trường làm việc chuyên nghiệp, năng động, thân thiện và cởi mở;- Cơ hội thăng tiến và khẳng định bản thân;",CÔNG TY CỔ PHẦN DỊCH VỤ VÀ CÔNG NGHỆ DINA,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dich-vu-va-cong-nghe-dina/196272.html,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-it-developer-java-c-nodejs/1478266.html?ta_source=ITJobs_LinkDetail
"Thực Tập Sinh
        
            Fullstack
        (.NET - Angular)",Thực tập sinh,Dưới 1 năm,1 người,Toàn thời gian,Không yêu cầu,"Đọc và nghiên cứu tài liệu chuyên mônXây dựng, phát triển và bảo trì API cho Mobile và WebSử dụng Microsoft SQL Server thiết kế cơ sở dữ liệu, viết query truy xuất dữ liệu phục vụ cho việc xây dựng APITham gia dự án với các kỹ năng: C#, .Net, Angular, svn, git, RESTful API, MVCTham gia phát triển các hệ thống phần mềm, ứng dụng phục vụ nội bộ.Báo cáo và thực hiện các công việc theo sự phân công của quản lý trực tiếp","Sinh viên đại học/cao đẳng chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan từ năm ba trở lênNắm vững kiến thức, thành thạo MS SQL ServerBiết về C#, ASP.NET / ASP .NET MVC / ASP .NET CORE, SQL.Biết/đã từng làm việc với Javascript, Angular, HTML, CSS,Có kiến thức cơ bản về mô hình MVC, WEB APICó thể đọc hiểu được tài liệu tiếng AnhCó trách nhiệm trong công việc, luôn chú trọng hoàn thành công việc.Có khả năng tiếp cận ngôn ngữ lập trình mới nhanh.Có laptop, ưu tiên làm full time hoặc tối thiểu 32h/tuần","Được đào tạo và hướng dẫn trong quá trình thực tậpCó cơ hội thực chiến với các dự án thực tếCó cơ hội được cân nhắc tiếp tục hợp tác với công ty sau khi kết thúc thực tậpHỗ trợ con dấu thực tậpPhụ cấp 1.000.000 vnđ/thángNghỉ thứ 7 và chủ nhật, các ngày lễ theo quy địnhLàm việc trong môi trường chuyên nghiệp, năng động phát huy được năng lực của bản thân, cơ hội thăng tiến công bằng.Được tham gia các hoạt động ngoại khoá, vui chơi giải trí, du lịch do công ty tổ chức.",Công Ty TNHH Phần Mềm Hoàn Cầu,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phan-mem-hoan-cau/48187.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-fullstack-net-angular/1477360.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên Java,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Làm việc onsite tại ngân hàng, công ty đa quốc gia, tập đoàn với nhiều dự án và công nghệ  khác nhau: Dự án Xử lí nợ, Dự án quản lí thanh toán...Tham gia thiết kế ứng dụng, phân tích requirements, thiết kế hệ thống.Có cơ hội được phát triển ứng dụng trên mảng tài chính, ví điện tử, cổng thanh toán, ngân hàngNghiên cứu và áp dụng các công nghệ mớiTham gia các khóa đào tạo của công tyThiết kế và phát triển giải pháp nền tảng mớiHỗ trợ và duy trì các ứng dụng web hiện có","Kinh nghiệm phát triển backend: ứng dụng web và api sử dụng ngôn ngữ Java (Java Core, Java EE, Spring boot, structs 1 và structs 2)
Thành thạo việc xây dựng và sử dụng Restful services, API (XML, JSON), SOAP Webservice
Biết Unit testing các sản phẩm mình làm
Kinh nghiệm deploy ứng dụng nền tảng Window (IIS), Linux (Apache, Nginx)
Kiến thức về cơ sở dữ liệu Oracle, MySQL, SQL Server
Có khả năng xây dựng hệ thống có tính mở rộng cao về mặt chiều rộng và chiều sâu
Làm việc theo Agile methodology
Biết Elasticsearch là 1 lợi thế
Biết Docker, Kafka (or RabbitMQ) là một lợi thế
Có hiểu biết về Microservice, tối ưu hóa database, bảo mật, cache và đồng bộ dữ liệu giữa các client
Có hiểu biết về OOP, Solid, Design Pattern, Coding convention
Có hiểu biết về Google Cloud Service, Cloudflare, gRPC là 1 lợi thế","Thu nhập thỏa thuận + ThưởngLàm việc trong môi trường chuyên nghiệp, năng động và phát huy được tối đa các năng lực bản thân.Được tham gia các hoạt động dã ngoại, vui chơi giải trí, du lịch do công ty tổ chức.Khen thưởng khi đạt chỉ tiêu, bình chọn nhân viên xuất sắc hàng tuần/hàng tháng/hàng quý.Chế độ BHXH, BHYT, BHTN, thai sản theo quy định của nhà nước.Tiệc Happy Hour hàng tháng, quà tặng sinh nhật, kết hôn,...Được cấp thiết bị để làm việc",Công Ty TNHH Phần Mềm Hoàn Cầu,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phan-mem-hoan-cau/48187.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-java/582600.html?ta_source=ITJobs_LinkDetail
"SQA Senior/Leader (Software Tester,
            Tiếng Nhật
        N2)",Nhân viên,5 năm,1 người,Toàn thời gian,Không yêu cầu,"Hỗ trợ báo cáo ( qua meeting hoặc tài liệu hoặc chat) về tình hình dự án với Khách Hàng Nhật hoặc quản lý người Nhật Tham gia vào testing/ đảm bảo chất lượng các dự án Create test plan và test report, testcase, bug...","Có từ 5 năm kinh nghiệm là test leader hoặc senior Tiếng Nhật giao tiếp tốt (từ N2) Có kiến thức về Unit Test, Integration Test, System Test, Regression Test, UAT, API test, loadtest... Có kinh nghiệm về Database (MySQL hoặc PostgreSQL), API Có kĩ năng phân tích sâu và báo cáo rõ ràng","Chế độ lương - thưởng: Mức lương cạnh tranh & hấp dẫn. Lương tháng 13 và các khoản thưởng khác theo quy chế công ty. Phụ cấp ăn trưa, gửi xe hay quà tặng các ngày lễ trong năm (8/3, 20/10, Trung Thu, ...). Chế độ tăng ngày phép theo thâm niên.Đánh giá hiệu suất công việc: 2 lần/năm.Chăm sóc sức khỏe: Gói bảo hiểm sức khỏe toàn phần dành cho nhân viên & mở rộng dành cho người thân nhân viên có thâm niên làm việc. Khám sức khỏe định kỳ hàng năm.Hoạt động ngoại khóa do công ty tài trợ: Hoạt động từ thiện. Các giải đấu do công ty tổ chức: Bóng đá, Bóng bàn, E-sport, Giải chạy thường niên ...Đào tạo: Trung tâm đào tạo dành riêng cho Fresher, Lớp đào tạo kĩ năng mềm, kĩ năng kĩ thuật; tài trợ cho nhân viên thi chứng chỉ phục vụ công việc.Môi trường làm việc: Không gian chung và không gian làm việc xanh-sạch-năng động,  cùng trang thiết bị làm việc luôn được cập nhật mới nhất.",CÔNG TY TNHH HYBRID TECHNOLOGIES VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-hybrid-technologies-viet-nam/102560.html,https://www.topcv.vn/viec-lam/sqa-senior-leader-software-tester-tieng-nhat-n2/1477813.html?ta_source=ITJobs_LinkDetail
"Middle
            Data Analyst",Nhân viên,4 năm,2 người,Toàn thời gian,Không yêu cầu,"I. RESPONSIBILITIES– Build and manage a reporting system;– Build a datamart to serve specific business needs;– Identify and modify reports as required;– Analyze data on internal product quality, thereby making recommendations to improve product quality;– Monitor and ensure the quality and accuracy of data used in reports and internal products;– Combine with other professional departments to deploy and optimize product data;– Serve as an advocate of our data-driven culture;– Work with other members (Data Engineer, Business Analyst) to implement, integrate, and optimize our existing systems.OTHER INFORMATION– Time of work: 9:00 am – 6:30 pm. From Monday to Friday and alternate Saturdays.– Address: GHTK Building, Pham Hung Street, Me Tri Ward, Nam Tu Liem District, Ha Noi.","– Have a Bachelor’s degree in Information Systems, Information Management, or Information Technology and Minimum 4 years of working experience in the field of data analysis;– Demonstrate competency in handling large data sets and relational databases.– Experience scripting with SQL, Spark, and R/ Python.– Possess logical thinking, detail-oriented, strong organizational skills, ability to multi-task and work independently under tight deadlines.– Work experience as a data analyst is a plus.– Work experience working with distributed systems is a plus.","– Competitive salary: $400-$2000(Negotiable, and periodically reviewed based on your capacity).– Truly cares about you and your experience at GHTK – Rewards and Promotions are available on special occasions.– Attractive insurance package – You will be provided with a package of premium health insurance, along with other benefits by Vietnam Labour Law: Health Insurance, Social Insurance,...– Special and worthy welfare regimes – There are 12 days off per year, a 13th-month salary, yearly Kick-off & Team-building events with various bonding activities at the workplace.– Amazing culture – Our working environment is young and dynamic with many promotion opportunities, creating a sustainable career path.– Opportunity to work with the best – We hire talented and collaborative ones.– Get maximum support to master operations knowledge with additional leadership skills to meet the job’s requirements.– Be empowered, self-determined, and have enough space for self-development in a typical E-logistics environment.",CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-giao-hang-tiet-kiem/3887.html,https://www.topcv.vn/viec-lam/middle-data-analyst/1444946.html?ta_source=ITJobs_LinkDetail
"Giám Đốc Công Nghệ Thông Tin
        (Tập Đoàn Thành Viên)",Giám đốc,Trên 5 năm,1 người,Toàn thời gian,Không yêu cầu,"Tham mưu/ Tư vấn cho Ban lãnh đạo Tập đoàn các hoạt động liên quan đến nghiệp vụ CNTT, chuyển đổi số phù hợp định hướng phát triển của Tập đoàn.Chịu trách nhiệm định hướng chiến lược, kế hoạch phát triển CNTT phù hợp với mục tiêu và chiến lược SXKD Tập đoàn;Nghiên cứu, đánh giá, lựa chọn và triển khai các giải pháp phần mềm, ứng dụng nền tảng xuyên suốt theo chuỗi giá trị SXKD;Ban hành các khung quy định, quy trình, tiêu chuẩn liên quan đến nghiệp vụ công nghệ thông tin;Xây dựng đội ngũ đáp ứng yêu cầu công nghệ thông tin, đào tạo, tuyển dụng và phân bổ nguồn lực hiệu quả;Điều phối, tổ chức hoạt động CNTT theo phân cấp quản trị của Tập đoàn.","Trình độ chuyên môn: Tốt nghiệp Đại học trở lên các chuyên ngành: CNTT, Tin học quản lý và các ngành liên quanKinh nghiệm: Kinh nghiệm từ 5 năm trở lên tại các vị trí CIO, CTO tại các công ty tập đoàn lớn.Ưu tiên ứng viên có kinh nghiệm triển khai hệ thống ERP cho chuỗi giá trị sản xuất, phân phối và bán lẻ;Có kinh nghiệm trong việc hoạch định chiến lược ứng dụng CNTT và kế hoạch, lộ trình chuyển đổi số theo xu hướng tích hợp và bổ trợ sản xuất kinh doanh.Có kinh nghiệm về triển khai các nền tảng số hóa, công nghệ AI, ML, phân tích dữ liệu lớn BigQuery, BigTable & Looker  và triển khai các dự án qui mô lớn: ERP/CRM/CDP.Thái độ làm việc:Có tâm thế làm việc tích cực, có tinh thần cầu tiến, kiên trì và có giải pháp vượt qua khó khăn, thách thức; Năng động, sáng tạo;Có tinh thần đóng góp, cống hiến cho Công ty, xã hội và đất nước; có ý thức thay đổi để phát triển; ảnh hưởng tốt, duy trì và tạo động lực làm việc cho nhân sự tại đơn vị.Năng lực Lãnh đạo và Quản trị:Có khả năng lãnh đạo, điều phối, quản lý và làm việc nhóm.Giao tiếp tốt, tác phong chuẩn mực và xử lý vấn đề.Có khả năng biên soạn các tài liệu, quy định, quy trình.Năng lực chuyên môn (Nghề nghiệp, Kỹ năng)Có khả năng định hình và triển khai chiến lược công nghệ dựa trên mục tiêu kinh doanh của Tập đoàn.Có tư duy chiến lược để tạo ra các giải pháp công nghệ có thể thúc đẩy sự phát triển và cạnh tranh của Tập đoàn.Có hiểu biết quản lý các dự án công nghệ, từ việc lập kế hoạch, phân chia công việc, đến theo dõi tiến độ và giải quyết vấn đề.Có hiểu biết định danh và quản lý các rủi ro liên quan đến bảo mật thông tin, sự cố hệ thống và các vấn đề khác liên quan đến công nghệ.Hiểu biết trong việc cải tiến quy trình nghiệp vụ để chuẩn hóa các quy trình nghiệp vụ phù hợp cho việc ứng dụng công nghệ thông tin.Khả năng đọc hiểu, giao tiếp tiếng Anh tốt.","Lương Cơ Bản + BHXH + Phúc lợi khác hấp dẫn.Làm việc tại một trong những tập đoàn đa ngành hàng đầu Việt NamCơ hội thăng tiến minh bạch, phát triển sự nghiệp song hành cùng sự lớn mạnh của Công tyLương thưởng hấp dẫn, cạnh tranh, tương xứng với năng lựcMôi trường chuyên nghiệp, xem trọng người tài và hỗ trợ nhau để phát triểnCác khóa đào tạo dành riêng cho CBNV nhằm năng cao năng lực.",CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tap-doan-truong-hai/178655.html,https://www.topcv.vn/viec-lam/giam-doc-cong-nghe-thong-tin-tap-doan-thanh-vien/1406937.html?ta_source=ITJobs_LinkDetail
"Quality Assurance
        (Junior/Middle)",Nhân viên,2 năm,2 người,Toàn thời gian,Không yêu cầu,"ResponsibilitiesWork directly with customers to design and execute test plans and test cases to ensure the quality of our software products.Perform manual testing, including functional, regression, integration, and system testing.Collaborate with product managers, developers, and other stakeholders to understand requirements and identify potential issues.Identify, document, and track bugs and issues using bug tracking tools.Collaborate with cross-functional teams to continuously improve testing processes and methodologies.","RequirementsBachelor’s degree in Computer Science, Computer Engineering, or a related field.At least 2 years of experience in software quality assurance or testing for web or mobile apps.Have knowledge and practical application of fundamental concepts such as Test Techniques and Software Development Models.Ability to communicate with clients to gather requirements and convey them to the team.Experience in testing APIs.Proficient in working with SQL.Familiarity with bug tracking and test management tools such as Jira, Redmine...Ability to estimate and manage own workload.Ability to research new systems.Experience with automation testing tools and frameworks (e.g., Selenium, Cypress, Appium) is a plus.Must have strong English verbal and written communication.Having automation testing skills is a plus.ISTQB Foundation certification is a plus.","BenefitsJoin a global team and work directly with many talents around the world.Working & growing with a passionate, young, and talented team.Premium Health Insurance TECHVIFY Care.Salary: upto 30.000.000 VND (Gross)13 months’ salary per year.Evaluate salary annually.Sponsor and encourage staff to study courses by covering tuition fees, such as Udemy, Coursera.","TECHVIFY SOFTWARE., JSC",https://www.topcv.vn/cong-ty/techvify-software-jsc/107493.html,https://www.topcv.vn/viec-lam/quality-assurance-junior-middle/1200701.html?ta_source=ITJobs_LinkDetail
"Sale
        
            IT
        B2B Thái/Hàn/Sing -
            Tiếng Anh
        Thành Thạo",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Sourcing potential new customers in global market (focus in Thailand/Korea/Sing market)Sell and meet sales targetActing as a bridge between the customer and the project teamBidding, negotiating and negotiating contracts, ensuring set KPISupporting customer during project implementationManage the contractGet more in-depth training on information technology knowledge","2+ years of experience working with Sales (Especially Sale B2B, IT field)Excellent customer service and sales skills.Good negotiation and problem-solving skills.Master’s degree in business administration or related field.Strong knowledge of scientific and technical products.Excellent interpersonal skills.Professional and friendly demeanor.Strong communication skills.Basic knowledge of computer systems and Office Software.Ability to meet sales and commission targets.","Review salary 1-2 times/year, with the possibility of an unexpected salary rise based on capacity an infinite number of times per yearBonuses for the 13th month of employment, project bonuses, and company, Tet holiday, September 2, company birthday, ...Holiday travel mode (package 5-7 million/person), team building (2-3 times/year).Full participation in social insurance, as well as a yearly health checkup at a reputable hospital. External insurance with the company's essential workers.Comprehensive visit policy for personnel and relatives: birthday, marriage, childbirth, illness, etc. The football club, cycling car, badminton, ... are just a few of the sports and cultural activities available.",Công Ty Cổ Phần Công Nghệ VMO Holdings,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vmo-holdings/19112.html,https://www.topcv.vn/viec-lam/sale-it-b2b-thai-han-sing-tieng-anh-thanh-thao/1477401.html?ta_source=ITJobs_LinkDetail
"PreSale
        Công Nghệ - Tiếng Anh/
            Tiếng Nhật
        Tốt",Nhân viên,3 năm,1 người,Toàn thời gian,Không yêu cầu,"Phân tích, xác định các yêu cầu của khách hàng và đề xuất giải pháp đáp ứng yêu cầu kinh doanh của khách hàng.Trình bày giải pháp và tài liệu cho khách hàng.Tham gia tư vấn kỹ thuật, gặp gỡ trao đổi với khách hàng.Chịu trách nhiệm giải quyết, đề xuất các giải pháp đối với các vấn đề kỹ thuật gặp phải trong quá trình cung cấp giải pháp/dịch vụ.Thúc đẩy các chiến lược nhằm giảm thiểu các vấn đề liên quan đến giải pháp đề xuất.Thực hiện các nhiệm vụ khác theo sự phân công.","Có tư duy khách hàng, khả năng phân tích nghiệp vụ tốt Dedicated, cẩn thận, tỉ mỉ Có khả năng trình bày & thuyết trình tốt Am hiểm các kỹ năng phân tích nghiệp vụ: Đánh giá hiện trạng Khơi gợi yêu cầu Vẽ business flow, user journey, roadmap Phân tích nghiệp vụ đưa ra function list BA có technical base là 1 lợi thếChuyên về ít nhất 2 trong các domain: Healthcare, Ecommerce, Logistic, Insurance, IoT, Logistic Có kinh nghiệm làm BA trong các dự án phát triển phần mềm từ đầu từ 2 năm trở lên","CƠ HỘI VÀ THỬ THÁCHCơ hội được làm việc trong môi trường chuyên nghiệp, hiện đại và năng động. Thử sức với các dự án hấp dẫn, thử thách đủ lớn trong và ngoài nước.Môi trường khuyến khích trao đổi ý tưởng, trao quyền, cho phép bạn làm việc, sáng tạo theo cách riêng. Tài năng và thành tích của từng nhân viên được trân trọng, nhân viên xuất sắc được khen thưởng hàng năm.Cơ hội phát triển năng lực, được hỗ trợ phụ cấp chứng chỉ chuyên môn phục vụ công việc. Một số chứng chỉ cấp cao sẽ được chi trả toàn bộ chi phí từ học và thi.Dự án khủng với domain hot-trend, liên tục cập nhật những công nghệ xu hướngCHÍNH SÁCH ĐÃI NGỘReview lương hàng năm Chính sách thưởng tháng lương 13. Thưởng lễ tết theo quy chế của công ty Chế độ du lịch nghỉ mát (gói 5 triệu/ người), teambuilding hàng tháng Tham gia BHXH đầy đủ, thăm khám sức khỏe định kỳ tối thiểu 1 lần/năm tại các bệnh viện hàng đầuChính sách thăm hỏi toàn diện cho nhân sự và người thân: sinh nhật, kết hôn, sinh con, ốm đau,...Cung cấp máy móc, thiết bị làm việcCác hoạt động thể thao, văn hóa đa dạng và phong phú: CLB đá bóng, đạp xe, cầu lông,... Phụ cấp đứng lớp, cùng các giải thưởng Đào tạo: Ngôi sao học tập tháng, Gương mặt giảng viên tiêu biểu, gương mặt học tập năm, nhuận bút,...",Công Ty Cổ Phần Công Nghệ VMO Holdings,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vmo-holdings/19112.html,https://www.topcv.vn/viec-lam/presale-cong-nghe-tieng-anh-tieng-nhat-tot/1477407.html?ta_source=ITJobs_LinkDetail
"Software Tester
        (QC, Domain Fintech)",Nhân viên,3 năm,3 người,Toàn thời gian,Không yêu cầu,"• Write a test plan, test case, execute test case.• Supporting the BA team to update documents when there are new requests.• Software testing on Website, Mobile ...• Managing the life cycle of errors.• Coordinate with programmers to analyze errors and fix errors.• Ability to analyze quickly and get the job done quickly.• Perform the tasks assigned by the Manager.• Ready to work at clients’ office when needed.• It is more advantageous if a candidate can use automatic testing tools.","• Years of experience: Minimum of 3 years working as QA/QC or Test Engineer in a Software Development.• Experience with at least 3 full software development projects.• Experience in design test plan, test cases, test procedures, reporting test result, issues/bugs.• Experience in executing testing on software application, web application and mobile app.• Logical thinking in Business requirement.• Experience in automation test using is plus• Performance and security testing experience is a plus.• Being able to use English at work, fluent English speaking is highly valued• Being able to work in team, lead team, or work independently• Being creative in work and having good attitude at workplace• Being able to work under pressure• Being able to learn and grow quickly• Experience in software development projects in finance, insurance, banking is a plus• Having participated in outsourcing projects for foreign customers is a plus","Competitive salary and benefitsWorking time: 8:30AM - 05:30PM, Monday – Friday;12 days of annual leave + 3 days of sick leave + 1 day of birthday per yearParticipated in social insurance, unemployment insurance, health insurance and full policies according to the labor law;13th month salary & bonus policies, allowances at the Company;UNIT-Care health care insurance by level;Salary increases according to company regulations or unexpected salary raise in case of outstanding ability;Professional and dynamic working environment, unlimited promotion opportunities;Opportunity to participate in many large projects in Vietnam & abroad;Work on the latest technology platform;Join in company trip, teambuilding & community activities.",Unit Corp,https://www.topcv.vn/cong-ty/unit-corp/2059.html,https://www.topcv.vn/viec-lam/software-tester-qc-domain-fintech/1477649.html?ta_source=ITJobs_LinkDetail
