title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"Chuyên Viên Thiết Kế
        Website -
            Website Designer",Nhân viên,Dưới 1 năm,3 người,Toàn thời gian,Không yêu cầu,"Hỗ trợ team FE/BE test lại các thiết kế và sản phẩm sau khi hoàn thành.Hỗ trợ các công việc liên quan đến UX/UI trên các thiết bị.Chịu trách nhiệm phát triển Thiết kế Website, Landing Page, .... Có khả năng Responsive Design (desktop, tablet, mobile)Nắm rõ quy chuẩn về màu sắc, khoảng cách, Layout,...Biết sáng tạo hình ảnh minh họa, infographic v.v...Chỉnh sửa thiết kế theo feedback của khách hàng.","Ưu tiên những bạn có kinh nghiệm từ 6 tháng trở lên ở vị trí  Website DesignerThành thạo các công cụ thiết kế (PSD, AI, Figma,...)Có kinh nghiệm thiết kế và phát triển Design System là một lợi thế rất lớn cho các bạnCV gửi về có đính kèm file hoặc link Portfolio(Dribble, Behance, Google Drive,....) chứa đựng những dự án tốt nhất để chứng minh năng lực của bạnCó khả năng làm việc nhóm, trách nhiệm cao, linh hoạt trong công việc.Có thẩm mỹ tốt, tư duy logic và khả năng sáng tạo ý tưởng, chủ động nghiên cứu và tìm tòi, đam mê với công việc.Trung thực, chủ động, cẩn thận, và có trách nhiệm với công việc, với sản phẩm do chính mình làm ra.","Luôn được hướng dẫn tư duy Logic nghiệp vụXét lương tối thiểu 1 năm 1 lần và không dưới 10%Ngày nghỉ: 12 Ngày phép trong năm + Các ngày Lễ/ Tết, Thưởng tháng 13, Tham gia BHXH, Team buildingCác buổi training chuyên sâu kỹ thuật/ kỹ năng mềm định kỳCác giải thể thao điện tử định kỳHoạt động bóng đá mỗi thứ 5 hàng tuầnTeam Building tối thiểu 1 lần/nămLàm việc tại một môi trường thoải mái về đồng phục nhưng chuẩn mực về thái độCạnh tranh tại đấu trường Mona E-Sport với các môn thể thao HOT như Counter Strike, PES, Fifa... cùng nhiều giải thưởng hấp dẫnHoạt động thể thao, nâng cao sức khỏe thông qua những trận banh siêu kinh điển mỗi tuầnLeader luôn tạo điều kiện học hỏi và phát triển thông qua các buổi Seminar, giúp nâng cao tay nghề, tư duy làm việc chuyên nghiệp.",Mona Media,https://www.topcv.vn/cong-ty/mona-media/71274.html,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-website-website-designer/1047465.html?ta_source=ITJobs_LinkDetail
Nhân Viên Lập Trình,Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Thiết kế, tạo, phát triển và duy trì các website cho hệ thống quản lý của công ty.Tối ưu hóa hiệu suất và tốc độ tải trang cho các ứng dụng web. Xử lý các lỗi mã code, lỗi web kịp thời đảm bảo vận hành.","Tốt nghiệp Đại Học các chuyên ngành như CNTT, Lập trình,.....Có tối thiểu 2 năm kinh nghiệm vị trí lập trình web.Có kiến thức về lập trình web, HTML, CSS và JavaScript, Python, ,...Khả năng học hỏi nhanh và thích nghi với công nghệ mớiKỹ năng giải quyết vấn đề và tư duy logic tốt.Tinh thần trách nhiệm cao, chủ động trong công việc, học tập phát triển bản thân.","Lương từ: 10 - 25 triệu/tháng.Tăng lương định kỳ theo năng lực, định hướng phát triển nghề nghiệp lâu dài.Được training kiến thức, kỹ năng làm việc chuyên môn.Môi trường trẻ trung, năng động và hiện đại.Du lịch thường niên cùng công ty.Lương tháng 13, thưởng kinh doanh, thưởng các dịp lễ tết trong năm.",Công ty TNHH TTD ECOM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ttd-ecom/132053.html,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh/1475360.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Marketing Online
        (Facebook Ads)",Nhân viên,Dưới 1 năm,5 người,Toàn thời gian,Không yêu cầu,"-	Xây dựng các kế hoạch & trực tiếp triển khai, setup các hình thức quảng cáo theo ngân sách được duyệt.
-	Hiểu được insight khách hàng đưa ra target hợp lý.
-	Chủ động tối ưu quảng cáo dựa trên chi phí đã đưa ra.
-	Theo dõi đánh giá để tối ưu về thiết kế, nội dung, chi phí, tỉ lệ chuyển đổi của các chiến dịch quảng cáo. Đảm bảo taget đúng đối tượng khách hàng tiềm năng.
-	Phối hợp với các team liên quan đưa ra phương án quảng cáo hiệu quả.","Có kinh nghiệm chạy quảng cáo Facebook từ 6 tháng trở lên. Biết làm content quảng cáo, có tính sáng tạoNhiệt tình, chăm chỉ, có trách nhiệm với công việcĐã chạy quảng cáo ngân sách lớn là một lợi thế.","Thu nhập từ 8tr- 30tr  tùy theo năng lựcĐược làm việc trong môi trường chuyên nghiệp, trẻ trung, năng động và có cơ hội phát triển cao.Được đào tạo nâng cao nghiệp vụ chuyên mônCó cơ hội thăng tiến và thực hiện các ý tưởng của bản thânChi tiết trao đổi thêm khi phỏng vấn",CÔNG TY TNHH TRUYỀN THÔNG MEDIA POWER,https://www.topcv.vn/cong-ty/cong-ty-tnhh-truyen-thong-media-power/84960.html,https://www.topcv.vn/viec-lam/nhan-vien-marketing-online-facebook-ads/167393.html?ta_source=ITJobs_LinkDetail
"Salesforce
            Developer
        -
            Tiếng Anh
        Giao Tiếp",Nhân viên,Dưới 1 năm,1 người,Toàn thời gian,Không yêu cầu,Tham gia vào dự án lớn của khách hàng Úc.Phân tích và phát triển dựa trên module khách hàng yêu cầu và coding.Tham gia phát triển các dự án Salesforce của đơn vị.Các công việc khác theo sự phân công của trưởng bộ phận.,"Tiếng anh giao tiếp (thành thạo).Từ 6 tháng kinh nghiệm trở lên lập trình Saleforce (lợi thế).Tư duy logic, có khả năng phân tích, chủ động trong công việc.","Lương cứng: Upto 15M + thưởng dự án.Hỗ trợ thiết bị làm việc khi lên chính thức.Review lương 6 tháng một lần, thưởng dự án liên tục.Du lịch hè, teambuilding gắn kết tình cảm.Quỹ ăn nhẹ hàng tháng, hàng tuần, hàng ngày cho nhân viên.Lương tháng 13.Cơ hội phát triển bản thân, qua các dự án lớn và quy trình chuyên nghiệp.Cơ hội làm việc tại Nhật Bản.Được hưởng đầy đủ các chế độ cho người lao động theo luật lao động Việt Nam (BHXH, BHYT...).",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG TCOM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-tcom/102836.html,https://www.topcv.vn/viec-lam/salesforce-developer-tieng-anh-giao-tiep/1476240.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên
        -
            Backend Developer",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"- Developing backend for mobile/web trading system- Maintaining a high-quality robust codebase- Doing tasks that are assigned by BA- Writing automation test using cucumber js to test API- Writing jmetter script to test api performance - Writing liquibase change log file for database migration - Rapidly build, iterate, test, and deploy new features and products - Working with the team using the Kanban process You need to join one of the below products or need to develop a new product for clients B2C business - B2C platform specialized for investment: PaaveB2B businessWe provide solutions/services to Securities companies in Vietnam / Fintech outside Vietnam- Korea Investment Securities Vietnam- KB Securities Vietnam- NH Securities Vietnam: Recently launched mobile app","- At least 3 years working experience or equivalent experience Skills Must Have - Language: Java (Core, Spring, Spring Data JPA) (Knowing Typescript - Node.js is an advantage) - Database: MySQL / MongoDB / Redis - Message Queue: Kafka - Version control: git - Understanding Java Core, OOP, Dependency Injection, Design Pattern - Understanding in Data Structure, Algorithm - Ability to write well-documented, clean code - Ability to know what to test - Being familiar with REST API Ideally - Kafka, Docker, Redis, SocketCluster, Microservices, Developing in Linux - Language: Java, Typescript - Understanding securities market - Jira","- If you finally join and pass probation, Difisoft will give 25% of the offered salary as a joining bonus- Competitive salary plus commission- Chance to learn about the Vietnamese stock market from professional traders in the company - Social Insurance according to the Law, 13th salary (Tet bonus), Performance bonus ... - A new laptop will be provided to staff after 1-year working, and this laptop will belong to the staff if the staff works for three years - Working in a multicultural environment, increasing English communication skills",Difisoft Viet Nam Joint Stock Company,https://www.topcv.vn/cong-ty/difisoft-viet-nam-joint-stock-company/102503.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-developer/1474958.html?ta_source=ITJobs_LinkDetail
"Project Manager
        (Japanese)",Trưởng nhóm,5 năm,1 người,Toàn thời gian,Không yêu cầu,"• Quản lý và triển khai dự án• Quản lý các dự án CNTT được giao với các kế hoạch và lịch trình chi tiết để mang lại kết quả chất lượng.• Xác định, tìm nguồn, ước tính và phân bổ các nguồn lực và ngân sách dự án cần thiết.• Quản lý và báo cáo về ngân sách dự án, phân tích các sai lệch ngân sách và thay đổi về phạm vi liên quan đến các dự án CNTT.• Tiến hành đánh giá thường xuyên về tình trạng dự án để báo cáo kịp thời cho các bên liên quan / ủy ban quản trị.• Quản lý các nhiệm vụ hàng ngày và đánh giá để đảm bảo chất lượng chung của việc cung cấp dự án trước khi bàn giao cho khách hàng. - Kiểm soát và quản lý các vấn đề, rủi ro, sự phụ thuộc và thay đổi về phạm vi liên quan đến các dự án CNTT và nhóm dự án khác.• Thiết lập các kế hoạch giảm thiểu và giải quyết và nhanh chóng đưa ra quyết định.• Theo dõi và duy trì hồ sơ cập nhật về ngân sách / lịch trình / phạm vi và nguồn lực của dự án.• Chuẩn bị hồ sơ kinh doanh cho các dự án đầu tư CNTT cho đối tác ngân hàng (nếu cần).• Đánh giá chung việc lựa chọn các giải pháp CNTT và nhà cung cấp (nếu cần).","Ứng viên tốt nghiệp ngành CNTT. Thạc sỹ trở lên là 1 điểm cộng. Có 5 năm kinh nghiệm lập trình và 3 năm là PTL/PM. Ưu tiên uv có PMPTiếng Nhật: JLPT N1-N2, giao tiếp tốtTiếng Anh: đọc hiểu cơ bản trong công việc",Thử việc 100% lương.Thưởng năm và Review lương hàng năm.Phụ cấp chứng chỉ tiếng Anh và tiếng Nhật lên tới 3M/thángBảo hiểm full lương.Bảo hiểm sức khỏe mua cho cả gia đình (Vợ/chồng và con)16 ngày phép năm và 01 ngày nghỉ nhân dịp thành lập công ty,CÔNG TY CỔ PHẦN LOTUS TECHNOLOGY SERVICES,https://www.topcv.vn/cong-ty/cong-ty-co-phan-lotus-technology-services/134732.html,https://www.topcv.vn/viec-lam/project-manager-japanese/1476436.html?ta_source=ITJobs_LinkDetail
Marketing Specialist,Nhân viên,Dưới 1 năm,2 người,Toàn thời gian,Không yêu cầu,"Xây dựng và triển khai các chiến lược MarketingQuản lý và tối ưu hoá các chiến dịch trên nền tảng MXHTheo dõi, phân tích hiệu quả chiến dịch MarketingNghiên cứu thị trường và đối thủ cạnh tranhXây dựng và quản lý nội dung các kênh truyền thôngTổ chức và quản lý sự kiện online, offlineXây dựng và duy trì các mối quan hệ với các đối tác truyền thông, khách hàng và đối tác trong ngành công nghệTheo dõi xu hướng công nghệ và Digital MarketingPhối hợp với các phòng ban khác trong công việc","Tốt nghiệp Đại học chuyên ngành Marketing, Truyền thông và các ngành liên quanCó kinh nghiệm ở vị trí tương đươngThế mạnh về content, kỹ năng viết và sáng tạo nội dungBiết ứng dụng AI vào công việcCó tư duy sáng tạo và chiến lượcTinh thần trách nhiệm cao","Mức lương thoả thuận từ 7.000.000 - 8.000.000đ/thángTham gia BHXH, BHYT, BHTN theo quy địnhPhụ cấp công tác, gặp gỡ khách hàngThưởng nóng theo hiệu suất làm việc và thưởng định kì hàng thángThưởng Lễ, TếtPerformance Review sau thời gian thử việcReview lương 1-2 lần/nămCơ hội học tập và phát triển trong môi trường Công nghệ và Global tiếnMột Ban Lãnh Đạo thường xuyên tiếp nhận đóng góp, ý kiến của nhân viên để ngày một hoàn thiệnĐội ngũ nhân sự genZ năng động, sáng tạo và chuyên nghiệpChương trình đào tạo và hoạt động nội bộ hàng thángTeambuilding 1-2 lần/năm",CÔNG TY CP ỨNG DỤNG DI ĐỘNG XANH,https://www.topcv.vn/cong-ty/cong-ty-cp-ung-dung-di-dong-xanh/62427.html,https://www.topcv.vn/viec-lam/marketing-specialist/1476070.html?ta_source=ITJobs_LinkDetail
L&D Training Internship,Thực tập sinh,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,Hỗ trợ chuẩn bị và tổ chức các chương trình đào tạo nội bộTham gia vào việc xây dựng tài liệu đào tạoXây dựng nội dung và chương trình đào tạo nội bộ cho từng bộ phậnThực hiện các nhiệm vụ nghiên cứuTheo dõi và đánh giá kết quả đào tạoCập nhật và duy trì hệ thống quản lý đào tạoTham gia vào các dự án phát triển nhân sựBáo cáo định kì về hoạt động đào tạo,"Sinh viên các trường Đại học đang theo học các ngành liên quanGiao tiếp tốtKỹ năng tổ chức và quản lý thời gianKỹ năng phân tích cơ bảnTrung thực và có tinh thần trách nhiệmCó thể sử dụng công nghệ như AI, phần mềm","Mức lương 15.000đ/giờ (3.000.000 - 4.000.000đ/tháng)Phụ cấp gửi xe, công tác nếu cóThưởng nóng theo hiệu suất làm việc và thưởng định kìĐược hỗ trợ sát sao bởi quản lý trực tiếpCơ hội phát triển lên các vị trí cấp caoCơ hội học tập và phát triển trong môi trường Công nghệ và Global tiếnPerformance Review và Team Building 1-2 lần/nămĐội ngũ nhân sự genZ năng động, sáng tạo và chuyên nghiệpDễ dàng nói ra tâm tư nguyện vọng của mình với một Ban Lãnh Đạo tinh tế và gần gũi",CÔNG TY CP ỨNG DỤNG DI ĐỘNG XANH,https://www.topcv.vn/cong-ty/cong-ty-cp-ung-dung-di-dong-xanh/62427.html,https://www.topcv.vn/viec-lam/ld-training-internship/1476128.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Vận Hành
        
            Tiktok",Nhân viên,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Không yêu cầu,"- Phối hợp với leader nghiên cứu thị trường sản phẩm, lập và triển khai kế hoạch theo từng giai đoạn- Quản lý và hỗ trợ cấp trên đào tạo đội ngũ nhân viên livestream-  Phiên dịch giữa quản lý và nhân viên-  Phân tích dữ liệu và báo cáo các chỉ số trong quản trị kênh: Traffic, Revenue, ..- Các công việc khác theo yêu cầu của cấp trên","- Tiếng Trung hoặc tiếng Anh nghe nói thành thạo- Có hiểu biết nhất định về Tiktok, am hiểu và thành thạo về Tiktok là lợi thế.- Có khả năng làm việc độc lập và phối hợp teamwork tốt- Có kỹ năng sử dụng các phần mềm chỉnh sửa, cắt ghép ảnh, video cơ bản- Chủ động trong công việc và có tinh thần học hỏi","Môi trường làm việc thoải mái, sếp dễ tínhNgày nghỉ và chế độ bảo hiểm theo luật lao động VNDu lịch hàng nămTrợ cấp đi lại, điện thoạiTraining đào tạo chuyên nghiệp, OT rõ ràng minh bạchPhát laptop tùy theo kinh nghiệm, vị trí làm việc",Công ty TNHH Thương Mại VUCCN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-vuccn/145181.html,https://www.topcv.vn/viec-lam/nhan-vien-van-hanh-tiktok/1475965.html?ta_source=ITJobs_LinkDetail
"Middle
            Flutter Developer
        (3+ Year Of Experience)",Nhân viên,3 năm,1 người,Toàn thời gian,Không yêu cầu,"About us:ICTS is a Vietnam-based software development boutique that focuses on cutting-edge technologies. We specialize in custom software for companies who wish to optimize their productivity, digitize their workflow, or develop their e-commerce division. We also build mobile and web applications for SMBs (small and medium businesses) and Startups, helping them boost their revenues or visualize their idea into minimum viable and scalable products. Now we are hiring Middle Flutter Developers with good English level to take part in our software development team for international clients. What you will do: Design, develop, and implement applications that will run on Android, iOS with FlutterDevelop softwares, applications as required;Participate in software development process including: analysis, design, and research of new technologies; Discuss with international clients about the projects.Stay as the interface between the Flutter team based in Vietnam and Singaporean product team.","Who we are looking for:3+ years of experience in FlutterKnowledge of OOPs concepts and their implementations in DartFamiliar with state management: MVVM, module-based architectureStrong understanding of Android and iOS developmentExperience with third-party libraries and APIsUnderstanding of the Agile development life-cycleExperience in writing Unit tests.Experience with Git or other version control toolsProven experience in writing readable code, creating extensive documentation for existing code and refactoring previously written codeExperience in CI/CD pipelineExperience with optimizing applications for Material DesignProfessional proficiency in English (speaking, writing and reading)Good analytical mindset to solve all problems with the teamOpen to learn new technologies and methodologiesGood teamwork skills AND ability to work independentlyIntegrity, straightforwardness, passion for challenges, and clear personal development goals.","What we offer: Salary: 25-33M gross/ month13 months' salary per year, Tet and holiday bonuses: April 30th, September 2nd, New Year, project-based bonuses, and performance-based bonusesWorking hours: 8:30 AM to 6:00 PM from Monday to Friday, NO OVERTIME, ensuring Work-Life BalanceParticipation in company clubs: Badminton Club, Table Tennis Club, Movie Club, etcWorking in an English-speaking environment regularly, the company supports the Rocket English 1-1 language training programA drama-free environment with enthusiastic support from colleagues. Each team member is respected and fairly evaluated based on their abilitiesSnack and beverages always available in the officeParticipation in team-building activities two times a year, internal events, and annual sponsored trips (4 days 3 nights) organized by the companyEntitled to 15 days of fully paid annual leave per yearAttractive compensation, competitive bonuses, regular salary reviews, and performance evaluations every 6 months to establish a personalized development path based on individual needsParticipation in all social insurance regimes (health insurance, social insurance, unemployment insurance) according to the regulations of the Vietnamese Labor Law after a 2-month probationary periodThe company sponsors 100% of the Voluntary Insurance package (Bảo Việt Care/PTI) after 6 months of employment",CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ THÔNG TIN ICTS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-cong-nghe-thong-tin-icts/161909.html,https://www.topcv.vn/viec-lam/middle-flutter-developer-3-year-of-experience/1476587.html?ta_source=ITJobs_LinkDetail
