title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"Kỹ Sư
        
            IT",Nhân viên,2 năm,1 người,Toàn thời gian,Không yêu cầu,"1. Responsible for the technical discussion, plan formulation, equipment selection of the company's system platform and projects to be built, as well as troubleshooting, troubleshooting, and optimization of existing projects.2. Manage Linux Centos and Windows Server server operating systems.3. Operations of private clouds on Alibaba Cloud, Tencent Cloud, Tianyi Cloud and other cloud platforms (cloud servers, domain names, OSS storage, CDN, etc.);4. Docker, Tomcat, Nginx, IIS and other web service configuration and tuning;5. Daily operations of Centos and Windows servers;6. Installation, maintenance, and performance optimization of SQLServer, Mysql, Redis, and other databases;7. Responsible for following up on the collation, summary and rectification of the factory’s relevant IT system data.8. Write implementation documents, test documents and related IT SOP documents.",Có kinh nghiệm làm việc bên ITBiết tiếng Trung: Nghe nói đọc viết đánh chữTrình độ: Tốt nghiệp Đại học trở lên,"1. Mức lương: Từ 10 đến 30 Triệu      2. Đi làm giờ hành chính, được tham gia bảo hiểm y tế và bảo hiểm xã hội theo pháp luật Việt Nam3. Được công ty cung cấp các bữa ăn",CÔNG TY TNHH CÔNG NGHỆ RUNERGY PV VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-runergy-pv-viet-nam/157138.html,https://www.topcv.vn/viec-lam/ky-su-it/1385555.html?ta_source=ITJobs_LinkDetail
Intern Java Developer,Thực tập sinh,Không yêu cầu kinh nghiệm,5 người,Toàn thời gian,Không yêu cầu,"Design, develop, test, and maintain Java applications and software solutions.Analyze and design necessary services, database structures, and algorithms based on business requirements for assigned functions, ensuring compliance with application development framework regulationsDevelop application software functions according to assigned business requirements, perform unit testing before handing over to the testing teamTransfer the developed functions to the testing team and fix errorsCollaborate with cross-functional teams to understand project requirements and deliver high-quality software solutions.Participate in code and design reviews to ensure code quality.Participate in activities to help measure performance and find ways to improve existing code base and servicesStay updated with the latest Java technologies and industry trends.","Have knowledge about building and developing web applications using Java.  Have knowledge about Java core and Java – related technologies (Spring Framework, Spring Boot)Knowledge of software development principles, object-oriented programming (OOP), and design patterns.Have knowledge about one of the database systems such as MySQL, PostgreSQL, Oracle or NoSQL such as MongoDB, RedisGood problem-solving skills and attention to detail and teamwork skillsEnglish: Toeic > 750, IELST >6.5","Salary: Negotiable, based on work performance and company’s performanceThe company has its own bonus mechanism, including many amounts: year-end bonuses, project bonuses, hot bonuses,...Be trained to improve knowledge and skills in IT, soft skills and professional qualificationsOpportunity to approach newest technology trends and professional project.Saturday & Sunday OFF",Công ty Cổ phần Công nghệ HiveTech Việt Nam,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-hivetech-viet-nam/180008.html,https://www.topcv.vn/viec-lam/intern-java-developer/1344627.html?ta_source=ITJobs_LinkDetail
"Game
        
            3D Artist",Nhân viên,1 năm,2 người,Toàn thời gian,Không yêu cầu,"• Phối hợp với team Artist tạo ra và chỉnh sửa tối ưu môi trường trong game bao gồm objects, organic, hard surface, vehicle, building.• Tạo hình cảnh quan (terrain), bản đồ (map), môi trường, bối cảnh, sắp xếp các vật thể, kiến trúc trong game.• Dựng hình 3D bối cảnh trong game theo concept 2D.• Trải và tối ưu hóa UV của các 3D model.• Render sản phẩm nếu có yêu cầu. • Làm việc trong Unity là chính.• Nắm bắt tốt các kỹ thuật, các tool mới để phục vụ công việc.","• Có kinh nghiệm làm 3D environment trong môi trường game art• Có kỹ năng tốt về 3D modeling, texture, rendering.• Có khiếu mỹ thuật.• Sử dụng thành thạp các công cụ: Maya, 3Dmax, Photoshop.• Có khả năng phân tích và định hướng 3D stylized.ƯU TIÊN• Ứng viên đã có kinh nghiệm từ 1 năm trở lên tại vị trí tương đương hoặc công việc tương tự là một lợi thế• Có kinh nghiệm và hiểu biết về Unity là lợi thế.","• Thưởng cuối năm cố định tháng lương 13, 14 thưởng nóng• Đóng BHXH và các chế độ phúc lợi theo quy định của Pháp Luật sau khi ký hợp đồng chính thức.• Tham gia kết nối, trải nghiệm cuộc sống và công việc cùng những người trẻ tuổi và có những khao khát lớn trong việc xây dựng sự nghiệp.• Có cơ hội được tham gia các buổi đào tạo toàn diện về kỹ năng mềm / kỹ năng chuyên môn tại công ty.• Có cơ hội học hỏi và trải nghiệm ứng dụng các giải pháp công nghệ và quy trình đang là xu hướng.• Tham gia vào các hoạt động team building, du lịch hàng năm của công ty.• Cơ hội nghề nghiệp ổn định lâu dài, lộ trình thăng tiến cao, rõ ràng.• Tăng lương, xét thưởng dựa trên năng lực, hiệu quả công việc. (Không cần mất 6 tháng hay 1 năm cho 1 đợt xét tăng lương).• Tặng quà vào các dịp sinh nhật, lễ Tết.",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-netviet/41732.html,https://www.topcv.vn/viec-lam/game-3d-artist/582503.html?ta_source=ITJobs_LinkDetail
"Lập Trình Viên Mobile
        (Flutter Developer)",Nhân viên,1 năm,3 người,Toàn thời gian,Không yêu cầu,"- Nghiên cứu các ứng dụng Quản trị, vận hành doanh nghiệp- Đề xuất lựa chọn giải pháp Công nghệ- Phân tích thiết kế: Giải pháp đáp ứng; Quy trình tương lai; Kịch bản kiểm thử- Xây dựng phần mềm và Kiểm thử nội bộ- Quản lý các version thay đổi phần mềm- Chuyển giao và nghiệm thu phần mềm- Bảo trì, sửa chữa và nâng cấp phần mềm- Hỗ trợ đào tạo người dùng sử dụng phần mềm- Các công việc khác theo sự chỉ đạo của Trưởng phòng","1. Độ tuổi: Từ 22 – 35 tuổi.2. Trình độ học vấn: Tốt nghiệp Đại học/Cao đẳng chuyên ngành CNTT các trường đại học đào tạo chuyên ngành3. Kinh nghiệm: Tối thiểu 1 năm kinh nghiệm ở vị trí tương đương.4. Kiến thức: Quản trị cơ sở dữ liệu; vòng đời xây dựng ứng dụng Mobile; mô hình phát triển hướng đối tượng (MVC, MVP, MVVM); GIT; Ngôn ngữ lập trình Flutter; ngôn ngữ lập trình Mobile Swift/Objective-C/Java Android; Ngôn ngữ lập trình đa nền tảng (React Native/Flutter)5. Kỹ năng chung: Lập kế hoạch; Học tập và nghiên cứu; Kỹ năng giao tiếp và trình bày6. Kỹ năng chuyên môn: Kỹ năng tích hợp về Firebase, Google, AWS, Facebook; Kỹ năng tìm kiếm và đọc hiểu tài liệu bằng tiếng anh; Kỹ năng về Restful, SOAP, GraphQL; Kỹ năng về đưa ứng dụng lên chợ; Kỹ năng tối ưu ứng dụng và tối ưu bộ nhớ; Kỹ năng chuẩn hóa và tùy chỉnh thư viện chương trình","1. Lương: 10- 25 triệu/tháng + Thưởng (Thỏa thuận không giới hạn)2. Thời gian làm việc: Giờ hành chính +2T7 3. Chế độ khen thưởng, phúc lợi: Tham gia BHXH đầy đủ; chính sách khen thưởng hàng tháng, năm; lương tháng 13; thưởng nhân các ngày lễ/tết trong năm; nghỉ dưỡng định kỳ.4. Lương và cơ hội thăng tiến: Hàng năm công ty xem xét và điều chỉnh tăng lương theo kết quả công việc; đối với những cá nhân có tiềm năng có cơ hội tham gia các dự án của của công ty, xây dựng quy hoạch cán bộ nguồn và có nhiều cơ hội thăng tiến.5. Chế độ đào tạo: Được công ty đầu tư tham gia các khóa đào tạo về nghiệp vụ, kỹ năng cần thiết theo yêu cầu công việc và các khóa học phát huy tiềm năng con người, thay đổi tư duy và cách thức tiếp cận mọi vấn đề hướng đến văn hóa mang lại hạnh phúc cho mọi nhân viên.",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-netviet/41732.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-mobile-flutter-developer/1103343.html?ta_source=ITJobs_LinkDetail
"Content
        Marketing, Nghỉ T7 & CN, 9 - 15tr/ Tháng",Nhân viên,Không yêu cầu kinh nghiệm,1 người,Toàn thời gian,Nữ,"Tham gia và hỗ trợ lên ý tưởng, lập kế hoạch truyền thông & tổ chức truyền thông định kỳ, theo các sự kiện, định hướng của Công ty cho từng giai đoạn.Cùng Digital Marketing lập kế hoạch và quản lý về nội dung cho các kênh truyền thông của Công ty.Phối hợp cùng Graphic Designer để lên ý tưởng và thực thi các thiết kế ấn phẩm.Phối hợp cùng Media/Editor để lên kịch bản, kế hoạch quay dựng video.Thực thi sáng tạo, xây dựng nội dung cho tất cả các kênh truyền thông Owned - Paid - Earned Media của Công ty. Quản trị và theo dõi toàn bộ các thông điệp truyền thông về Công ty, sản phẩm...tại các kênh truyền thông của đối tác. Xây dựng nội dung cho các chương trình ưu đãi, các thông điệp, bài đăng quảng cáo cho toàn bộ kênh online/offline của Công ty.Hỗ trợ truyền thông cho các đối tác. Báo cáo công việc định kỳ và đột xuất.Các công việc hỗ trợ và nhiệm vụ khác được giao.","Có ít nhất 06 tháng kinh nghiệm làm ở vị trí tương đương.Khả năng viết tốt ở nhiều dạng nội dung, nhiều dạng văn phong.Có khả năng quay chụp cơ bản là một lợi thế.Sáng tạo, “think outside the box”.Tích cực, chủ động và quyết liệt trong công việc. Năng động, vui vẻ, hòa đồng.","Nghỉ cố định Thứ 7 và Chủ nhật.Review lương 2 lần/năm (nếu làm tốt), tối thiểu 1 lần/ năm.Lương thưởng tháng 13, thưởng hiệu suất, du lịch hằng năm,...Môi trường làm việc năng động, tự do, hiện đại & thỏa sức sáng tạo.Được training nâng cao kinh nghiệm nghề nghiệp.Được tiếp cận với sản phẩm, xu hướng về Công nghệ hàng đầu Thế giới.Các chế độ theo Luật lao động hiện hành BHXH, Thưởng Lễ, Tết, Sinh nhật...và các phúc lợi theo quy định của Công ty.",CÔNG TY TNHH CNV HOLDINGS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cnv-holdings/172591.html,https://www.topcv.vn/viec-lam/content-marketing-nghi-t7-cn-9-15tr-thang/1457911.html?ta_source=ITJobs_LinkDetail
Unity Developer,Nhân viên,Không yêu cầu kinh nghiệm,5 người,Toàn thời gian,Không yêu cầu,"Phát triển game 2D/3D trên nền tảng unityLàm công việc hấp dẫn, thú vị, luôn được sáng tạo.Tham gia các dự án về game. Dev bằng Unity và các phần mềm lập trình khác.Phối hợp với các thành viên trong team để hoàn thiện và tối ưu game: animation, UI, UX...Đóng góp ý tưởng nội dung công việc.","Tốt nghiệp chuyên ngành CNTT, Toán TinCó khả năng đọc hiểu tiếng Anh chuyên ngành.Kinh nghiệm ít nhất 1 năm làm việc với UnityCó tư duy lập trình và tư duy hệ thống tốt.Có kiến thức tốt về thuật toán, cấu trúc dữ liệu và lập trình hướng đối tượng.Thích chơi game, đam mê phát triển game đặc biệt là game di động.Chủ động trong công việc, có tinh thần trách nhiệmCó khả năng chịu áp lực công việc cao.","Thu nhập hàng tháng hấp dẫn, lên tới 30.000.000/tháng++Tham gia đầy đủ BHXH, BHYT, BHTN theo quy định hiện hành.Thưởng tháng lương thứ 13, thưởng lễ/Tết, quà sinh nhật.Du lịch nghỉ dưỡng hàng năm.Thưởng cuối năm cố định tháng lương 13, thưởng hiệu quả kinh doanh hoặc kết quả làm việc của team.Trang thiết bị làm việc đầy đủ, phục vụ cho nhu cầu công việcCác hoạt động văn hóa, sự kiện theo tháng, chế độ nghỉ mát, teambuilding 1 năm/2 lầnQuà cho nhân viên các ngày lễ tết, sự kiện, sinh nhật trong nămThời gian làm việc từ thứ 2 - Thứ 6Chủ động quản trị về hiệu suất công việc",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-netviet/41732.html,https://www.topcv.vn/viec-lam/unity-developer/1257672.html?ta_source=ITJobs_LinkDetail
Unity Developer Intern,Thực tập sinh,Không yêu cầu kinh nghiệm,5 người,Toàn thời gian,Không yêu cầu,"Tham gia phát triển các dự án Game 2D/3D trên nền tảng UnityĐóng góp ý tưởng, nội dung nâng cao chất lượng sản phẩmPhối hợp, trao đổi với các thành viên trong team để xây dựng, hoàn thiện và tối ưu gamePhối hợp với các bộ phận liên quan để nghiên cứu, phân tích yêu cầu sở thích của người dùng, từ đó xây dựng những sản phẩm phù hợpChủ động, nghiên cứu sản phẩm cùng loại của đối tác, đối thủ trong nước và nước ngoài để liên tục đổi mới và sáng tạo sản phẩm","Sinh viên năm 3,4; sinh viên mới ra trường theo học chuyên ngành Công nghệ thông tin hoặc các ngành liên quanƯu tiên ứng viên có thể làm việc full-time tại văn phòng công tyTư duy lập trình tốt, thành thạo ngôn ngữ lập trình C thăngNghiêm túc, nhiệt tình trong công việc, có đam mê với Game.Có tư duy tốt, chủ động trong công việc, có tinh thần trách nhiệm caoCó kinh nghiệm làm việc với Unity là một lợi thếCó sản phẩm về Game là một lợi thế","Hỗ trợ thực tập: 3.000.000-8.000.000/thángTham gia đầy đủ BHXH, BHYT, BHTN theo quy định hiện hành.Thưởng tháng lương thứ 13, thưởng lễ/Tết, quà sinh nhật.Du lịch nghỉ dưỡng hàng năm.Thời gian thực tập 2 - 4 tháng - Tùy vào năng lực của ứng viênCơ hội trở thành nhân viên chính thức sau 2 - 4 tháng thực tập nếu đáp ứng đủ tiêu chíĐược hỗ trợ dấu thực tập nếu ứng viên cầnMở rộng, nâng cao kiến thức và kỹ năng chuyên mônĐược tham gia thực chiến tại các dự án toàn cầuCó lộ trình phát triển sự nghiệp được cá nhân hóa rõ ràngTrải nghiệm môi trường quốc tế năng động, chuyên nghiệpHưởng 100% đãi ngộ chăm sóc đời sống hàng ngàyThưởng các dịp lễ, TếtChia sẻ thành quả liên tục, không giới hạn dựa trên performance",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-netviet/41732.html,https://www.topcv.vn/viec-lam/unity-developer-intern/1257684.html?ta_source=ITJobs_LinkDetail
"Mobile Developer
        (React Native)",Nhân viên,3 năm,1 người,Toàn thời gian,Nữ,"Tham gia phân tích, thiết kế và phát triển ứng dụng mobile (iOS, Android)Triển khai các yêu cầu chức năng và phi chức năng của ứng dụngXử lý sự cố và cải tiến ứng dụngLàm việc theo nhóm và cộng tác hiệu quả với các thành viên trong độiCập nhật liên tục kiến thức và công nghệ mới","Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính hoặc tương đươngCó kinh nghiệm thực tế trong phát triển ứng dụng di động bằng React NativeThành thạo cú pháp React Native, các thành phần cốt lõi và quản lý trạng tháiHiểu biết về các nền tảng iOS và AndroidCó kiến thức về các nguyên tắc thiết kế UI/UX và các công cụ thiết kếKinh nghiệm tích hợp các RESTful API, Web service, Web socket và các SDK, thư viện trong quá trình phát triển ứng dụng.Có khả năng viết mã sạch, có thể bảo trì và có thể mở rộngCó kỹ năng giải quyết vấn đề và khả năng học hỏi nhanhCó tinh thần làm việc nhóm tốt và khả năng giao tiếp hiệu quảĐã có ứng dụng publish trên play store và apple store","Mức lương hấp dẫn dựa trên kinh nghiệm và năng lựcChế độ phúc lợi toàn diện bao gồm bảo hiểm y tế, bảo hiểm nhân thọ và chế độ nghỉ phépCơ hội phát triển sự nghiệp và học hỏi các công nghệ mớiChế độ lương, thưởng hiệu suất và phụ cấp: review tăng lương sau thử việc theo năng lựcThưởng phần trăm dự án cho các thành viên nhóm dự án đạt hiệu suất cao.Lương tháng 13, thưởng Lễ, TếtMôi trường làm việc năng động và sáng tạoCác hoạt động xã hội và xây dựng nhóm định kỳ",CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-netviet/41732.html,https://www.topcv.vn/viec-lam/mobile-developer-react-native/1365692.html?ta_source=ITJobs_LinkDetail
"Project Manager
        Software (Base Tech)",Trưởng/Phó phòng,2 năm,1 người,Toàn thời gian,Không yêu cầu,"Tiếp nhận yêu cầu dự án từ khách hàng, từ đó triển khai việc phân tích yêu cầu dự án, ước tính khối lượng công việc, lập kế hoạch phát triển và sử dụng nhân sự, quản trị rủi ro, phân chia công việc, giám sát tiến độ để đảm các mốc chuyển giao cho khách hàng.⁠Phối hợp với các stakeholders, báo cáo về tình hình dự án, đề xuất các phương án để dự án chạy thông suốt, đảm bảo chất lượng dự án.Tổng hợp, báo cáo tình hình thực hiện cho cấp Quản lý.Nhận diện/giải quyết các vấn đề làm cản trở mục tiêu dự án, giải quyết các vấn đề xung đột trong nội bộ dự án.⁠Chủ động tìm hiểu, đề xuất các phương án cải tiến về quy trình quản trị dự án trong tổ chức.","Tối thiểu 2 năm kinh nghiệm quản lý dự án phần mềm, trao đổi trực tiếp với khách hàngTốt nghiệp Đại học chuyên ngành Công nghệ thông tinCó khả năng chịu áp lực công việc, quản lý nhiều dự án cùng lúc.Có tinh thần trách nhiệm cao, trung thực, cẩn thận, khả năng bao quát và kỹ năng xử lý tình huống tốt.Có tính chủ động cao, có khả năng làm việc độc lập và làm việc nhóm tốt.Kỹ năng giao tiếp và trình bày tốt, có tư duy logic để phân tích và giải quyết vấn đề.Có kỹ năng lãnh đạo, xây dựng và đào tạo đội nhóm.Có kinh nghiệm làm việc với các mô hình mô hình Aglie. Waterfall.","Mức lương: Upto 1500$, có thể thỏa thuận theo năng lực của ứng viênĐánh giá hiệu suất công việc 02 lần/nămLương tháng 13, tháng lương 14 và các khoản thưởng bonus khácThưởng các ngày lễ: 30/4, 2/9, Tết Dương Lịch. Quà sinh nhật công ty, quà sinh nhật cá nhân,...Hưởng 15 ngày phép/năm.Tham gia mọi chế độ BHXH, BHYT, BHTN theo quy định của Luật lao động Việt NamKhám sức khỏe định kì tại các bệnh viện uy tín (Hồng Ngọc, Thu Cúc,...)Du lịch hè 1-2 lần/năm, trợ cấp team-building cá nhân định kỳ hàng quýĐọc sách miễn phí tại thư viện sách của Công tyHưởng mọi quyền lợi hỗ trợ các chứng chỉ ngoại ngữ và chứng chỉ nghiệp vụ chuyên ngành như: Chứng chỉ tiếng Nhật, chứng chỉ AWS, ISTQB...",Công ty TNHH Relipa,https://www.topcv.vn/cong-ty/cong-ty-tnhh-relipa/12207.html,https://www.topcv.vn/viec-lam/project-manager-software-base-tech/1457872.html?ta_source=ITJobs_LinkDetail
"Kỹ Sư Cầu Nối
        (BrSE)",Trưởng/Phó phòng,1 năm,2 người,Toàn thời gian,Không yêu cầu,"Làm việc trực tiếp với khách hàng Nhật: giao tiếp, thương lượng, phân tích các yêu cầu của dự án phần mềm, thiết kế hệ thống.Gợi ý, đề xuất cho KH các phương án thực hiện về nghiệp vụ, công nghệ.Quản lý dự án: lập kế hoạch, theo dõi, kiểm soát tiến độ thực hiện dự án, phối hợp, báo cáo với khách hàng trong việc quản lý dự án.Hợp tác với các Managers/Leaders để giải quyết các vấn đề liên quan (vấn đề kỹ thuật, yêu cầu thay đổi, các vấn đề trong khâu vận hành, yêu cầu điều tra, yêu cầu của khách hàng).Thực hiện kiểm tra chất lượng sản phẩm đầu ra của dự án trước khi bàn giao cho khách hàng.Là cầu nối trao đổi giữa khách hàng và đội dự án, giải quyết các vấn đề phát sinh trong dự án, và các vấn đề sau khi bàn giao.","Bắt buộcTiếng Nhật: trình độ tương đương N2,N1Từ 1 năm kinh nghiệm ở vai trò BrSE/PM/SETừ 1 năm kinh nghiệm phát triển trở lên (Java/C#/PHP/Typescripts/Salesforce... )Ưu tiênCó kiến thức về cơ sở hạ tầngKiến thức về DatabaseKiến thức về ngôn ngữ và framework phát triển (cả end và front) và kinh nghiệm trong các quy trình ngược dòng","Mức lương: Up to 3000$, có thể thỏa thuận theo năng lực của ứng viên.Lương tháng 13 và các khoản thưởng bonus khácThưởng các ngày lễ: 30/4, 2/9, Tết Dương Lịch. Quà sinh nhật công ty, quà sinh nhật cá nhân,...Hưởng 15 ngày nghỉ phép nguyên lương/năm.Tham gia mọi chế độ BHXH, BHYT, BHTN theo quy định của Luật lao động Việt Nam.Khám sức khỏe định kỳ tại các bệnh viện uy tín (Hồng Ngọc, Thu Cúc, Vinmec...).Du lịch hè 1-2 lần/năm, trợ cấp team-building định kỳ hàng quý.Đọc sách miễn phí tại thư viện sách của Công ty.Hưởng mọi quyền lợi hỗ trợ các chứng chỉ ngoại ngữ và chứng chỉ nghiệp vụ chuyên ngành như: Chứng chỉ tiếng Nhật, chứng chỉ AWS, ISTQB...",Công ty TNHH Relipa,https://www.topcv.vn/cong-ty/cong-ty-tnhh-relipa/12207.html,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse/1457889.html?ta_source=ITJobs_LinkDetail
