title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
"Chuyên Viên Lập Trình
        
            PHP",Nhân viên,5 năm,5 người,Toàn thời gian,Nam,Lập trình website theo yêu cầu của khách hàng.Lập trình các ứng dụng trên nền web theo yêu cầu của cấp quản lý.Xây dựng và triển khai hệ thống backend cho sản phẩm mới của công ty.Báo cáo và chịu trách nhiệm về chuyên môn/tiến độ công việc.,"Yêu cầu kỹ năng:Có kinh nghiệm trong việc xây dựng và phát triển web trên môi trường Linux, Apache, MySQL, PHP.Có kinh nghiệm và kiến thức về lập trình hướng đối tượng (OOP) sử dụng ngôn ngữ PHPThành thạo ngôn ngữ HTML và CSS.Thành thạo ứng dụng các ngôn ngữ Javascript, Jquery, Ajax, Json, NodejsThành thạo thiết kế và truy vấn database MySQLThành thạo triển khai các ứng dụng thương mại điện tử.Biết phân tích thiết kế hệ thống sẽ được ưu tiên.Hòa đồng, có khả năng làm việc nhóm hoặc làm việc độc lập, có khả năng nghiên cứu phát triển.Đam mê công việc lập trình, làm việc cẩn thận, có tinh thần trách nhiệm.Yêu cầu trình độ:Tốt nghiệp Đại Học Chuyên ngành Công Nghệ Thông TinAnh văn trình độ B hoặc tương đương, có khả năng đọc hiểu tốt.Có thêm các chứng chỉ lập trình PHP và MySQL sẽ là một lợi thế.","Được ký hợp đồng lao động và đóng bảo hiểm Y tế, Bảo hiểm xã hội theo qui định của pháp luậtThăng tiến liên tục theo khả năng đóng góp cho Công ty không giới hạn thời gian làm việcĐược hưởng tháng lương 13.Được đào tạo theo chương trình Đào tạo của công tyĐược cấp đồng phục hàng năm.Được ít nhất 1 chuyến du lịch hàng năm.Được phụ cấp cơm trưa, và các bữa ăn nhẹ trong ngày.Được tham gia các hoạt động thể dục thể thao hàng tuần miễn phí.",CÔNG TY TNHH P.A VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-p-a-viet-nam/8837.html,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-php/1412008.html?ta_source=ITJobs_LinkDetail
"Thiết Kế Đồ Họa
        (Tuyển Nam)",Nhân viên,1 năm,1 người,Toàn thời gian,Nam,- Thiết kế slide bài giảng e-Learning theo kịch bản- Tham gia đóng góp ý tưởng sáng tạo để xây dựng kịch bản bài giảng- Phối hợp cùng team Marketing tạo các thành phẩm truyền thông cho công ty- Làm các dự án thiết kế được cấp trên phân phó,"- Nam, Có ít nhất 1 năm kinh nghiệm trở lên ở vị trí thiết kế đồ họa- Có khả năng sáng tạo cao, tư duy logic, nắm bắt và nghiên cứu xu hướng tốt- Có tinh thần học hỏi và trách nhiệm cao với công việc- Thành thạo các công cụ thiết kế đồ họa (Adobe illustrator, Adobe Photoshop, PowerPoint...)- Hiểu biết và sử dụng Adobe After Effects, Articulate Storyline - Kỹ năng lập kế hoạch, sắp xếp công việc- Kỹ năng giao tiếp và làm việc nhóm","- Lương: có thể thỏa thuận khi phỏng vấn (8.000.000 – 15.000.000đ)- Môi trường làm việc hiện đại, năng động, cởi mở- Được tham gia BHXH, BHYT theo quyền lợi dành cho người lao động.- Được nghỉ phép 12 ngày/năm  làm việc hưởng nguyên lương- Tham gia các hoạt động đào tạo, ngoại khóa của công ty",VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH CENTRE FOR CERTIFIED PROFESSIONALS,https://www.topcv.vn/cong-ty/van-phong-dai-dien-cong-ty-tnhh-centre-for-certified-professionals/183549.html,https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-tuyen-nam/1387771.html?ta_source=ITJobs_LinkDetail
Channel Development (Education Partners),Nhân viên,3 năm,2 người,Toàn thời gian,Không yêu cầu,"Operating as the lead point of contact for any and all matters specific to your accountsBuilding and maintaining strong, long-lasting customer relationshipsOverseeing customer account management, including negotiating contracts and agreements to maximize profitDevelop new business with existing clients and/or identify areas of improvement to meet sales quotasPrepare reports on account statusAssist with challenging partner requests or issue escalations as neededClearly communicate the progress of monthly/quarterly initiatives to internal and external stakeholders","Experience in Key Account, Partnership Management, Business Development in EducationNetwork in education is a plusTeam player, good communication and collaboration skills are must. Results Oriented in an ambiguous environment.Familiarity or adaptability with fast-paced startup environmentAn “A-team” player: highly accountable, hardworking, able to work well both independently and collaboratively to deliver extraordinary resultsTech-savvy, strategic-minded, diligent action taker, lifelong learnerPassionate about ELSA’s missionProficiency in English","Package salary: base salary + incentive + allowancesWorking time: Mon-Fri (9am – 6pm), flexible working hour, hybrid workingUp to 16 days Annual leave, 1 Birthday leave, 1 Christmas leavePremium health insurance and annual health check-up to keep you in top shapeFull social insuranceFree ELSA Premium courses to polish your language skillsPhone allowancesSponsorship for online or external courses – learn and grow on us!Annual company trips and monthly happy hours – work hard, play hard!Monthly/quarterly/Annual awards to celebrate your achievements",CÔNG TY TNHH ELSA,https://www.topcv.vn/cong-ty/cong-ty-tnhh-elsa/98191.html,https://www.topcv.vn/viec-lam/channel-development-education-partners/1455257.html?ta_source=ITJobs_LinkDetail
"Fullstack Dev
        (Nodejs)",Nhân viên,2 năm,5 người,Toàn thời gian,Nam,"ICORP là công ty đang có nhiều sản phẩm phục vụ doanh nghiệp như: Hoá đơn điện tử, Chữ ký số, Phần mềm kê khai bảo hiểm xã hội (ivan), Hợp đồng điện tử,....Tham gia lập trình, vận hành, tối ưu các sản phẩm của công ty.Thiết kế các tương tác của người dùng trên các trang web.Tích hợp với các dịch vụ của đối tác, đề xuất và phát triển các tính năng mới...thể hiện kỹ năng và sự sáng tạo của mìnhThực hiện các công việc khác từ cấp trên","Thành thạo quy trình phát triển phần mềm, từ tiếp nhận yêu cầu, lựa chọn công cụ, ngôn ngữ, thiết kế CSDL, xây dựng frontend, backend, triển khai lên hệ thống server thật.Thành thạo ngôn ngữ lập trình Javascript, CSS, HTML và một framework xây dựng frontend như ReactJS hoặc Angular, biết cách xây dựng website responsive chạy trên mobile.Thành thạo một framework xây dựng backend như NodeJS Express, ngôn ngữ SQL, biết cách sử dụng ORM và vận hành hệ quản trị CSDL như MySQL hoặc Postgres.Biết sử dụng các API và thiết kế API để tương tác với các dịch vụ của khách hàng.Biết đọc tài liệu bằng tiếng anh.Biết phát triển ứng dụng mobile (ReactNative) là một lợi thế.","Mức lương: Thỏa thuận theo năng lựcMôi trường thoải mái, năng động linh hoạt, phát huy đối đa năng lực.Chế độ bảo hiểm: BHXH, BHYT, BHTN đầy đủ theo quy định của nhà nướcThưởng đa dạng: Thưởng tháng 13, thưởng Lễ/Tết, thưởng kinh Doanh cuối năm, nhân viên xuất sắc, thâm niên,....Thời gian làm việc: Từ thứ 2 – hết sáng thứ 7; 8h30 -18h00Tham gia các hoạt động: Sự kiện, hội nghị, hội thảo về Công nghệ...Hoạt động du lịch, nghỉ mát",CÔNG TY CỔ PHẦN ICORP,https://www.topcv.vn/cong-ty/cong-ty-co-phan-icorp/125403.html,https://www.topcv.vn/viec-lam/fullstack-dev-nodejs/1002702.html?ta_source=ITJobs_LinkDetail
"Chuyên Viên Lập Trình
        
            .NET",Nhân viên,2 năm,2 người,Toàn thời gian,Không yêu cầu,"- Lập trình phát triển các dự án, sản phẩm lớn dựa trên nền tảng công nghệ, gồm: C#.NET, HTML5/JS, WCF/REST-full, MSSQL Server/Oracle.- Báo cáo công việc định kỳ cho trưởng nhóm.- Trao đổi cụ thể trong quá trình phỏng vấn.","- Nam/Nữ. Tốt nghiệp cao đẳng trở lên.- Kinh nghiệm lập trình .Net trên 2 năm. - Kinh nghiệm/ Am hiểu về Javascript, CSS, HTML.- Ưu tiên kinh nghiệm lập trình trên nền tảng MSSQL Server/Oracle- Nắm được các nguyên tắc lập trình hướng đối tượng.- Có khả năng đọc và hiểu tài liệu tiếng Anh cơ bản- Có khả năng làm việc tập trung để đáp ứng kịp tiến độ và làm việc dưới áp lực cao.- Cẩn thận, trung thực, hoà đồng.","- Lương cứng từ 15.000.000 đồng/tháng trở lên (Thỏa thuận theo năng lực ứng viên) + thưởng + phụ cấp- Thời gian làm việc: 8h00 – 12h00 và 13h30 – 17h30 (Thứ 2 – Thứ 6)- Hưởng ít nhất 13 tháng lương/năm, và các khoản thưởng Tết, thưởng năng suất, thưởng hoàn thành theo dự án và thưởng cá nhân tiêu biểu. - Đảm bảo đầy đủ chế độ BHXH, BHYT, nghỉ phép theo quy định của nhà nước.- Hưởng chế độ phúc lợi hàng năm của Công ty cho bản thân và gia đình: du lịch, hiếu hỷ....- Thường xuyên được tham gia các lớp đào tạo nâng cao kỹ năng chuyên môn và nghề nghiệp. - Công ty tạo mọi điều kiện để nhân viên có cơ hội thăng tiến phát huy tốt nhất khả năng của mình, giúp nhân viên tìm được vị trí công việc phù hợp với năng lực.- Môi trường làm việc trẻ trung, hòa đồng và gắn kết.",Công ty Cổ phần Phần mềm Trực tuyến và Thương mại Điện tử,https://www.topcv.vn/cong-ty/cong-ty-co-phan-phan-mem-truc-tuyen-va-thuong-mai-dien-tu/64819.html,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-net/1177536.html?ta_source=ITJobs_LinkDetail
"Nhân Viên IT
        Phần Mềm Và Phần Cứng",Nhân viên,3 năm,1 người,Toàn thời gian,Nam,"- Nhận yêu cầu đăng ký nhãn hiệu từ BGĐ- Cung cấp sim theo yêu cầu cấp trên, làm biên bản bàn giao sim và quản lý sim theo danh sách- Làm thủ tục đăng ký, thanh lý sim số, mạng internet và thanh toán cước phí- Quản lý, gia hạn hệ thống mail, kiễm tra lỗi, liên hệ nhà cung cấp dịch vụ khắc phục lỗi- Xây dựng website theo yêu cầu của cấp trên- Quản lý hosting, gia hạn tên miền hàng tháng- Kiểm tra hệ thống camera hằng ngày, xử lý sự cố- Tìm báo giá, lên phương án lắp đặt camera mới, thi công hệ thống camera cho các chi nhánh mới- Quản lý trang thiết bị máy tính, máy in- Quản lý thông tin, Key soft, cài đặt phần mềm- Tiến hành mua mới, gia hạn phần mềm office và diệt virus- Hỗ trợ set up hệ thống âm thanh event - Và các công việc khác theo sự chỉ đạo của Giám Đốc,...","- Giới tính : Nam- Tốt nghiệp Cao đẳng trở lên chuyên ngành Công nghệ Thông Tin hoặc các chuyên ngành có liên quan.- Có ít nhất 03 năm kinh nghiệm.- Nhiệt tình, chịu khó trong công việc và có nguyện vọng làm việc lâu dài với công ty.","- Mức lương 12-15tr (thỏa thuận theo năng lực)- Được cung cấp đầy đủ thiết bị làm việc- Thưởng các dịp Lễ, Tết, Tháng lương 13 theo chính sách Công ty.- Được tham gia BHXH, BHTN, BHYT đầy đủ theo quy định của Công ty và quy định của Pháp luật.- Có cơ hội được tham gia các hoạt động văn hóa doanh nghiệp của Công ty,...- Được tham gia các hoạt động chung của Công ty: du lịch, teambuilding, sự kiện...",Công ty TNHH Xe Nâng Tín Quang,https://www.topcv.vn/cong-ty/cong-ty-tnhh-xe-nang-tin-quang/8699.html,https://www.topcv.vn/viec-lam/nhan-vien-it-phan-mem-va-phan-cung/1355847.html?ta_source=ITJobs_LinkDetail
"DotNET
            Developer
        (Mid - Senior)",Nhân viên,3 năm,1 người,Toàn thời gian,Không yêu cầu,"Collaborate with cross-functional teams to gather and analyze business requirements, translating them into technical specifications.Design, develop, and maintain scalable and efficient software solutions using the .NET framework.Write clean, well-documented, and high-quality code following industry best practices and coding standards.Perform unit testing and debugging to ensure the software meets functional and performance requirements.Conduct code reviews and provide constructive feedback to team members to improve code quality and maintainability.Collaborate with UX/UI designers to ensure user-friendly and visually appealing interfaces.Assist in project planning, estimation, and task prioritization to meet project timelines and deliverables.Act as a bridge between the development team and the business stakeholders, gathering feedback and clarifying requirements.Perform testing activities, including functional, integration, and regression testing, to identify and resolve any software defects.Continuously improve software development processes and practices, identifying areas for optimization and implementing solutions.Stay updated on emerging technologies and industry trends to propose innovative ideas and solutions.","Bachelor's degree in Computer Science, Software Engineering, or a related field.Proven experience (3+ years) as a .NET Developer, working on enterprise-level software development projects.Strong proficiency in C# and .NET framework, with a solid understanding of object-oriented programming principles.Experience in designing and developing web applications using ASP.NET MVC, Web API, and related technologies.Familiarity with front-end technologies such as HTML, CSS, and JavaScript frameworks (e.g., Angular, React, or Vue.js).Experience in database design and development using SQL Server or another relational database management system.Knowledge of software development methodologies, version control systems (e.g., Git), and agile practices.Strong analytical and problem-solving skills, with the ability to transform business requirements into technical solutions.Excellent communication skills and the ability to collaborate effectively with cross-functional teams and stakeholders.Self-motivated, proactive, and able to work independently as well as in a team environment.Flexibility to cover Business Analyst and Tester functions as needed.","Challenging and rewarding projects that contribute to the improvement of the education sector.Collaborative and supportive work environment with a focus on teamwork and knowledge sharing.9AM - 5PM, Monday - Friday, paid OT, promoting work-life balance.Health insurance and other benefits as per company policy.Continuous learning and development opportunities through training, workshops, and conferences.Performance evaluations and feedback as requested.Opportunity to make a meaningful impact in the lives of students and educational institutions through innovative software solutions.",CÔNG TY CỔ PHẦN EDUVATOR,https://www.topcv.vn/cong-ty/cong-ty-co-phan-eduvator/7555.html,https://www.topcv.vn/viec-lam/dotnet-developer-mid-senior/1347374.html?ta_source=ITJobs_LinkDetail
"Full Stack Developer
        (Senior: Node Js/ BunJs) Salary Upto $3k",Nhân viên,3 năm,2 người,Toàn thời gian,Không yêu cầu,"Tham gia vào toàn bộ vòng đời phát triển sản phẩm, từ lên ý tưởng, thiết kế, đến triển khai và tối ưu hóa các ứng dụng web hiện đại.Sử dụng thành thạo Node.js/Bun.js, Next.js, MongoDB để xây dựng các ứng dụng mạnh mẽ, đáp ứng nhu cầu người dùng.Làm việc chặt chẽ với các thành viên trong nhóm (Product Owner, UI/UX Designer, QA...) theo quy trình Agile/Scrum, đảm bảo dự án được hoàn thành đúng tiến độ và chất lượng.Đề xuất và triển khai các giải pháp sáng tạo, cải tiến liên tục hiệu suất và trải nghiệm người dùng.Nghiên cứu và áp dụng các công nghệ tiên tiến, đặc biệt trong lĩnh vực Blockchain và AI, để nâng cao chất lượng sản phẩm.","Tối thiểu 3 năm kinh nghiệm làm việc với Node.js/Bun.js, Next.js, MongoDB.Nắm vững các nguyên tắc thiết kế RESTful API, kiến trúc microservices, và tối ưu hóa hiệu suất ứng dụng.Tư duy logic tốt, khả năng giải quyết vấn đề độc lập, và ham học hỏi.Tiếng Anh giao tiếp tốt (đọc hiểu tài liệu kỹ thuật, tham gia các cuộc họp trực tuyến).Có kinh nghiệm làm việc với các dự án liên quan đến Blockchain và AI.","Mức lương (Gross): Upto $3000kThưởng các ngày lễ, tết, thưởng kết quả hoạt động kinh doanh, thưởng thành tích, thưởng dự án, thưởng cổ phiếu ESOP..Được làm việc trong môi trường hiện đại, năng động, cầu tiến, đảm bảo đầy đủ các trang thiết bị, vật dụng... phục vụ tốt nhất cho công việc.Được đào tạo, nâng cao về chuyên môn, kỹ năng nghiệp vụ và các kỹ năng mềm khác.Được hưởng các chính sách phúc lợi theo quy định pháp luật và công ty.",CÔNG TY CỔ PHẦN HYRATEK,https://www.topcv.vn/cong-ty/cong-ty-co-phan-hyratek/173001.html,https://www.topcv.vn/viec-lam/full-stack-developer-senior-node-js-bunjs-salary-upto-3k/1455394.html?ta_source=ITJobs_LinkDetail
Unity Developer,Nhân viên,3 năm,1 người,Toàn thời gian,Không yêu cầu,"Where we are going toDesign, develop, and test game featuresOptimize game performance for different platforms and devicesDevelop and implement game UI/UX designEnsure game UI/UX design is consistent with the game mechanics, storyline, and art styleDebug and fix existing issuesCollaborate with other developers, artists, and designers to improve game user experience","What we are looking forBachelor's degree in Computer Science or equivalent experience3+ years of working experience in game developmentHands-on experience with Unity 2DGood knowledge of an object-oriented programming language, preferably C#Good knowledge of gameplay programmingAvailability to work with new APIs and conceptsExcellent communication and teamwork skills","What you can expectCompetitive salary and benefits packageOpportunity to work with a dynamic and supportive teamCareer growth and development opportunitiesA collaborative and innovative work environmentHappy Hours, Team buildings",CÔNG TY TNHH GIANTY VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-gianty-viet-nam/86271.html,https://www.topcv.vn/viec-lam/unity-developer/1455036.html?ta_source=ITJobs_LinkDetail
"BrSE
        Từ 3 Năm Kinh Nghiệm",Nhân viên,3 năm,1 người,Toàn thời gian,Không yêu cầu,"Quản lý tiến độ, quản lý chất lượng, quản lý thành viên tham gia dự án.Giao tiếp với khách hàng để hearing requirement, báo cáo tình hình tiến độ, chất lượng dự án cho khách hàng.Có tinh thần cầu tiến, cầu thị, nhanh nhẹn và sẵn sàng học cũng như tiếp nhận cái mới.Thành thạo tiếng Nhật (N2 hoặc tương đương).","Có trên 3 năm kinh nghiệm làm quản lý dự án phần mềmGiao tiếp được với khách hàng bằng tiếng Nhật (tương đương level N2, N1)Có kinh nghiệm phát triển 1 số ngôn ngữ như PHP, VueJS, Java, Saleforce, Python, ... là 1 lợi thế.Có tư duy về các hệ thống phần mềm, có kinh nghiệm làm thiết kế hoặc requirement phần mềm là lợi thế lớn.Thành thạo các tool về quản lý src code như git, SVN; các tool về quản lý công việc như Redmine, Jira, Backlog, Odoo.Có tri thức, hiểu biết một trong số các nghiệp vụ như: EC, ERP, CRM, MKT, nhân sự, y tế, giao thông.","Thu nhập hấp dẫn, thử việc 100% lương.Signing bonus 0.5 tháng lương cho UV onboardCơ hội thăng tiến rõ ràng.Môi trường làm việc cực kỳ trẻ trung, năng động và sáng tạo.13 tháng lương/nămReview lương, thưởng dự án 2 lần/năm theo năng lực và hiệu quả công việc; Thu nhập: tương đương 14 tháng lương/năm.Thưởng lễ, tết,...,Khám sức khỏe định kì hàng năm.Nghỉ lễ theo lịch chung của Việt Nam.Các phúc lợi khác: team building hàng năm, ăn vặt giao lưu nội bộ 1 lần/tuần,...Thời gian làm việc: 8:30 – 17:30 (từ thứ 2 đến thứ 6).","CODLUCK TECHNOLOGY ., JSC",https://www.topcv.vn/cong-ty/codluck-technology-jsc/73267.html,https://www.topcv.vn/viec-lam/brse-tu-3-nam-kinh-nghiem/1378005.html?ta_source=ITJobs_LinkDetail
