title,level,experience,recruit_quantity,form_of_work,gender,describe,require,interest,company_name,company_link,job_link
Backend Developer,Nhân viên,1 năm,4 người,Toàn thời gian,Không yêu cầu,"Job Description:We are looking for Backend Developer to work with our projects.  Work with other project members, responsible for the implementation & code review & testing.Consistently deliver high-quality services and meet customer requirements.Follow other assignments from Project Manager.Be able to estimate tasks.Ensure the assigned tasks to be performed on-time and with high quality.","Job Requirement:Must have: Strong in Java frameworks such as Spring Core, Spring Boot or NodeJS/ExpressBasic Understanding of the concepts of MVC (Model-ViewController) Pattern, JDBC (Java Database Connectivity)Good DB skill (SQL, NoSQL)Experienced with SqlServer, PostgreSQL, MongoDBExperienced with Restful API (Open API/Swagger)Have solid understanding of OOP principlesFamiliar with Design PatternsHave experiences in programming socket, WebSocket, socket.ioHave experiences in payment programmingAbility to write clean, readable codeNice to have If you have more than five years of experiences in Java/Javascript and managing team size of 5 – 10 members, you would have the opportunity to become a Sup Leader.Have experiences in client-side frameworks such as ReactJS, Angular, Flux/Redux,..Know Microservice, Message Queue, CQRS patternKnow Docker, AWS/OCP, CI/CD,...In-depth knowledge of code versioning tools, for instance, Git","Benefits/ Opportunity:Working in an international, dynamic and professional environment with many opportunities to develop career.Having opportunities of being trained oversea and working directly with oversea customerA stable and rewarding position where your long-term commitment will be highly valued.Technical & Soft skills internal training coursesMany company activities (Sport and music festival, TMA Futsal league ...) are held annually.Competitive salary and bonus.Total Health Care InsuranceLoan FundTeam Building Fund",TMA Solutions,https://www.topcv.vn/cong-ty/tma-solutions/1179.html,https://www.topcv.vn/viec-lam/backend-developer/1468116.html?ta_source=ITJobs_LinkDetail
"C/C++ Linux
            Developer",Nhân viên,1 năm,3 người,Toàn thời gian,Không yêu cầu,Job Description:We are looking for talent Telecom Engineers to work the following items:Maintain existing features/functionalities of IMS/SBC in good quality.Be responsible for the quality and on-time delivery of your work-products throughout the software development lifecycles,"Requirements:Good at C/C++ on Linux (pointer, multi-thread, multi process, sockets..)Good at VoIP core network ( PCSCF, ICSCF, SCSCF, TAS, MG, MGC,...)Able to learn and work independently and within a team expectedFamiliar with Linux environmentGood analytical and problem-solving capabilitiesIntermediate English skillsNice to have: Experience in Firmware development and experience in developing real-time OS (RTOS, embedded Linux, etc.)","Benefits/ Opportunity:Working in an international, dynamic and professional environment with many opportunities to develop career.Having opportunities of being trained oversea and working directly with oversea customerA stable and rewarding position where your long-term commitment will be highly valued.Technical & Soft skills internal training coursesMany company activities (Sport and music festival, TMA Futsal league ...) are held annually.Competitive salary and bonus.Total Health Care InsuranceLoan FundTeam Building Fund",TMA Solutions,https://www.topcv.vn/cong-ty/tma-solutions/1179.html,https://www.topcv.vn/viec-lam/c-c-linux-developer/1468110.html?ta_source=ITJobs_LinkDetail
"Embedded
            Developer",Nhân viên,1 năm,4 người,Toàn thời gian,Không yêu cầu,"Job Description:Create elegant, usable, reliable and testable solutions to difficult problems.Look for practical ways to innovate in the IoT/embedded computing spaceWork with us to understand new IoT business casesResponsibility:Write clear, readable code in multiple programming languagesReview and constructively comment on the work of othersWork constructively with others in a diverse development communityParticipate in on-line community forums, answering questions, and proposing solutions","Requirement:Graduated from formal University.Work experiences in Linux embedded systemGood skills in embedded C programmingFamiliar with Linux IPC and multi-task programmingHands on experience in Linux and its application debugging.Familiar with Linux peripheral drives and audio.Familiar with the SCM tools. E.g. Git/GerritEmbedded LinuxDeveloping under desktop LinuxGit, repo, bitbake, and yoctoDesigning, application, programming interfaces (API's)Continuous integrationIP networkingIoT, security, and cryptographyOpen hardware platforms (Arduino, Raspberry PI, MangOH, etc...)Previous work on open source projectsA love of writing documentationWilling to give talks in front of groups of peopleWilling to write whitepapersDevice diversGood presentation skill and technical document development skillsGood English communication","Benefits/ Opportunity:Working in an international, dynamic and professional environment with many opportunities to develop career.Having opportunities of being trained oversea and working directly with oversea customerA stable and rewarding position where your long-term commitment will be highly valued.Technical & Soft skills internal training coursesMany company activities (Sport and music festival, TMA Futsal league ...) are held annually.Competitive salary and bonus.Total Health Care InsuranceLoan FundTeam Building Fund",TMA Solutions,https://www.topcv.vn/cong-ty/tma-solutions/1179.html,https://www.topcv.vn/viec-lam/embedded-developer/1468104.html?ta_source=ITJobs_LinkDetail
Web Developer,Nhân viên,1 năm,3 người,Toàn thời gian,Không yêu cầu,"Job Description:We are looking for Web Developers to join our projects. Developers will involve in the development of front-end web app and ensuring high performance and responsiveness to requests from the client. Your main responsibility will be:     Contribute in all phases of software development lifecycleFollow the direction of an Architect or Technical Lead, ensure designs are in compliance with specificationsWrite well designed, testable, efficient source codeCollaborate with the rest of the engineering team to design and launch new featuresEnsure the best possible performance, quality, and responsiveness of the applicationsSupport continuous improvement by investigating alternatives and technologies and presenting these for architectural review","Required skills/Experience:Must Have: Experience in developing with JavaScript, HTML/HTML5 and CSSExperience in web frontend development with one of web frontend framework like React JS/AngularExperience in backend development with one of web backend framework like NodeJS/Express or Spring BootExperienced with SqlServer, PostgreSQL, MongoDBExperience with RESTful services and API’sStrong knowledge in OOP, OOP design patterns, the S.O.L.I.D principles and other coding best practices.Strong problem-solving and analytical skills.Ability to write clean, readable codeBe able to read and write in English.Nice to have: Experience in unit test and test-driven development.Experience in Gitlab, CI/CD and other software development practices.Experience in web frontend development with ReactJS is a plusKnowledge of Mobile App with React Native is a big plus.","Benefits/ Opportunity:Working in an international, dynamic and professional environment with many opportunities to develop career.Having opportunities of being trained oversea and working directly with oversea customerA stable and rewarding position where your long-term commitment will be highly valued.Technical & Soft skills internal training coursesMany company activities (Sport and music festival, TMA Futsal league ...) are held annually.Competitive salary and bonus.Total Health Care InsuranceLoan FundTeam Building Fund",TMA Solutions,https://www.topcv.vn/cong-ty/tma-solutions/1179.html,https://www.topcv.vn/viec-lam/web-developer/1468096.html?ta_source=ITJobs_LinkDetail
"Mobile Developer
        -
            React Native",Nhân viên,3 năm,2 người,Toàn thời gian,Không yêu cầu,"Chúng tôi đang tìm kiếm một Mobile Developer có đam mê đẩy các công nghệ di động đến giới hạn và sẽ làm việc với đội ngũ kỹ sư tài năng của chúng tôi để thiết kế và xây dựng thế hệ tiếp theo của các ứng dụng di động.Bạn sẽ chịu trách nhiệm phát triển và bảo trì các ứng dụng di động.Bạn sẽ làm việc cùng các kỹ sư và nhà phát triển khác làm việc trên các lớp khác nhau của cơ sở hạ tầng. Do đó, cam kết giải quyết vấn đề hợp tác, thiết kế tinh vi và tạo ra các sản phẩm chất lượng là điều cần thiết.Bạn cần có khả năng làm việc trong môi trường nhanh chóng, nơi việc học các công nghệ mới là điều bắt buộc.Bạn sẽ hỗ trợ toàn bộ vòng đời ứng dụng (ý tưởng, thiết kế, kiểm tra, phát hành và hỗ trợ).Bạn sẽ tạo ra các ứng dụng di động hoàn chỉnh bằng cách viết mã sạch.Bạn sẽ thu thập các yêu cầu cụ thể và đề xuất các giải pháp.Bạn sẽ viết các bài kiểm tra đơn vị và UI để xác định các lỗi.Bạn sẽ khắc phục sự cố và gỡ lỗi để tối ưu hóa hiệu suất.Bạn sẽ thiết kế giao diện để cải thiện trải nghiệm người dùng.Bạn sẽ liên hệ với đội ngũ phát triển sản phẩm để lập kế hoạch các tính năng mới.Bạn sẽ đảm bảo các ứng dụng mới và cũ đáp ứng các tiêu chuẩn chất lượng.Bạn sẽ nghiên cứu và đề xuất các sản phẩm, ứng dụng và giao thức di động mới.Bạn sẽ cập nhật các xu hướng công nghệ mới.","Ít nhất 3 năm kinh nghiệm lập trình React Native.Kinh nghiệm lập trình React Native: Cần ít nhất 3 năm kinh nghiệm lập trình với React Native.Hiểu biết về quản lý và tối ưu hóa hiệu suất cho ứng dụng React Native: Cần kỹ năng và kinh nghiệm trong việc tối ưu hóa hiệu suất của các ứng dụng React Native.Sử dụng thành thạo và hiểu sâu về React Hooks: Cần kinh nghiệm sử dụng và hiểu sâu về React Hooks.Sử dụng thành thạo Redux: Cần kinh nghiệm sử dụng Redux để quản lý trạng thái ứng dụng.Kinh nghiệm xử lý animation bằng Reanimated: Cần kinh nghiệm làm việc với thư viện Reanimated để tạo các animation trong ứng dụng React Native.Kiến thức vững về ngôn ngữ JavaScript/TypeScript: Cần hiểu biết sâu về ngôn ngữ lập trình JavaScript hoặc TypeScript.Kinh nghiệm tích hợp Native Module cho iOS và Android: Cần kinh nghiệm làm việc với Native Module trong React Native để tích hợp các tính năng gốc từ iOS và Android.Khả năng hiểu và viết mã cho các ứng dụng di động bằng các ngôn ngữ lập trình phù hợp như Java/Kotlin (Android), Swift/Objective-C (iOS): Cần kinh nghiệm lập trình với một hoặc nhiều ngôn ngữ này.","Lương thưởng cạnh tranh theo năng lựcĐược đóng BHXH, BHYT, BHTN theo quy định của pháp luậtThưởng các ngày lễ tết, sinh nhậtĐược đào tạo chuyên sâu về nghiệp vụ xuất nhập khẩuCơ hội thăng tiến cao trong môi trường làm việc năng độngĐược tham gia các hoạt động team building, du lịch hàng nămĐược làm việc trong môi trường chuyên nghiệp, thân thiện.",Công ty CP Kids Plaza,https://www.topcv.vn/cong-ty/cong-ty-cp-kids-plaza/13.html,https://www.topcv.vn/viec-lam/mobile-developer-react-native/1453280.html?ta_source=ITJobs_LinkDetail
Golang Developer,Nhân viên,4 năm,1 người,Toàn thời gian,Không yêu cầu,"Why we’re looking for youWe are looking for a Backend Developer responsible for managing the interchange of data between the server and the users. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. You'll doWrite clean code to develop functional backend servicesTroubleshoot and debug applicationsImplementation of security and data protectionOptimization of applications for maximum speed and scalabilityCollaborate with Frontend developers to integrate user-facing elements with server side logicGather and address technical and design requirementsSupport other team members if neededBuild reusable code and libraries for future use","You haveFrom 3 years or more of experience in backend developer (golang)Understand the entire backend development process (design, development and implementation)Understanding accessibility and security complianceExperience with user authentication and authorization between multiple systems, servers, and environmentsBasic understanding of database systems: PostgreSQL, RedisHands on creating database schemas that represent and support business processesImplementing automated testing platforms and unit testsProficient knowledge of a backend programming language (GoLang)Basic English communication skills. Good English reading skill.Plus pointsExperienced with Agile software developmentExperienced with Docker, AWS Lambda, AWS EventBridgeExperienced with building e-commerce storesExperienced with integrating e-commerce platform APIs (Shopify, Haravan, Shopee, Lazada...)Being able to work fullstack (NodeJS, ReactJS, NextJS)","We offerSalary range: NegotiatePerformance review: 2 times per year.Yearly Salary Package: 13th-month salary bonus + Performance bonus: up to 3 months.12 remote working days/ year.12 annual leaves/ year.Bonus on birthday, 30/4 & 1/5, 2/9.Weekly shoulder massage treatment.Annual team building: summer trip, many indoor and outdoor activities such as soccer club, swimming club, cycling club...Social insurance & Health insurance for team members.Annual Health Checkup at the top clinic in Vietnam. Why you’ll love working hereBecoming a member in developer team, you will have:Opportunities to build world-class products that shape the future of E-commerceAutonomous and flexible in an Agile team environmentConstantly innovating and enhancing technologyOpportunities to learn product-thinking and customer-centric mindsetCollaborative and supportive environmentYoung and passionate colleaguesProfessional and creative office viewYou are able to work as a member of a full process of product development. Even working with the CEO and PO on new ideas. We want to develop and grow a strong product development team with expertise and skills we can be proud of through different products and battles.Flexible working time:Morning: 8:00 am -12:00 pm (check in from 8:00 am to 8:45 am)Afternoon: 1:00 pm - 5:45 pm (check out from 5:00 pm to 5:45 pm)",CÔNG TY TNHH GEMCOMMERCE,https://www.topcv.vn/cong-ty/cong-ty-tnhh-gemcommerce/81650.html,https://www.topcv.vn/viec-lam/golang-developer/1427523.html?ta_source=ITJobs_LinkDetail
Tester,,Không yêu cầu kinh nghiệm,,,,"Được đào tạo lý thuyết và on job training từ 3 tháng để học về: quy trình Test, Test skill basic; Soft Skill basic, các phần mềm test Auto, E-commerce và các Ecommerce framework lớn như Magento, Shopify...Tham gia trực tiếp vào dự án thương mại điện tử của các khách hàng quốc tếCó cơ hội đi onsite tại Châu Âu, Úc, Singapore, Nhật Bản khi trở thành nhân viên chính thức.Chi tiết công việc sẽ được trao đổi trong buổi phỏng vấn","Sinh viên năm cuối hoặc đã tốt nghiệp chuyên ngành CNTT hoặc Ngoại Ngữ có định hướng làm testingCó khả năng giao tiếp tiếng tiếng Anh tốtNhanh nhẹn, ham học hỏi, nhiệt tình và tự tin.Có thể đi làm fulltimeCam kết làm việc 1 năm sau khi tốt nghiệp chương trình đào tạo.","Được đào tạo lý thuyết và on job training từ 3 tháng để học về: quy trình Test, Test skill basic; Soft Skill basic, các phần mềm test Auto, E-commerce và các Ecommerce framework lớn như Magento, Shopify...Nhận trợ cấp bằng tiền mặt hàng tháng theo năng lực lên tới 6.000.000 VNĐĐược tham gia làm các dự án thương mại điện tử của các khách hàng quốc tế.Cơ hội trở thành nhân viên sau khi hoành thành chương trình đào tạo.Có cơ hội đi onsite tại Châu Âu, Úc, Singapore, Nhật Bản khi trở thành nhân viên chính thức.Được làm trong môi trường Văn hóa chuyên nghiệp, trẻ trung và năng động.Trải nghiệm công nghệ mới nhất về Thương mại điện tử.",CÔNG TY CỔ PHẦN SMARTOSC,https://www.topcv.vn/brand/smartosc?id=84788,https://www.topcv.vn/brand/smartosc/tuyen-dung/fresher-tester-english-fluent-j1255128.html?ta_source=ITJobs_LinkDetail
"Chuyên Viên
            Google Ads",Nhân viên,1 năm,1 người,Toàn thời gian,Nữ,"Thiết lập, quản lý và chăm sóc các chiến dịch quảng cáo.Kiểm tra, đánh giá chất lượng quảng cáo.Tối ưu hoá chiến dịch quảng cáo.Định kỳ báo cáo và phân tích số liệu chiến dịch quảng cáo theo yêu cầu.Nghiên cứu, cập nhật công nghệ mới của Google Định kỳ thi các chứng chỉ theo yêu cầu của Google.Hỗ trợ NV kinh doanh tư vấn và giải đáp các thắc mắc của khách hàng.Các công việc khác theo sự phân công, chỉ đạo của Trưởng phòng.Chi tiết trao đổi cụ thể trong quá trình phỏng vấn","Tốt nghiệp chuyên ngành Công nghệ thông tin, Thương mại điện tử, Mạng máy tính, Hệ thống thông tin, Marketing,...Có kinh nghiệm là một lợi thếCẩn thận và có trách nhiệm với công việcCó tinh thần hỗ trợ đồng độiChấp nhận sinh viên mới ra trường.","Quyền lợi được hưởng:Thu nhập: 7.000.000đ - 10.000.000đ/ tháng + PC + thưởngReview tăng lương, thưởng 2 lần/ năm Thưởng Lễ, Tết 20% lương Thưởng tết  m từ 01 - 05 tháng lương Thực hiện đầy đủ BHXH theo đúng luật quy địnhLàm việc tại môi trường trẻ trung, năng động, 90% nhân sự thuộc thế hệ 9XTham gia du lịch Đông - Hè trong và ngoài nướcNghỉ Thứ Bảy, Chủ Nhật và các ngày lễ theo quy định",CLEVER GROUP,https://www.topcv.vn/cong-ty/clever-group/84624.html,https://www.topcv.vn/viec-lam/chuyen-vien-google-ads/986342.html?ta_source=ITJobs_LinkDetail
"Thực Tập Sinh
        
            IOS",Thực tập sinh,Dưới 1 năm,1 người,Thực tập,Không yêu cầu,"Thực hiện trực tiếp lập trình các sản phẩm sdl, app, game của công tyThực hiện tích hợp sdk các bên thứ 3 (google, facebook, tiktok, appsflyer, v.v...) vào sdk của công tyTìm hiểu luồng sdk, hỗ tích hợp sdk của cty vào các gameTest tích hợp sdk trên các gameTrực tiếp submit game lên google ch play","Nắm kiến thức về OOP, data structures & algorithms Hiểu biết về object-oriented programming concepts.Tối thiểu 3 tháng kinh nghiệm phát triển IOS bằng Objective-C / SwiftCó Kiến thức về iOS frameworks (Eg. Core Data, Core Animation, etc.) Apple’s design principles, và cách xử lý các kích thước màn hình khác nhauBiết sử dụng API RESTful để kết nối ứng dụng IOS với các dịch vụ phụ trợ","Cơ hội tham gia vào môi trường làm việc chuyên nghiệp và có quy trình rõ ràng.Khả năng trở thành nhân viên chính thức tại Gzone sau thời gian thực tập.Môi trường làm việc năng động, thân thiện và hỗ trợ.Cơ hội tham gia vào quá trình đào tạo và thực hành trên các dự án thực tế.Hỗ trợ tài chính cho thực tập sinh thực tập dựa trên năng lực.",Công Ty Gzone,https://www.topcv.vn/cong-ty/cong-ty-gzone/33255.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-ios/1466857.html?ta_source=ITJobs_LinkDetail
IT Support,Nhân viên,Không yêu cầu kinh nghiệm,1 người,Bán thời gian,Không yêu cầu,"- Hỗ trợ khách hàng từ xa các sự cố về mạng và máy tính (Tài khoản không vào được, reset máy, clear cache,...) - Tham gia công tác nghiên cứu về hệ thống nội bộ (CRM, LMS) và MS Teams (Newly released updates, general documents, APIs, system configuration,...)  - Báo cáo công việc tuần, tháng cho cấp trên - Phối hợp với các phòng ban khác khi có yêu cầu - Làm việc theo chỉ đạo của cấp trên.","- Ưu tiên các bạn sinh viên đang học tại các trường đại học, cao đẳng khu vực TP Thủ Đức (Q2, Q9, Q.Thủ Đức, Làng ĐH). - Có tư duy logic tốt - Có kiến thức về Windows Desktop, MS Office, Outlook hoặc kinh nghiệm hỗ trợ IT. - Có khả năng đọc hiểu các tài liệu tiếng Anh - Kỹ năng giao tiếp, giải quyết vấn đề, phân tích và đánh giá tốt - Thời gian làm việc: 5 ca/tuần (17h00 – 21h00)","- Lương: 30.000/giờ - Được đào tạo phát triển các kĩ năng và kiến thức chuyên môn. - Môi trường làm việc năng động, giờ giấc linh hoạt, phù hợp cho các bạn sinh viên vừa học vừa làm  - Phụ cấp xăng xe đối với các nhân viên nhà xa",CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC THE ENEST,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-giao-duc-the-enest/126988.html,https://www.topcv.vn/viec-lam/it-support/1467921.html?ta_source=ITJobs_LinkDetail
